delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion
ROBOS DIVERSOS,CELAYA,2021,ENERO,12,BENITO JUAREZ,VITALICIO ROBLE,SIN VIOLENCIA
AMENAZAS,CELAYA,2021,ENERO,12,ALAMEDA,CALLE VICENTE RIVA PALACIOS,
CONTRA LA SALUD,CELAYA,2021,ENERO,12,LOS PINOS,ANDADOR EL SAÚCO,
ROBO A NEGOCIO,CELAYA,2021,ENERO,12,DE TIERRAS NEGRAS,CALLE MARIANO ABASOLO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,4,BENITO JUAREZ,CALLE PRESA IGNACIO ALLENDE,SIN VIOLENCIA
AMENAZAS,CELAYA,2021,ENERO,7,SAN RAFAEL,LAGO YURIRIA,
OTROS DELITOS,CELAYA,2021,ENERO,3,DE TIERRAS NEGRAS,CALLE LOS AZTECAS,
LESIONES DOLOSAS,CELAYA,2021,ENERO,4,EMILIANO ZAPATA,CALLE GENOVEVO DE LA O.,
ROBO DE VEHÍCULO,CELAYA,2021,ENERO,4,VILLAS DEL ROMERAL,VILLA DE CARBÓN,CON VIOLENCIA
HOMICIDIO CULPOSO,CELAYA,2021,ENERO,4,NAT THA HI,AVENIDA IRRIGACIÓN,
ROBOS DIVERSOS,CELAYA,2021,ENERO,12,LA AURORA,CALLE FRANCISCO GONZÁLEZ BOCANEGRA,CON VIOLENCIA
AMENAZAS,CELAYA,2021,ENERO,12,JARDINES DE CELAYA 1 RA SECC,CALLE ENCINOS,
ROBOS DIVERSOS,CELAYA,2021,ENERO,12,NO CATALOGADO,CALLE DEL VALLE,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,12,SEGUNDA FRACCION DE CRESPO,AVENIDA MIGUEL HIDALGO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,12,ARBOLEDAS DE SAN RAFAEL,AVENIDA UNIVERSIDAD,
"ALLANAMIENTO DE MORADA, DE DOMICILIO DE PERSONAS JURIDICAS COLECTIVAS Y DE ESTABLECIMIENTOS ABIERTOS AL PUBLICO",CELAYA,2021,ENERO,12,ALAMOS,CALLE FLAMENCO,
OTROS DELITOS,CELAYA,2021,ENERO,12,LAS INSURGENTES,CALLE MARÍA PONCIANA LIMA,
LESIONES DOLOSAS,CELAYA,2021,ENERO,12,GALAXIA DEL PARQUE,CALLE DEL ARENAL,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,7,VALLE DE GIRASOLES,AVELLANO ORIENTE,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,12,HACIENDA NATURA,PARQUE CIMATARIO,
DAÑOS,CELAYA,2021,ENERO,12,ZONA DE ORO,CALLE LUCIO MARMOLEJO,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,12,DEL ZAPOTE,CALLE TAMPICO,
OTROS DELITOS,CELAYA,2021,ENERO,4,JARDINES DE CELAYA 1 RA SECC,CALLE PASEO DE GUANAJUATO,
OTROS DELITOS,CELAYA,2021,ENERO,4,MONTE BLANCO,CALLE EJIDO LA MACHUCA,
OTROS DELITOS,CELAYA,2021,ENERO,4,VILLAS DEL BAJIO,VILLA DE ARANGO,
AMENAZAS,CELAYA,2021,ENERO,4,MONTE BLANCO,CALLE EJIDO CERRO PRIETO,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,12,SAN MIGUEL,CALLE DIEGO RIVERA,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,12,LA HERRADURA,CALLE COL,
ROBOS DIVERSOS,CELAYA,2021,ENERO,12,NO CATALOGADO,CALLE BENITO JUÁREZ,SIN VIOLENCIA
ABUSO DE CONFIANZA,CELAYA,2021,ENERO,12,SAN GABRIEL,CALLE GALEÓN,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,12,EL DORADO,AVENIDA LICENCIADO BENITO JUÁREZ,
ABUSO DE CONFIANZA,CELAYA,2021,ENERO,7,TECNOLOGICO,CALLE QUÍMICOS,
DAÑOS,CELAYA,2021,ENERO,7,QUINTA ARBOLEDAS,PROLONGACIÓN FRANCISCO SARABIA,
OTROS DELITOS,CELAYA,2021,ENERO,7,LAS CARRETAS,CALLE PASEO DEL CARROMATO,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,11,SAN MARTIN,CALLE VILLA REAL,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,11,LAS FUENTES,CALLE MANUEL DOBLADO,
DAÑOS,CELAYA,2021,ENERO,11,NAT THA HI,PRIVADA REVOLUCIÓN AGRARIA,
ROBOS DIVERSOS,CELAYA,2021,ENERO,11,SAN JUANICO,CALLE TURMALINA,CON VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,11,NO CATALOGADO,NO CATALOGADO,
ROBO A NEGOCIO,CELAYA,2021,ENERO,12,QUINTA BUGAMBILIAS,PENSAMIENTO,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2021,ENERO,11,LINDAVISTA,CALLE ROSA,
ROBO A NEGOCIO,CELAYA,2021,ENERO,11,CIUDADELA,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2021,ENERO,7,IMPRESIONISTAS,PRIVADA ALBINO GARCÍA,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,7,EL VERGEL,CALLE REVOLUCIÓN,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,7,TENERIA DEL SANTUARIO,CARRETERA CELAYA-SAN MIGUEL DE ALLENDE,
AMENAZAS,CELAYA,2021,ENERO,7,HACIENDA DEL BOSQUE,BOULEVARD FRIDA KAHLO,
FRAUDE,CELAYA,2021,ENERO,7,GIRASOLES,AVENIDA 12 DE OCTUBRE,
OTROS DELITOS,CELAYA,2021,ENERO,3,MONTE BLANCO,EJIDO DE ZUAS,
SECUESTRO,CELAYA,2021,ENERO,3,NO CATALOGADO,NO CATALOGADO,
ROBO A NEGOCIO,CELAYA,2021,ENERO,6,SAN ANGEL,AVENIDA 12 DE OCTUBRE,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2021,ENERO,6,TENERIA DEL SANTUARIO,CALLE VICENTE SUÁREZ,
DAÑOS,CELAYA,2021,ENERO,6,TENERIA DEL SANTUARIO,CALLE VICENTE SUÁREZ,
LESIONES DOLOSAS,CELAYA,2021,ENERO,1,EL CARMEN,NO CATALOGADO,
DAÑOS,CELAYA,2021,ENERO,1,TIERRA BLANCA,AVENIDA LÁZARO CÁRDENAS DEL RÍO,
LESIONES DOLOSAS,CELAYA,2021,ENERO,4,EMILIANO ZAPATA,AVENIDA TIERRA Y LIBERTAD,
OTROS DELITOS,CELAYA,2021,ENERO,3,JARDINES DE CELAYA 2 DA SECC,CALLE PASEO DE CELAYA,
DAÑOS,CELAYA,2021,ENERO,4,EMILIANO ZAPATA,AVENIDA TIERRA Y LIBERTAD,
DAÑOS,CELAYA,2021,ENERO,7,VALLE HERMOSO,AVENIDA TECNOLÓGICO,
AMENAZAS,CELAYA,2021,ENERO,7,NO CATALOGADO,NO CATALOGADO,
ROBO A CASA HABITACIÓN,CELAYA,2021,ENERO,7,MADERAS RESIDENCIAL,NO CATALOGADO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,7,LIBERACION,CALLE MARÍA DOMINGA,CON VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,8,VILLA LOS ARCOS,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2021,ENERO,6,PEDRO MARIA ANAYA,CALLE CORONEL ELEUTERIO MÉNDEZ,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,7,DE SANTIAGUITO,CALLE 5 DE MAYO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,7,SANTA ANITA,AVENIDA LAS FUENTES,
OTROS DELITOS,CELAYA,2021,ENERO,7,VILLAS DEL ROMERAL,CALLE VILLA ESCALANTE,
DESPOJO,CELAYA,2021,ENERO,7,LOS OLIVOS SEGUNDA SECCION,CALLE CORATINA,
OTROS DELITOS,CELAYA,2021,ENERO,3,RINCONADA SAN MIGUEL,CALLE RINCÓN DEL MOLINO,
OTROS DELITOS,CELAYA,2021,ENERO,3,NO CATALOGADO,CALLE JUAN B. CASTELAZO,
LESIONES DOLOSAS,CELAYA,2021,ENERO,3,TENERIA DEL SANTUARIO,CALLE VICENTE SUÁREZ,
OTROS DELITOS,CELAYA,2021,ENERO,2,SAN JOSE DE GUANAJUATO,CALLE PINO SUÁREZ,
LESIONES DOLOSAS,CELAYA,2021,ENERO,2,EL PARAISO,CALLE NARANJOS,
HOMICIDIO DOLOSO,CELAYA,2021,ENERO,7,LAGOS,CALLE PASEO DE SAN NICOLÁS DE PARRA,
OTROS DELITOS,CELAYA,2021,ENERO,7,ALAMOS,CALLE FLAMENCO,
AMENAZAS,CELAYA,2021,ENERO,8,EL PARAISO,MORAL,
OTROS DELITOS,CELAYA,2021,ENERO,7,LA CONCEPCION,PRIVADA MIGUEL HIDALGO,
OTROS DELITOS,CELAYA,2021,ENERO,6,HACIENDA NATURA,CALLE PARQUE DEL CIMATARIO,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,7,VILLAS DE LA HACIENDA,CALLE VILLA CAMPESTRE,
ROBO A CASA HABITACIÓN,CELAYA,2021,ENERO,7,TIERRA BLANCA,AVENIDA LÁZARO CÁRDENAS DEL RÍO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,6,EMILIANO ZAPATA,CALLE CARLOS M. PERALTA,CON VIOLENCIA
CONTRA LA SALUD,CELAYA,2021,ENERO,6,CANTARRANAS,AVENIDA SALVADOR ORTEGA,
ROBOS DIVERSOS,CELAYA,2021,ENERO,7,LAS FLORES,CALLE HELIOTROPO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,3,CANTARRANAS,PASEO DE LA CAPILLA,
ROBO DE VEHÍCULO,CELAYA,2021,ENERO,2,LA LUZ,CALLE INSURGENTES,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,2,ALAMEDA,CALLE GUADALUPE VICTORIA,
ROBO A CASA HABITACIÓN,CELAYA,2021,ENERO,2,LA RESURRECCION,CALLE JOSÉ MARÍA PINO SUÁREZ,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2021,ENERO,7,CAPITALES DE EUROPA,CALLE JAIME NUNÓ,
OTROS DELITOS,CELAYA,2021,ENERO,7,VILLA LOS ARCOS,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,8,DE SANTIAGUITO,CALLE HERMENEGILDO GALEANA,
HOMICIDIO DOLOSO,CELAYA,2021,ENERO,7,LA MACHUCA,CALLE BENITO JUÁREZ,
ROBO DE VEHÍCULO,CELAYA,2021,ENERO,10,ROSA LINDA,CALLE MONTES URALES,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,9,MISION SANTA FE,CALLE HERMOSILLO,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,10,EMILIANO ZAPATA,CALLE CARLOS M. PERALTA,SIN VIOLENCIA
OTROS DELITOS SEXUALES,CELAYA,2021,ENERO,10,ALAMOS,CALLE GOLONDRINAS,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,6,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2021,ENERO,6,SAN JOSE DE TORRES,CALLE FRANCISCO EDUARDO TRES GUERRAS,CON VIOLENCIA
AMENAZAS,CELAYA,2021,ENERO,6,EL DORADO,CALLE FRANCISCO VILLA,
OTROS DELITOS,CELAYA,2021,ENERO,2,LOS OLIVOS,CIRCUITO VALLE CENTRAL,
AMENAZAS,CELAYA,2021,ENERO,5,NO CATALOGADO,CALLE LOS ZENZONTLES,
AMENAZAS,CELAYA,2021,ENERO,5,NUEVA SANTA MARIA,PENSAMIENTO,
ROBO A CASA HABITACIÓN,CELAYA,2021,ENERO,2,VILLAS DE LA HACIENDA,AVENIDA SALVADOR ORTEGA,SIN VIOLENCIA
AMENAZAS,CELAYA,2021,ENERO,5,NUEVA SANTA MARIA,PENSAMIENTO,
LESIONES DOLOSAS,CELAYA,2021,ENERO,5,ARREGUIN DE ABAJO,CALLE FRANCISCO VILLA,
LESIONES DOLOSAS,CELAYA,2021,ENERO,5,LUIS DONALDO COLOSIO,AVENIDA LUIS DONALDO COLOSIO,
DAÑOS,CELAYA,2021,ENERO,5,DEL PARQUE,CALLE PARQUE DE LA MARGARITA,
OTROS DELITOS,CELAYA,2021,ENERO,5,TIERRA Y LIBERTAD,CALLE JOSÉ NATIVIDAD MACÍAS,
FALSEDAD ANTE UNA AUTORIDAD,CELAYA,2021,ENERO,8,ALAMOS,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,
ROBO A CASA HABITACIÓN,CELAYA,2021,ENERO,9,SAN JUANICO,CALLE ALUNITA,SIN VIOLENCIA
SECUESTRO,CELAYA,2021,ENERO,9,NO CATALOGADO,NO CATALOGADO,
DAÑOS,CELAYA,2021,ENERO,7,SAN ROMAN,CAMINO A SAN JOSÉ DE GUANAJUATO,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,6,EL DORADO,CALLE FRANCISCO VILLA,
ROBO DE VEHÍCULO,CELAYA,2021,ENERO,6,EL DORADO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,2,MISION SANTA FE,PROLONGACIÓN AURELIO BONILLA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,9,EMILIANO ZAPATA,CALLE ALFONSO MIRANDA,CON VIOLENCIA
AMENAZAS,CELAYA,2021,ENERO,9,HACIENDA NATURA,NO CATALOGADO,
OTROS DELITOS,CELAYA,2021,ENERO,9,CASCO VIEJO,CIRCUITO DEL CASCO,
AMENAZAS,CELAYA,2021,ENERO,9,LAS FLORES,CALLE AZUCENA,
"ALLANAMIENTO DE MORADA, DE DOMICILIO DE PERSONAS JURIDICAS COLECTIVAS Y DE ESTABLECIMIENTOS ABIERTOS AL PUBLICO",CELAYA,2021,ENERO,9,CASCO VIEJO,CIRCUITO DEL CASCO,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,9,DEL ZAPOTE,CALLE ACAPULCO,
ROBOS DIVERSOS,CELAYA,2021,ENERO,9,LOS VEINTE,CALLE HÉROE DE NACOZARI,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,9,ROQUE,CALLE HIDALGO,
OTROS DELITOS,CELAYA,2021,ENERO,9,NO CATALOGADO,NO CATALOGADO,
FRAUDE,CELAYA,2021,ENERO,7,LOS OLIVOS,AVENIDA PASEO DE LOS OLIVOS,
ROBO A NEGOCIO,CELAYA,2021,ENERO,6,ALAMOS,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,CON VIOLENCIA
AMENAZAS,CELAYA,2021,ENERO,5,EMILIANO ZAPATA,CALLE HERIBERTO JARA,
OTROS DELITOS,CELAYA,2021,ENERO,5,SAN JOSE DE GUANAJUATO,CALLE PINO SUÁREZ,
HOMICIDIO DOLOSO,CELAYA,2021,ENERO,5,LOS OLIVOS,CIRCUITO AMBATO,
ABUSO DE CONFIANZA,CELAYA,2021,ENERO,6,MORADAS DE SILVA,EJE NORTE ORIENTE,
ROBO A CASA HABITACIÓN,CELAYA,2021,ENERO,7,EL PUESTO,PRIVADA RICARDO JUÁREZ INDA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,7,LOS OLIVOS SEGUNDA SECCION,CALLE BALEARES,CON VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,5,LA HERRADURA,AUTOPISTA CELAYA-QUERÉTARO,
ROBO A CASA HABITACIÓN,CELAYA,2021,ENERO,5,LA AURORA,CALLE GALEANA,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2021,ENERO,5,VILLAS VICENZA,CALLE SILVANO RAMOS,
ROBO A NEGOCIO,CELAYA,2021,ENERO,5,ALAMOS,CALLE GOLONDRINAS,CON VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,4,LOS PINOS,AVENIDA JUAN JOSÉ TORRES LANDA,
AMENAZAS,CELAYA,2021,ENERO,2,DEL BOSQUE,CALLE CACAO,
ROBO A CASA HABITACIÓN,CELAYA,2021,ENERO,9,VALLE HERMOSO,CALLE DALIA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,8,VALLE HERMOSO,CALLE AZALEA,SIN VIOLENCIA
AMENAZAS,CELAYA,2021,ENERO,8,SAN JUANICO,CALLE TURMALINA,
AMENAZAS,CELAYA,2021,ENERO,8,DEL ZAPOTE,CALLE ACAPULCO,
ROBO A NEGOCIO,CELAYA,2021,ENERO,8,VALLE HERMOSO,AVENIDA TECNOLÓGICO,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,8,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,6,NUEVA SANTA MARIA,PENSAMIENTO,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,7,PATRIA NUEVA,CALLE EMANCIPACIÓN NACIONAL,
LESIONES DOLOSAS,CELAYA,2021,ENERO,5,ZONA CENTRO,CALZADA INDEPENDENCIA,
ROBOS DIVERSOS,CELAYA,2021,ENERO,5,LATINOAMERICANA,CALLE PERÚ,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,5,LA CANTERA,CALLE VILLA MARINO,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,5,SAN MARTIN,PROLONGACIÓN PINO SUÁREZ,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,5,ALFREDO VAZQUEZ BONFIL,CALLE PRESA BEGOÑA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,5,EMILIANO ZAPATA,CALLE PLAN DE AYALA,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2021,ENERO,2,JARDINES DE CELAYA 2 DA SECC,CALLE PASEO DE CELAYA,SIN VIOLENCIA
CONTRA LA SALUD,CELAYA,2021,ENERO,2,OBRERO MUNDIAL,CALLE MARÍA DOLORES MERCADO,
DAÑOS,CELAYA,2021,ENERO,5,SEGUNDA FRACCION DE CRESPO,CARRETERA IRAPUATO-QUERÉTARO,
AMENAZAS,CELAYA,2021,ENERO,5,SAN RAFAEL,CALLE EUCALIPTO,
ROBOS DIVERSOS,CELAYA,2021,ENERO,11,SAN JOSE DE TORRES,CALLE FRANCISCO EDUARDO TRES GUERRAS,CON VIOLENCIA
ROBO A CASA HABITACIÓN,CELAYA,2021,ENERO,9,DEL PARQUE,CALLE ARTEMISA,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,8,DE LOS SANTOS,AVENIDA MÉXICO-JAPÓN,
ROBOS DIVERSOS,CELAYA,2021,ENERO,8,LAS CASAS,AVENIDA EL SAUZ,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,9,VILLAS DE ELGUERA,CALLE VILLA DE LAS RAICES,
AMENAZAS,CELAYA,2021,ENERO,8,EMETERIA VALENCIA,CALLE SITIO DE QUERÉTARO,
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,11,JACARANDAS,CALLE CERRO DE LA GAVIA,
ROBO DE VEHÍCULO,CELAYA,2021,ENERO,11,EL DORADO,CALLE SEGUNDA PRIVADA FRANCISCO VILLA,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,6,EJIDAL,CALLE EJIDO SAN NICOLÁS DE PARRA,
HOMICIDIO DOLOSO,CELAYA,2021,ENERO,7,SANTA TERESITA,NO CATALOGADO,
OTROS DELITOS,CELAYA,2021,ENERO,6,NO CATALOGADO,NO CATALOGADO,
FRAUDE,CELAYA,2021,ENERO,6,VALLE DEL REAL,CALLE PELÍCANO,
ROBO DE VEHÍCULO,CELAYA,2021,ENERO,5,ZONA DE ORO,CALLE NEPTUNO,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,5,LA SUIZA,CALLE MUTUALISMO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2021,ENERO,5,10 DE ABRIL,AVENIDA TECNOLÓGICO,
LESIONES DOLOSAS,CELAYA,2021,ENERO,5,ZONA CENTRO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2021,ENERO,2,RANCHO SECO,GUADALAJARA,
HOMICIDIO DOLOSO,CELAYA,2021,ENERO,2,SENDA REAL,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2021,ENERO,2,FRACCIONAMIENTO PEDREGAL,CIRCÓN,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2021,ENERO,2,LAS FUENTES,AVENIDA LAS FUENTES,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,2,VALLE DE LOS NARANJOS,AVENIDA EL SAUZ,SIN VIOLENCIA
HOMICIDIO DOLOSO,CELAYA,2021,ENERO,9,ALAMEDA,CALLE GUADALUPE VICTORIA,
FRAUDE,CELAYA,2021,ENERO,11,NUEVA SANTA MARIA,PENSAMIENTO,
ROBO A NEGOCIO,CELAYA,2021,ENERO,11,LAGOS,CALLE PASEO DE SAN NICOLÁS DE PARRA,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2021,ENERO,11,EL DORADO,AVENIDA LICENCIADO BENITO JUÁREZ,
ROBO A CASA HABITACIÓN,CELAYA,2021,ENERO,11,NUEVA SANTA MARIA,PENSAMIENTO,SIN VIOLENCIA
DAÑOS,CELAYA,2021,ENERO,11,LAS FLORES,CALLE HELIOTROPO,
ROBOS DIVERSOS,CELAYA,2021,ENERO,11,MONTE BLANCO,CALLE REFORMA AGRARIA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2021,ENERO,11,SAN JUANICO,CALLE AGUA MARINA,SIN VIOLENCIA
AMENAZAS,CELAYA,2021,ENERO,5,SAN JUANICO,CALLE OBSIDIANA,
ROBOS DIVERSOS,CELAYA,2021,ENERO,5,EL DORADO,AVENIDA LICENCIADO BENITO JUÁREZ,SIN VIOLENCIA
