delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion
FRAUDE,CELAYA,2024,SEPTIEMBRE,2,ALAMEDA CELAYA GUANAJUATO,GUADALUPE,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,2,LOS PINOS II CELAYA GUANAJUATO,ARÁNDANO,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,9,CELAYA GUANAJUATO,ZIRCÓN,
VIOLACION,CELAYA,2024,SEPTIEMBRE,9,LOCAL 24 Y 25 CIUDADELA CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,9,GIRASOLES CELAYA GUANAJUATO,TOMAS SÁNCHEZ HERNÁNDEZ,CON VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2024,SEPTIEMBRE,9,3 GUERRAS CELAYA GUANAJUATO,ROSARIO,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2024,AGOSTO,22,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,PROLONGACIÓN ALDAMA,
LESIONES DOLOSAS,CELAYA,2024,AGOSTO,22,LOS PIRULES CELAYA GUANAJUATO,JORGE NEGRETE,
ROBOS DIVERSOS,CELAYA,2024,AGOSTO,12,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,AGOSTO,20,LAS INSURGENTES CELAYA GUANAJUATO,MONICA SALAS,
OTROS DELITOS SEXUALES,CELAYA,2024,SEPTIEMBRE,1,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,2,TENERÍA DEL SANTUARIO GUANAJUATO,CALLE FRONTERA,
VIOLENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,2,BOSQUES DE LA ALAMEDA CELAYA GUANAJUATO,CAUDILLO DEL SUR,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,2,TIERRA BLANCA CELAYA GUANAJUATO,AVENIDA CONSTITUYENTES,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,2,GIRASOLES CELAYA GUANAJUATO,DE LA PARRA,
CONTRA LA SALUD,CELAYA,2024,SEPTIEMBRE,4,CELAYA GUANAJUATO,ARBOLEDA DE SAN RAFAEL,
CONTRA LA SALUD,CELAYA,2024,SEPTIEMBRE,4,CELAYA GUANAJUATO,CHAPULTEPEC,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,18,EXHACIENDA SANTA ANITA CELAYA GUANAJUATO,ALFONSO TRUEVA OLIVARES,SIN VIOLENCIA
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2024,SEPTIEMBRE,4,VALLE DEL REAL CELAYA GUANAJUATO,CAMINO REAL,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,4,JARDINES DE CELAYA 1RA SECCIÓN CELAYA GUANAJUATO,PUERTA DE ORO DEL BAJIO,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2024,SEPTIEMBRE,2,EMILIANO ZAPATA CELAYA GUANAJUATO,LICENCIADO ANTONIO DÍAZ SOTO Y GAMA,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,20,MONTE BLANCO CELAYA GUANAJUATO,EJIDO DEL PUENTE,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,18,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,CALLE PONIENTE 4,
DAÑOS,CELAYA,2024,SEPTIEMBRE,19,NAT THA HI CELAYA GUANAJUATO,VICENTE SUÁREZ,
LESIONES DOLOSAS,CELAYA,2024,SEPTIEMBRE,7,CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,
DAÑOS,CELAYA,2024,SEPTIEMBRE,8,RESURRECCIÓN CELAYA GUANAJUATO,JAIME NUNÓ,
ROBO A NEGOCIO,CELAYA,2024,SEPTIEMBRE,9,VILLA DE BENAVENTE CELAYA GUANAJUATO,AVENIDA IRRIGACIÓN,SIN VIOLENCIA
VIOLACION,CELAYA,2024,SEPTIEMBRE,7,LA LUZ TEXAS RANCHO SECO CELAYA GUANAJUATO,FRANCISCO VILLA,
LESIONES DOLOSAS,CELAYA,2024,SEPTIEMBRE,8,MONTE BLANCO CELAYA GUANAJUATO,PASEO DE SAN NICOLÁS DE PARRA,
ROBO A NEGOCIO,CELAYA,2024,SEPTIEMBRE,3,VALLE DEL REAL CELAYA GUANAJUATO,EJE NOR-PONIENTE MANUEL J. CLOUTHIER,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,3,VALLE DEL REAL CELAYA GUANAJUATO,VÍCTOR JOSE LIZARDI,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,4,BARRIO DE LA RESURRECCION RINCÓN DE TAMAYO GUANAJUATO,IGNACIO COMONFORT,CON VIOLENCIA
DAÑOS,CELAYA,2024,SEPTIEMBRE,20,RANCHO SECO CELAYA GUANAJUATO,NIÑOS HÉROES,
AMENAZAS,CELAYA,2024,SEPTIEMBRE,20,LA JOYA CELAYA GUANAJUATO,LOS AZTECAS,
AMENAZAS,CELAYA,2024,SEPTIEMBRE,9,BARRIO DEL ZAPOTE CELAYA GUANAJUATO,TAMPICO,
ROBO DE VEHÍCULO,CELAYA,2024,SEPTIEMBRE,9,EL PARAISO CELAYA GUANAJUATO,GRANADA,CON VIOLENCIA
CONTRA LA SALUD,CELAYA,2024,SEPTIEMBRE,9,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,NOCHE BUENA,
OTROS DELITOS SEXUALES,CELAYA,2024,SEPTIEMBRE,9,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,CACAO,
DAÑOS,CELAYA,2024,AGOSTO,19,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,
ROBOS DIVERSOS,CELAYA,2024,AGOSTO,22,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,HUIZACHE,CON VIOLENCIA
DAÑOS,CELAYA,2024,AGOSTO,1,ALAMEDA CELAYA GUANAJUATO,AGUILAR Y MAYA,
LESIONES DOLOSAS,CELAYA,2024,AGOSTO,11,SAN JUANICO CELAYA GUANAJUATO,AVENIDA EL SAUZ,
DAÑOS,CELAYA,2024,AGOSTO,8,3 GUERRAS CELAYA GUANAJUATO,ROSA BLANCA,
ROBO DE VEHÍCULO,CELAYA,2024,SEPTIEMBRE,2,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2024,SEPTIEMBRE,6,JARDINES DE CELAYA 3RA SECCIÓN CELAYA GUANAJUATO,AZALEA,SIN VIOLENCIA
HOMICIDIO DOLOSO,CELAYA,2024,SEPTIEMBRE,23,LATINOAMERICANA CELAYA GUANAJUATO,URUGUAY,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,5,LA LUZ TEXAS CELAYA GUANAJUATO,VILLA DE LA AURORA,
EXTORSION,CELAYA,2024,SEPTIEMBRE,5,BENITO JUÁREZ CELAYA GUANAJUATO,TIERRA Y LIBERTAD,
FRAUDE,CELAYA,2024,SEPTIEMBRE,21,COLONIA LOS ANGELES LA JOYA CELAYA GUANAJUATO,FRANCISCO JUÁREZ,
FRAUDE,CELAYA,2024,SEPTIEMBRE,11,SAN ISIDRO CRESPO GUANAJUATO,VILLAGRÁN-CELAYA,
LESIONES DOLOSAS,CELAYA,2024,SEPTIEMBRE,12,3 GUERRAS CELAYA GUANAJUATO,MANUEL ÁVILA CAMACHO,
AMENAZAS,CELAYA,2024,SEPTIEMBRE,4,JARDINES DE CELAYA 1RA SECCIÓN CELAYA GUANAJUATO,PASEO DEL BAJÍO,
VIOLENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,24,SANTA LUCIA CELAYA GUANAJUATO,SANTA MARGARITA,
ROBO A CASA HABITACIÓN,CELAYA,2024,SEPTIEMBRE,6,VALLE DEL REAL CELAYA GUANAJUATO,CAMINO REAL,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,8,RINCONADA SAN MIGUEL CELAYA GUANAJUATO,DEL PASEO PONIENTE,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,9,COLONIA CENTRO CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,9,CELAYA GUANAJUATO,PIPILA,
VIOLENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,9,LAS ARBOLEDAS CELAYA GUANAJUATO,CAMINO REAL,
FRAUDE,CELAYA,2024,SEPTIEMBRE,2,LOS OLIVOS CELAYA GUANAJUATO,CIRCUITO ANDALGALA,
HOMICIDIO DOLOSO,CELAYA,2024,SEPTIEMBRE,4,ALAMOS CELAYA GUANAJUATO,GAVILÁN,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,5,GUANAJUATO,BOULEVARD JUAN PABLO II,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,6,EX-HACIENDA DE TROJES GUANAJUATO,NO CATALOGADO,
HOMICIDIO DOLOSO,CELAYA,2024,SEPTIEMBRE,18,VIÑAS DE LA HERRADURA CELAYA GUANAJUATO,PEPINO,
AMENAZAS,CELAYA,2024,SEPTIEMBRE,19,FRACCIONAMIENTO HACIENDA DEL BOSQUE CELAYA GUANAJUATO,JOSÉ VIZCARRA,
HOMICIDIO DOLOSO,CELAYA,2024,SEPTIEMBRE,19,LA AURORA CELAYA GUANAJUATO,DEL QUINTO CENTENARIO,
HOMICIDIO DOLOSO,CELAYA,2024,SEPTIEMBRE,19,NO CATALOGADO,NO CATALOGADO,
ROBO A NEGOCIO,CELAYA,2024,SEPTIEMBRE,7,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,CON VIOLENCIA
HOMICIDIO CULPOSO,CELAYA,2024,SEPTIEMBRE,9,UNIDAD HABITACIONAL DE TIERRAS NEGRAS CELAYA GUANAJUATO,MARIANO ABASOLO,
OTROS DELITOS,CELAYA,2024,AGOSTO,20,SANTA RITA CELAYA GUANAJUATO,SAN IGNACIO DE LOYOLA,
ROBO A NEGOCIO,CELAYA,2024,AGOSTO,19,15 DE MAYO CELAYA GUANAJUATO,AVENIDA ARAUCARIAS,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,AGOSTO,20,TECNOLOGICO CELAYA GUANAJUATO,TÉCNICOS,
DAÑOS,CELAYA,2024,SEPTIEMBRE,1,LA CAPILLA CELAYA GUANAJUATO,SAN ANTONIO,
LESIONES DOLOSAS,CELAYA,2024,SEPTIEMBRE,2,SAN JUAN DE LA VEGA GUANAJUATO,CALLE MITLA,
VIOLENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,18,SANTA MARIA CELAYA GUANAJUATO,CALLE URIANGATO,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,18,CELAYA GUANAJUATO,VILLAS NATURA,
DAÑOS,CELAYA,2024,SEPTIEMBRE,12,LOS SAUCES CELAYA GUANAJUATO,12 DE OCTUBRE,
CONTRA LA SALUD,CELAYA,2024,SEPTIEMBRE,12,CELAYA GUANAJUATO,CALLE AVENIDA UNIVERSIDAD,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,5,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,5,3 GUERRAS CELAYA GUANAJUATO,CALLE EJERCICIO NACIONAL,
VIOLENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,9,PROGRESO DE SOLIDARIDAD 2 CELAYA GUANAJUATO,RÍO SAN FERNANDO,
VIOLENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,1,LOS PIRULES CELAYA GUANAJUATO,JORGE NEGRETE,
ROBO DE VEHÍCULO,CELAYA,2024,SEPTIEMBRE,18,LOPEZ PORTILLO CELAYA GUANAJUATO,GENERAL MANUEL PALAFOX,SIN VIOLENCIA
FRAUDE,CELAYA,2024,SEPTIEMBRE,6,JARDINES DE CELAYA 1RA SECCIÓN CELAYA GUANAJUATO,JACARANDAS,
LESIONES DOLOSAS,CELAYA,2024,SEPTIEMBRE,11,FRACCIONAMIENTO LOS MEZQUITES GUANAJUATO,MELOCOTONERO,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,11,BAJIO DE LAS AMERICAS CELAYA GUANAJUATO,PUEBLO NUEVO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,2,CAMPESTRE DE CELAYA CELAYA GUANAJUATO,AVENIDA COMPUERTAS DEL CAMPESTRE,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,4,LOS OLIVOS CELAYA GUANAJUATO,BETICA,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,19,VILLA DE BENAVENTE CELAYA GUANAJUATO,DE LA COLONIA,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,19,LAS INSURGENTES CELAYA GUANAJUATO,MARÍA TERESA BARA,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,9,TENERÍA DEL SANTUARIO GUANAJUATO,CALLE FRONTERA,
FRAUDE,CELAYA,2024,SEPTIEMBRE,7,LOS OLIVOS CELAYA GUANAJUATO,AVENIDA PASEO DE LOS OLIVOS,
AMENAZAS,CELAYA,2024,SEPTIEMBRE,7,CELAYA GUANAJUATO,CERRADA VILLA DE LA ILUSIÓN,
AMENAZAS,CELAYA,2024,SEPTIEMBRE,9,IMPERIAL CELAYA GUANAJUATO,LUIS DONALDO COLOSIO,
CONTRA LA SALUD,CELAYA,2024,SEPTIEMBRE,10,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,11,MISION SANTA FE CELAYA GUANAJUATO,MISIÓN DE LOS AGUSTINOS,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,AGOSTO,11,LOS OLIVOS CELAYA GUANAJUATO,CIRCUITO ANCASTI,
DAÑOS,CELAYA,2024,AGOSTO,22,COLONIA CENTRO CELAYA GUANAJUATO,CELAYA - SAN MIGUEL DE ALLENDE,
HOMICIDIO DOLOSO,CELAYA,2024,SEPTIEMBRE,2,LOS NARANJOS CELAYA GUANAJUATO,DEL PINAL,
VIOLENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,2,COLONIA CENTRO CELAYA GUANAJUATO,CELAYA - SAN MIGUEL DE ALLENDE,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,2,EL PARAISO CELAYA GUANAJUATO,GRANADA,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,23,BARRIO DE LA CRUZ RINCÓN DE TAMAYO GUANAJUATO,FRANCISCO VILLA,
OTROS DELITOS SEXUALES,CELAYA,2024,SEPTIEMBRE,23,VALLE DE LA PRIMAVERA CELAYA GUANAJUATO,CALLE CANARIO,
ROBO A NEGOCIO,CELAYA,2024,SEPTIEMBRE,6,LA LUZ TEXAS SANTA MARÍA DEL REFUGIO GUANAJUATO,CARRETERA CELAYA - SALVATIERRA,SIN VIOLENCIA
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,11,LA LAJA GUANAJUATO,INDEPENDENCIA,
CONTRA LA SALUD,CELAYA,2024,SEPTIEMBRE,12,3 GUERRAS CELAYA GUANAJUATO,ESCONDITE,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,12,3 GUERRAS CELAYA GUANAJUATO,CARRETERA A QUERETARO,
CONTRA LA SALUD,CELAYA,2024,SEPTIEMBRE,5,EJIDAL CELAYA GUANAJUATO,CALLE EJIDO DE SANTA TERESSA,
LESIONES DOLOSAS,CELAYA,2024,SEPTIEMBRE,6,EL CAMPANARIO CELAYA GUANAJUATO,AVENIDA LAS TORRES,
EXTORSION,CELAYA,2024,SEPTIEMBRE,5,SAN RAMÓN GUANAJUATO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,5,COLONIA CENTRO CELAYA GUANAJUATO,RÍO LERMA,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,9,GUANAJUATO,AVENIDA SAN JOSÉ DE TORRES,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,2,VILLA DE LOS REYES CELAYA GUANAJUATO,CAMPECHE,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,2,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,AVENIDA TECNOLÓGICO,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,3,CELAYA GUANAJUATO,CALLE GIRASOL,
VIOLENCIA FAMILIAR,CELAYA,2024,SEPTIEMBRE,24,BENITO JUÁREZ CELAYA GUANAJUATO,SAN FELIPE DE JESÚS,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,24,EL CARMEN SAN MIGUEL OCTOPAN GUANAJUATO,SAN ISIDRO,CON VIOLENCIA
AMENAZAS,CELAYA,2024,SEPTIEMBRE,6,GASCA GUANAJUATO,FRANCISCO VILLA,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,11,RESURRECCIÓN CELAYA GUANAJUATO,JAIME NUNÓ,
AMENAZAS,CELAYA,2024,SEPTIEMBRE,11,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,CAMELIA,
HOMICIDIO DOLOSO,CELAYA,2024,SEPTIEMBRE,11,LA LAJA GUANAJUATO,EMILIANO ZAPATA,
ABUSO DE CONFIANZA,CELAYA,2024,SEPTIEMBRE,4,SANTALUCIA TRES CELAYA GUANAJUATO,VILLA FLORENCIA,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,4,PRESA BLANCA GUANAJUATO,DEPORTIVA,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,5,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,18,PROGRESO DE SOLIDARIDAD 1 CELAYA GUANAJUATO,RÍO PÁNUCO,
ROBO DE VEHÍCULO,CELAYA,2024,SEPTIEMBRE,8,SIN NOMBRE SAN MIGUEL OCTOPAN GUANAJUATO,AVENIDA LA CANO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,8,EL PARAISO CELAYA GUANAJUATO,EL PARAÍSO,CON VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2024,SEPTIEMBRE,8,BARRIO DE SANTIAGUITO CELAYA GUANAJUATO,ALBINO GARCÍA,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,AGOSTO,28,JÁUREGUI GUANAJUATO,ADOLFO LÓPEZ MATEOS,
DAÑOS,CELAYA,2024,AGOSTO,21,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,
LESIONES DOLOSAS,CELAYA,2024,AGOSTO,23,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,PROLONGACIÓN ALDAMA,
CONTRA LA SALUD,CELAYA,2024,SEPTIEMBRE,2,ALAMOS CELAYA GUANAJUATO,FLAMENCO,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,6,ALAMOS CELAYA GUANAJUATO,QUETZALLI,
EXTORSION,CELAYA,2024,SEPTIEMBRE,6,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,VID,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,5,NO CATALOGADO,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2024,SEPTIEMBRE,9,BARRIO DE SANTO CRISTO CELAYA GUANAJUATO,FRANCISCO JUÁREZ,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,8,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,ORIENTE 3,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,9,EL VERGEL CELAYA GUANAJUATO,DIVISIÓN DEL NORTE,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2024,SEPTIEMBRE,3,EL CAMPANARIO CELAYA GUANAJUATO,CAMINO VIEJO,
AMENAZAS,CELAYA,2024,SEPTIEMBRE,3,EL CAMPANARIO CELAYA GUANAJUATO,CAMINO VIEJO,
ROBO A NEGOCIO,CELAYA,2024,SEPTIEMBRE,6,COLONIA NUEVO MÉXICO GUANAJUATO,NO CATALOGADO,CON VIOLENCIA
AMENAZAS,CELAYA,2024,SEPTIEMBRE,7,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,7,PLANCARTE GUANAJUATO,NO CATALOGADO,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,SEPTIEMBRE,7,SIN NOMBRE CELAYA GUANAJUATO,CENTENO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,11,EJIDAL CELAYA GUANAJUATO,ESPÍRITU SANTO,
HOMICIDIO DOLOSO,CELAYA,2024,SEPTIEMBRE,11,CELAYA GUANAJUATO,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2024,SEPTIEMBRE,6,RESURRECCIÓN CELAYA GUANAJUATO,SOSTENES ROCHA,
DAÑOS,CELAYA,2024,SEPTIEMBRE,7,GUANAJUATO,LIBRAMIENTO SUR DE CELAYA,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,9,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,PONIENTE 2,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,6,GIRASOLES CELAYA GUANAJUATO,MUÑOZ LEDO,
OTROS DELITOS,CELAYA,2024,SEPTIEMBRE,6,EJIDAL CELAYA GUANAJUATO,EJIDO DEL PUESTO,
LESIONES DOLOSAS,CELAYA,2024,SEPTIEMBRE,5,LIBERACION CELAYA GUANAJUATO,COPAL,
VIOLENCIA FAMILIAR,CELAYA,2024,JUNIO,13,COLONIA CENTRO CELAYA GUANAJUATO,MIGUEL HIDALGO,
FALSEDAD ANTE UNA AUTORIDAD,CELAYA,2024,JUNIO,26,CELAYA GUANAJUATO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2024,JUNIO,10,LOS OLIVOS CELAYA GUANAJUATO,AVENIDA BALEARES,
ROBO A NEGOCIO,CELAYA,2024,JUNIO,21,GUANAJUATO,NO CATALOGADO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,JUNIO,27,LA LUZ TEXAS CELAYA GUANAJUATO,VILLA DEL SAGRARIO,
OTROS DELITOS,CELAYA,2024,JUNIO,27,EL VERGEL CELAYA GUANAJUATO,JOSÉ MARÍA PINO SUÁREZ,
OTROS DELITOS,CELAYA,2024,JULIO,9,EMILIANO ZAPATA CELAYA GUANAJUATO,GENOVEVO DE LA O.,
HOMICIDIO DOLOSO,CELAYA,2024,JULIO,9,COLONIA DEL PARQUE CELAYA GUANAJUATO,PARQUE DEL TULIPÁN,
ROBO A NEGOCIO,CELAYA,2024,JULIO,9,ROSA LINDA CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2024,JULIO,18,LA MONCADA GUANAJUATO,CELAYA - YURIRIA,
OTROS DELITOS,CELAYA,2024,JULIO,13,JACARANDAS CELAYA GUANAJUATO,LOS AGUSTINOS,
CONTRA LA SALUD,CELAYA,2024,JULIO,24,EL VERGEL CELAYA GUANAJUATO,SIN REFERENCIA NÚMERO 1292,
OTROS DELITOS,CELAYA,2024,JULIO,14,RESURRECCIÓN CELAYA GUANAJUATO,JAIME NUNÓ,
ROBOS DIVERSOS,CELAYA,2024,JULIO,23,BENITO JUÁREZ CELAYA GUANAJUATO,PRESA DE LA ANGOSTURA,SIN VIOLENCIA
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,JULIO,24,LA LUZ TEXAS RANCHO SECO CELAYA GUANAJUATO,FRANCISCO VILLA,
VIOLENCIA FAMILIAR,CELAYA,2024,JULIO,24,LOS OLIVOS CELAYA GUANAJUATO,CIRCUITO VALLE CENTRAL,
DAÑOS,CELAYA,2024,JULIO,24,LOS PIRULES CELAYA GUANAJUATO,JOAQUÍN PARDAVE,
OTROS DELITOS,CELAYA,2024,JULIO,20,SANTA TERESITA CELAYA GUANAJUATO,DE LA VÍA,
AMENAZAS,CELAYA,2024,JULIO,20,JARDINES DE CELAYA 3RA SECCIÓN CELAYA GUANAJUATO,PASEO DE GUANAJUATO,
ROBOS DIVERSOS,CELAYA,2024,JULIO,21,BARRIO DE SANTIAGUITO CELAYA GUANAJUATO,LEANDRO VALLE,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,JULIO,22,CELAYA GUANAJUATO,CALLE SERENATA HUASTECA,
ROBOS DIVERSOS,CELAYA,2024,JULIO,23,SAN FRANCISCO CELAYA GUANAJUATO,SIN NOMBRE NÚMERO 272,SIN VIOLENCIA
ROBO A NEGOCIO,CELAYA,2024,JULIO,23,LAS FUENTES CELAYA GUANAJUATO,FRANCISCO JUÁREZ,SIN VIOLENCIA
ROBO A CASA HABITACIÓN,CELAYA,2024,JULIO,23,LA CALESA CELAYA GUANAJUATO,CARROZA,SIN VIOLENCIA
HOMICIDIO DOLOSO,CELAYA,2024,JUNIO,27,RENACIMIENTO CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,
LESIONES DOLOSAS,CELAYA,2024,JUNIO,4,COLONIA CENTRO CELAYA GUANAJUATO,NO CATALOGADO,
ABUSO DE CONFIANZA,CELAYA,2024,JULIO,11,BENITO JUÁREZ CELAYA GUANAJUATO,CHINAMECA,
ROBO DE VEHÍCULO,CELAYA,2024,JULIO,14,ZONA DE ORO DEL BAJIO CELAYA GUANAJUATO,AVENIDA ORO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,JULIO,12,LOS OLIVOS CELAYA GUANAJUATO,MEDITERRANEO,
ROBOS DIVERSOS,CELAYA,2024,JULIO,8,GOBERNADORES CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,SIN VIOLENCIA
CONTRA LA SALUD,CELAYA,2024,JULIO,18,LOS OLIVOS CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,
VIOLENCIA FAMILIAR,CELAYA,2024,JULIO,13,SAN MIGUEL OCTOPAN GUANAJUATO,AVENIDA LAS CAMELINAS,
ROBO DE VEHÍCULO,CELAYA,2024,JULIO,26,3 GUERRAS CELAYA GUANAJUATO,CARRETERA A QUERETARO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,JULIO,26,JUAN MARTÍN GUANAJUATO,CALLE VERACRUZ,SIN VIOLENCIA
AMENAZAS,CELAYA,2024,JULIO,26,COLONIA CENTRO CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,
ROBOS DIVERSOS,CELAYA,2024,JULIO,19,EJIDAL CELAYA GUANAJUATO,EJIDO LOS PINOS,SIN VIOLENCIA
AMENAZAS,CELAYA,2024,JULIO,19,FRACCIONAMIENTO LOS MEZQUITES GUANAJUATO,ALMEZ,
