delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion
LESIONES DOLOSAS,CELAYA,2022,ENERO,1,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,17,ZONA CENTRO,CALLE JOSÉ MARÍA MORELOS,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2022,FEBRERO,18,MOCTEZUMA,PRIVADA HERMOSILLO,
DAÑOS,CELAYA,2022,FEBRERO,24,XOCHIPILLI,AVENIDA JUAN JOSÉ TORRES LANDA,
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,24,VALLE DE LOS NARANJOS,AVENIDA EL SAUZ,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,23,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,23,EMILIANO ZAPATA,CALLE LICENCIADO ANTONIO DÍAZ SOTO Y GAMA,CON VIOLENCIA
CONTRA LA SALUD,CELAYA,2022,FEBRERO,17,LAS FLORES,CALLE AZUCENA,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,17,TIERRA Y LIBERTAD,AVENIDA ÁLVARO OBREGÓN,
ROBO A CASA HABITACIÓN,CELAYA,2022,FEBRERO,22,LOS NARANJOS,AVENIDA PASEO DE LOS NARANJOS,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,22,LAS FUENTES,AVENIDA LAS FUENTES,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2022,FEBRERO,22,NO CATALOGADO,CARRETERA CELAYA-SALVATIERRA,CON VIOLENCIA
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2022,FEBRERO,28,LAS FLORES,CALLE LIRIO,
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,28,ZONA CENTRO,CALLE DEMOCRACIA,
HOMICIDIO DOLOSO,CELAYA,2022,FEBRERO,18,NO CATALOGADO,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,18,LAS FLORES,CALLE AZUCENA,
DAÑOS,CELAYA,2022,FEBRERO,18,NO CATALOGADO,NO CATALOGADO,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2022,FEBRERO,22,LOS OLIVOS,AVENIDA PASEO DE LOS OLIVOS,
OTROS DELITOS,CELAYA,2022,FEBRERO,24,LA CRUZ,CALLE INDEPENDENCIA,
HOMICIDIO DOLOSO,CELAYA,2022,FEBRERO,24,NO CATALOGADO,NO CATALOGADO,
DESPOJO,CELAYA,2022,FEBRERO,24,NO CATALOGADO,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,27,NO CATALOGADO,NO CATALOGADO,
AMENAZAS,CELAYA,2022,FEBRERO,15,PROGRESO DE SOLIDARIDAD 2,CALLE RÍO SOTO DE LA MARINA,
ROBO A CASA HABITACIÓN,CELAYA,2022,FEBRERO,11,MEXICO,CALLE TEOTIHUACÁN,SIN VIOLENCIA
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,11,LA MISION,AVENIDA MÉXICO,CON VIOLENCIA
CONTRA LA SALUD,CELAYA,2022,FEBRERO,11,PORTONES DE LA HACIENDA,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,16,RINCONADA DEL BOSQUE,CALZADA DEL BOSQUE,
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,16,EMETERIA VALENCIA,CALLE LEONA VICARIO,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,21,DE SANTO CRISTO,PRIVADA SEGUNDA HIDALGO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2022,FEBRERO,23,LAS FUENTES,CALLE SALTO DEL AGUA,
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,28,ZONA CENTRO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,28,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA
CONTRA LA SALUD,CELAYA,2022,ENERO,31,TENERIA DEL SANTUARIO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2022,ENERO,31,SANTIAGO DE LA CRUZ,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2022,ENERO,9,ZONA CENTRO,CALLE LIBERTAD,SIN VIOLENCIA
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2022,ENERO,7,SANTOS DEGOLLADO (EL BECERRO),PRIVADA PROGRESO,
LESIONES DOLOSAS,CELAYA,2022,ENERO,26,SAN JOSE DE GUANAJUATO,CAMINO A SAN JOSÉ DE GUANAJUATO,
DAÑOS,CELAYA,2022,ENERO,2,ARBOLEDAS DE CAMARGO,CALLE PIRUL,
DAÑOS,CELAYA,2022,ENERO,28,ROSA LINDA,BOULEVARD CONSTITUYENTES,
CONTRA LA SALUD,CELAYA,2022,FEBRERO,19,PLANCARTE,NO CATALOGADO,
OTROS DELITOS,CELAYA,2022,FEBRERO,19,PLANCARTE,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,26,LAS PALMAS,NO CATALOGADO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,18,QUINTA ARBOLEDAS,CALLE MOZART,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2022,FEBRERO,23,LA CRUZ,CALLE JOSEFA ORTIZ DE DOMÍNGUEZ,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,23,LA RESURRECCION,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,23,LOS PINOS,NO CATALOGADO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,17,DEPORTIVA,AVENIDA TECNOLÓGICO,SIN VIOLENCIA
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,16,NO CATALOGADO,AVENIDA MÉXICO JAPON,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,16,BAJIO DE LAS AMERICAS,PROLONGACIÓN MARIANO ABASOLO,CON VIOLENCIA
FRAUDE,CELAYA,2022,FEBRERO,21,ZONA DE ORO,CALLE LUIS GONZÁLEZ OBREGÓN,
DAÑOS,CELAYA,2022,FEBRERO,21,SEGUNDA FRACCION DE CRESPO,CONCEPCION BEISTEGUI,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,21,EMETERIA VALENCIA,CALLE LEONA VICARIO,
OTROS DELITOS,CELAYA,2022,FEBRERO,21,DE SANTO CRISTO,AVENIDA PROFESOR FRANCISCO JUÁREZ,
OTROS DELITOS,CELAYA,2022,FEBRERO,24,LAS FLORES,CALLE GERANIO,
DAÑOS,CELAYA,2022,FEBRERO,25,QUINTA ARBOLEDAS,EJIDO DE PUESTO,
AMENAZAS,CELAYA,2022,FEBRERO,25,QUINTA ARBOLEDAS,EJIDO DE PUESTO,
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,16,JARDINES DE CELAYA 1 RA SECC,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
CONTRA LA SALUD,CELAYA,2022,FEBRERO,18,VILLA LOS ARCOS,BOULEVARD VILLA DE LOS ARCOS,
DAÑOS,CELAYA,2022,FEBRERO,18,NO CATALOGADO,CIRCUITO VILLA SAN REMO,
OTROS DELITOS,CELAYA,2022,FEBRERO,23,LAS FUENTES,PRIVADA SALTO DEL AGUA,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,23,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,15,SAN RAFAEL,CALLE REFORMA AGRARIA,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2022,ENERO,4,EMILIANO ZAPATA,CALLE HERIBERTO JARA,
ROBOS DIVERSOS,CELAYA,2022,ENERO,17,CAPITALES DE EUROPA,CALLE JAIME NUNÓ,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,ENERO,26,DE LOS SANTOS,CALLE RINCÓN DE LOS ARCOS,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,ENERO,29,ZONA CENTRO,CALLE 5 DE MAYO,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2022,ENERO,24,PORTA MAGGIORE CLUB RESIDENCIAL,CELAYA - JUVENTINO ROSAS,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,ENERO,23,EL DORADO,ANDADOR FRAY MARIANO SÁNCHEZ,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2022,ENERO,26,RENACIMIENTO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,ENERO,3,EMILIANO ZAPATA,CALLE GENOVEVO DE LA O.,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2022,ENERO,28,LOS ANGELES,CALLE EJIDO DE SANTA TERESA,
ROBO DE VEHÍCULO,CELAYA,2022,ENERO,25,TENERIA DEL SANTUARIO,CALLE INDEPENDENCIA,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,ENERO,3,CENTRAL DE ABASTOS,CALLE PASEO DE CELAYA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,ENERO,3,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA
AMENAZAS,CELAYA,2022,ENERO,28,LAS INSURGENTES,CALLE MARÍA DE JESÚS ITURBE,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,25,LAS INSURGENTES,CALLE LUCÍA GARCÍA,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,28,SANTOS DEGOLLADO (EL BECERRO),CALLE TAMAULIPAS,
CONTRA LA SALUD,CELAYA,2022,FEBRERO,27,SAN NICOLAS DE ESQUIROS,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,19,10 DE ABRIL,AVENIDA TECNOLÓGICO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2022,FEBRERO,25,LA AURORA,CALLE FRANCISCO GONZÁLEZ BOCANEGRA,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2022,FEBRERO,25,LOS OLIVOS SEGUNDA SECCION,NO CATALOGADO,
OTROS DELITOS,CELAYA,2022,FEBRERO,25,ENRIQUE COLUNGA,CALLE RÍO LERMA,
DAÑOS,CELAYA,2022,FEBRERO,22,LOPEZ PORTILLO,AVENIDA IRRIGACIÓN,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,22,LOPEZ PORTILLO,AVENIDA IRRIGACIÓN,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,25,RESIDENCIAL ARBOLEDAS,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
AMENAZAS,CELAYA,2022,FEBRERO,25,ENRIQUE COLUNGA,CALLE SIERRA NEVADA,
OTROS DELITOS,CELAYA,2022,FEBRERO,16,NO CATALOGADO,NO CATALOGADO,
AMENAZAS,CELAYA,2022,FEBRERO,16,NO CATALOGADO,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,9,LOS PORTONES,AVENIDA 2 DE ABRIL,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,11,VALLE HERMOSO,CALLE DALIA,CON VIOLENCIA
DESPOJO,CELAYA,2022,FEBRERO,11,JARDINES DE CELAYA 3 RA SECC,CALLE AZALEA,
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,11,LINDAVISTA,AVENIDA TAJÍN,
OTROS DELITOS SEXUALES,CELAYA,2022,FEBRERO,19,MADERAS RESIDENCIAL,NO CATALOGADO,
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,20,LA JOYA,CALLE GENERAL MARIANO JIMÉNEZ,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2022,FEBRERO,21,LOS OLIVOS SEGUNDA SECCION,CALLE CAMPIÑA,
OTROS DELITOS SEXUALES,CELAYA,2022,FEBRERO,24,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,24,SAN MIGUEL,CALLE DIEGO RIVERA,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,17,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2022,ENERO,6,ENTORNO RESIDENCIAL,NO CATALOGADO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,ENERO,20,SAN FRANCISCO,AVENIDA PASEO DEL SOL,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2022,ENERO,28,LOS OLIVOS SEGUNDA SECCION,CALLE CAMPIÑA,
ROBO A CASA HABITACIÓN,CELAYA,2022,ENERO,13,LAS ARBOLEDAS,BOULEVARD CONSTITUYENTES,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2022,ENERO,3,SAN MARTIN DE CAMARGO,CALLE ÁLVARO OBREGÓN,
DAÑOS,CELAYA,2022,ENERO,27,LOS MANCERA,NO CATALOGADO,
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,22,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2022,FEBRERO,22,DE SANTO CRISTO,PROLONGACIÓN MIGUEL HIDALGO,
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,28,NO CATALOGADO,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,28,ZONA CENTRO,CALLE DEMOCRACIA,
OTROS DELITOS SEXUALES,CELAYA,2022,FEBRERO,28,NO CATALOGADO,NO CATALOGADO,
AMENAZAS,CELAYA,2022,FEBRERO,19,VIÑAS DE LA HERRADURA,AVENIDA BALEARES,
OTROS DELITOS,CELAYA,2022,FEBRERO,21,NO CATALOGADO,PRIVADA SANTA MARTHA,
AMENAZAS,CELAYA,2022,FEBRERO,17,NO CATALOGADO,NO CATALOGADO,
AMENAZAS,CELAYA,2022,FEBRERO,18,NO CATALOGADO,NO CATALOGADO,
AMENAZAS,CELAYA,2022,FEBRERO,18,LAS DELICIAS,CALLE TORRES LANDA,
OTROS DELITOS,CELAYA,2022,FEBRERO,18,NO CATALOGADO,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,23,EL CARMEN,NO CATALOGADO,
ROBO DE VEHÍCULO,CELAYA,2022,FEBRERO,23,LAS INSURGENTES,CALLE LUISA MARTÍNEZ,SIN VIOLENCIA
HOMICIDIO DOLOSO,CELAYA,2022,FEBRERO,25,NO CATALOGADO,NO CATALOGADO,
HOMICIDIO DOLOSO,CELAYA,2022,FEBRERO,26,LA MACHUCA,NO CATALOGADO,
ROBO DE VEHÍCULO,CELAYA,2022,FEBRERO,26,PRESA BLANCA,CALLE LÁZARO CÁRDENAS,CON VIOLENCIA
DAÑOS,CELAYA,2022,FEBRERO,27,PEDRO MARIA ANAYA,CALLE GENERAL JOSÉ OVANDO,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,17,TENERIA DEL SANTUARIO,CALLE GUADALUPE,
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,17,LOPEZ PORTILLO,CALLE FUERZAS ZAPATISTAS,CON VIOLENCIA
AMENAZAS,CELAYA,2022,FEBRERO,17,TENERIA DEL SANTUARIO,CALLE GUADALUPE,
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,17,LATINOAMERICANA,CALLE COSTA RICA,CON VIOLENCIA
OTROS DELITOS,CELAYA,2022,FEBRERO,11,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2022,FEBRERO,11,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2022,FEBRERO,15,NO CATALOGADO,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,20,NAT THA HI,AVENIDA IRRIGACIÓN,
CONTRA LA SALUD,CELAYA,2022,FEBRERO,24,EL DORADO,CALLE FRANCISCO VILLA,
OTROS DELITOS,CELAYA,2022,FEBRERO,25,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2022,FEBRERO,18,HACIENDA NATURA,CALLE PARQUE DE LOS REMEDIOS,
VIOLENCIA FAMILIAR,CELAYA,2022,ENERO,20,LAS INSURGENTES,CALLE MARÍA VICENTA ELIZARRARÁS,
DAÑOS,CELAYA,2022,ENERO,18,EJIDAL,CALLE EJIDO LA LAJA,
VIOLENCIA FAMILIAR,CELAYA,2022,ENERO,10,LOS MANCERA,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2022,ENERO,24,LOS PINOS,ANDADOR AHUEHUETE,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2022,ENERO,25,TIERRA Y LIBERTAD,CALLE TEPOZTLÁN,
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,22,MADERAS RESIDENCIAL,CAMINO REAL,CON VIOLENCIA
AMENAZAS,CELAYA,2022,FEBRERO,23,LATINOAMERICANA,CALLE VENEZUELA,
DAÑOS,CELAYA,2022,FEBRERO,23,LATINOAMERICANA,CALLE VENEZUELA,
AMENAZAS,CELAYA,2022,FEBRERO,23,DE LA RESURRECCION,CALLE ZARAGOZA,
DAÑOS,CELAYA,2022,FEBRERO,23,LA LUZ,NO CATALOGADO,
DAÑOS,CELAYA,2022,FEBRERO,23,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,28,DE LA ESPERANZA,LATERAL EJE JUAN PABLO,SIN VIOLENCIA
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2022,FEBRERO,15,PUNTA ARENA,CALLE PASEO DE LOS ÁLAMOS,
OTROS DELITOS,CELAYA,2022,FEBRERO,16,IMPRESIONISTAS,CALLE ANDRÉS QUINTANA ROO,
"ALLANAMIENTO DE MORADA, DE DOMICILIO DE PERSONAS JURIDICAS COLECTIVAS Y DE ESTABLECIMIENTOS ABIERTOS AL PUBLICO",CELAYA,2022,FEBRERO,16,VILLAS DEL BAJIO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2022,FEBRERO,22,VALLE DE GIRASOLES,PRIVADA HIEDRA,
OTROS DELITOS,CELAYA,2022,FEBRERO,22,VIÑAS DE LA HERRADURA,AVENIDA BALEARES,
DAÑOS,CELAYA,2022,FEBRERO,22,SAN MIGUEL,CALLE TIMOTEO TREJO,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,22,EJIDAL,CALLE EJIDO SAN CAYETANO,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,27,ALAMOS,CALLE JILGUERO,
FRAUDE,CELAYA,2022,FEBRERO,28,RESIDENCIAL CELAYA CENTRO,CALLE FRAY MANUEL NAVARRETE,
OTROS DELITOS,CELAYA,2022,FEBRERO,18,HIDALGO,CALLE ESPERANZA,
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,21,EMETERIA VALENCIA,CALLE LEONA VICARIO,
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,24,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,19,NO CATALOGADO,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,20,SEGUNDA FRACCION DE CRESPO,CARRETERA QUERÉTARO-IRAPUATO,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,20,VALLE DE LOS NARANJOS,AVENIDA LAS HUERTAS,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,16,JACARANDAS,CALLE CERRO DE LA VILLA,SIN VIOLENCIA
ABUSO DE CONFIANZA,CELAYA,2022,FEBRERO,17,LA CRUZ,CALLE JARDÍN PRINCIPAL,
OTROS DELITOS,CELAYA,2022,FEBRERO,18,LA AURORA,PRIVADA SEGUNDA LUIS CORTÁZAR,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,18,FOVISSSTE,CALLE ALVARADO TEZOZÓMOC,CON VIOLENCIA
OTROS DELITOS,CELAYA,2022,FEBRERO,21,CONSTIYUYENTES,CAMINO A JOFRE,
OTROS DELITOS,CELAYA,2022,FEBRERO,23,DE LOS SANTOS,CALLE TUXTLA GUTIÉRREZ,
OTROS DELITOS,CELAYA,2022,FEBRERO,25,EL DORADO,CALLE RAYÓN,
DAÑOS,CELAYA,2022,FEBRERO,19,DEL PARQUE,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2022,ENERO,3,FRACCIONAMIENTO PEDREGAL,OPALO,
OTROS DELITOS,CELAYA,2022,ENERO,2,RESIDENCIAL CELAYA,CALLE MUTUALISMO,
VIOLENCIA FAMILIAR,CELAYA,2022,ENERO,19,GUADALUPE,PRIVADA NICOLÁS BRAVO,
CONTRA LA SALUD,CELAYA,2022,ENERO,5,LOS ARENALES,NO CATALOGADO,
CONTRA LA SALUD,CELAYA,2022,ENERO,8,TABACHINES,CALLE FABALES,
ROBOS DIVERSOS,CELAYA,2022,ENERO,7,MEXICO,PRIVADA DE HIDALGO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2022,ENERO,4,ALAMOS,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,SIN VIOLENCIA
ABUSO DE CONFIANZA,CELAYA,2022,ENERO,5,OBRERO MUNDIAL,CALLE OBRERO MUNDIAL,
AMENAZAS,CELAYA,2022,ENERO,7,LOS ARENALES,CALLE ARENALES,
ROBOS DIVERSOS,CELAYA,2022,ENERO,7,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA
ABUSO DE CONFIANZA,CELAYA,2022,FEBRERO,24,SAN ANTONIO,PRIVADA LOS AZTECAS,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,16,YUSTIS,PRIVADA 19 DE MARZO,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,17,MONTE BLANCO,2A. DE SAN NICÓLAS DE PARRAS,SIN VIOLENCIA
OTROS DELITOS SEXUALES,CELAYA,2022,FEBRERO,18,NO CATALOGADO,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,23,SAN MIGUEL,BOULEVARD ADOLFO LÓPEZ MATEOS,
OTROS DELITOS,CELAYA,2022,FEBRERO,23,SANTA LUCIA DOS,CIRCUITO SAN PATRICIO SUR,
ABUSO DE CONFIANZA,CELAYA,2022,FEBRERO,28,ALAMEDA,CALLE NUEVO LEÓN,
OTROS DELITOS,CELAYA,2022,FEBRERO,17,VALLE DEL REAL,CALLE VÍCTOR JOSÉ LIZARDI,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,16,CANTARRANAS,AVENIDA SALVADOR ORTEGA,
CONTRA LA SALUD,CELAYA,2022,FEBRERO,16,YUSTIS,CALLE AGUSTÍN MELGAR,
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,17,NO CATALOGADO,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,21,SAN LUIS REY,PRIVADA MORELOS,
AMENAZAS,CELAYA,2022,FEBRERO,25,FOVISSSTE,CALLE FRANCISCO JAVIER ALEGRE,
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,25,RANCHO SECO,NO CATALOGADO,CON VIOLENCIA
CONTRA LA SALUD,CELAYA,2022,FEBRERO,25,LA RESURRECCION,CALLE JOSÉ MARÍA PINO SUÁREZ,
AMENAZAS,CELAYA,2022,FEBRERO,28,BENITO JUAREZ,GIDRADO MAGAÑA,
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,16,OBRERO MUNDIAL,CALLE JUANA M. JIMÉNEZ,
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,21,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
DESPOJO,CELAYA,2022,FEBRERO,19,LAS FLORES,AVENIDA PENSAMIENTO,
