delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion
ROBO A CASA HABITACIÓN,CELAYA,2023,ENERO,31,ALAMEDA CELAYA GUANAJUATO,GUILLERMO PRIETO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2023,ENERO,31,SAN ANTONIO CELAYA GUANAJUATO,SILVANO RAMOS,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,31,SANTA MARIA CELAYA GUANAJUATO,CALLE URIANGATO,
OTROS DELITOS,CELAYA,2023,ENERO,16,VILLAS DEL BAJIO II CELAYA GUANAJUATO,VILLA DE CARRANZA,
OTROS DELITOS,CELAYA,2023,ENERO,17,NO CATALOGADO,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2023,ENERO,4,PRIMERA FRACCIÓN DE CRESPO GUANAJUATO,CALLE JOSE BASCONCELOS,
DAÑOS,CELAYA,2023,ENERO,17,MONTE BLANCO CELAYA GUANAJUATO,EJIDO DEL MOLINO,
AMENAZAS,CELAYA,2023,ENERO,14,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2023,ENERO,27,LAS FLORES CELAYA GUANAJUATO,DE LA ROSA,
OTROS DELITOS,CELAYA,2023,ENERO,27,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
AMENAZAS,CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,27,LINDAVISTA CELAYA GUANAJUATO,FRESNO,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,27,COLONIA CENTRO CELAYA GUANAJUATO,TIMOTEO TREJO,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2023,ENERO,27,SAN JUANICO CELAYA GUANAJUATO,ANTRACITA,
OTROS DELITOS,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,
DAÑOS,CELAYA,2023,ENERO,31,GUANAJUATO,CARRETERA A SAN MIGUEL OCTOPAN,
VIOLACION,CELAYA,2023,ENERO,31,SAN MARTIN DE CAMARGO CELAYA GUANAJUATO,BENITO JUÁREZ,
OTROS DELITOS,CELAYA,2023,ENERO,14,CELAYA GUANAJUATO,CERRADA DE LAS GOLONDRINAS,
OTROS DELITOS,CELAYA,2023,ENERO,12,RINCONADA SAN MIGUEL CELAYA GUANAJUATO,RINCÓN DEL PASEO ORIENTE,
ROBOS DIVERSOS,CELAYA,2023,ENERO,13,GUANAJUATO,ALTAMIRANO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2023,ENERO,13,SANTA RITA CELAYA GUANAJUATO,AGUASCALIENTES,CON VIOLENCIA
OTROS DELITOS,CELAYA,2023,ENERO,13,SAN JUAN DE LA VEGA GUANAJUATO,SAN MIGUEL DE ALLENDE - CELAYA,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,12,SANTOS DEGOLLADO CELAYA GUANAJUATO,SOR JUANA INÉS DE LA CRUZ,
LESIONES DOLOSAS,CELAYA,2023,ENERO,14,CELAYA GUANAJUATO,CIRCUITO TLALPAN,
LESIONES DOLOSAS,CELAYA,2023,ENERO,14,RENACIMIENTO CELAYA GUANAJUATO,MURILLO,
DAÑOS,CELAYA,2023,ENERO,19,NO CATALOGADO,NO CATALOGADO,
DESPOJO,CELAYA,2023,ENERO,25,NO CATALOGADO,NO CATALOGADO,
ROBO A TRANSEUNTE,CELAYA,2023,ENERO,26,ZONA DE ORO DEL BAJIO CELAYA GUANAJUATO,MAGNESIO,CON VIOLENCIA
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,
AMENAZAS,CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,
DAÑOS,CELAYA,2023,ENERO,27,EMILIANO ZAPATA CELAYA GUANAJUATO,CALLE GILDARDO MAGAÑA,
CONTRA LA SALUD,CELAYA,2023,ENERO,27,CELAYA GUANAJUATO,PORTALES,
CONTRA LA SALUD,CELAYA,2023,ENERO,30,10 DE ABRIL CELAYA GUANAJUATO,EL PARAÍSO,
ROBOS DIVERSOS,CELAYA,2023,ENERO,25,GUANAJUATO,LÁZARO CÁRDENAS,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2023,ENERO,25,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,PONIENTE 2,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2023,ENERO,25,NO CATALOGADO,NO CATALOGADO,
AMENAZAS,CELAYA,2023,ENERO,24,FRACCIONAMIENTO DE LOS SANTOS CELAYA GUANAJUATO,SAN IGNACIO DE LOYOLA,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,25,NO CATALOGADO,NO CATALOGADO,
AMENAZAS,CELAYA,2023,ENERO,25,EMILIANO ZAPATA CELAYA GUANAJUATO,JESÚS NAVARRO,
OTROS DELITOS,CELAYA,2023,ENERO,25,LINDAVISTA CELAYA GUANAJUATO,MELCHOR OCAMPO,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,19,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2023,ENERO,16,COLONIA CENTRO CELAYA GUANAJUATO,CALLE ALVARO OBREGON,
DAÑOS,CELAYA,2023,ENERO,25,EMILIANO ZAPATA CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,
LESIONES DOLOSAS,CELAYA,2023,ENERO,16,SANTA TERESITA CELAYA GUANAJUATO,COLIBRÍ,
ROBO A TRANSEUNTE,CELAYA,2023,ENERO,17,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,13,CELAYA GUANAJUATO,CIRCUITO TLALPAN,
ROBOS DIVERSOS,CELAYA,2023,ENERO,31,ESTRADA GUANAJUATO,ALLENDE,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,31,SAN RAFAEL CELAYA GUANAJUATO,AVENIDA SAN RAFAEL,
OTROS DELITOS,CELAYA,2023,ENERO,27,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,25,SAN JUANICO CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,
ROBO A NEGOCIO,CELAYA,2023,ENERO,26,VALLE DEL REAL CELAYA GUANAJUATO,CARDENAL,CON VIOLENCIA
OTROS DELITOS,CELAYA,2023,ENERO,25,CELAYA GUANAJUATO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2023,ENERO,25,GUANAJUATO,PARQUE DEL CIMATARIO,
ROBOS DIVERSOS,CELAYA,2023,ENERO,25,GUANAJUATO,PASEO CANTERA,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2023,ENERO,22,SANTOS DEGOLLADO CELAYA GUANAJUATO,BOULEVARD FRIDA KAHLO,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,26,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2023,ENERO,26,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2023,ENERO,26,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2023,ENERO,25,TECNOLOGICO CELAYA GUANAJUATO,MATEMÁTICO,
ROBOS DIVERSOS,CELAYA,2023,ENERO,23,VILLA LOS ÁLAMOS CELAYA GUANAJUATO,CALLE BONAMPAK,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2023,ENERO,21,RESURRECCIÓN CELAYA GUANAJUATO,JOSÉ MARÍA PINO SUÁREZ,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2023,ENERO,16,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA
HOMICIDIO DOLOSO,CELAYA,2023,ENERO,16,CAPITALES DE EUROPA CELAYA GUANAJUATO,COMBATES DE CELAYA,
ROBOS DIVERSOS,CELAYA,2023,ENERO,17,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,25,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2023,ENERO,27,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,26,EL PEDREGAL CELAYA GUANAJUATO,CALLE SANTA CLARA,
ROBOS DIVERSOS,CELAYA,2023,ENERO,26,LA CRUZ CELAYA GUANAJUATO,LOS ANGELES,CON VIOLENCIA
ROBO A NEGOCIO,CELAYA,2023,ENERO,23,LOS OLIVOS CELAYA GUANAJUATO,PIPANCO,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2023,ENERO,22,3RA SECCIÓN DE LOS NARANJOS CELAYA GUANAJUATO,DEL MANANTIAL,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,23,NO CATALOGADO,NO CATALOGADO,
AMENAZAS,CELAYA,2023,ENERO,24,FOVISSSTE CELAYA GUANAJUATO,AVENIDA IGNACIO BORUNDA,
DAÑOS,CELAYA,2023,ENERO,22,3RA SECCIÓN DE LOS NARANJOS CELAYA GUANAJUATO,DEL MANANTIAL,
ROBO A NEGOCIO,CELAYA,2023,ENERO,24,LATINOAMERICANA CELAYA GUANAJUATO,AVENIDA MÉXICO,CON VIOLENCIA
AMENAZAS,CELAYA,2023,ENERO,18,SANTA MARIA CELAYA GUANAJUATO,AVENIDA LÁZARO CÁRDENAS DEL RÍO,
LESIONES DOLOSAS,CELAYA,2023,ENERO,18,SANTA MARIA CELAYA GUANAJUATO,AVENIDA LÁZARO CÁRDENAS DEL RÍO,
OTROS DELITOS,CELAYA,2023,ENERO,16,COLONIA CENTRO CELAYA GUANAJUATO,COLUNGA GUERRERO,
ROBOS DIVERSOS,CELAYA,2023,ENERO,17,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2023,ENERO,22,OJO SECO GUANAJUATO,HIDALGO,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,
DAÑOS,CELAYA,2023,ENERO,31,10 DE ABRIL CELAYA GUANAJUATO,SAN MIGUEL DE ALLENDE - CELAYA,
DAÑOS,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,
ROBO A NEGOCIO,CELAYA,2023,ENERO,31,LAS ARBOLEDAS CELAYA GUANAJUATO,MUTUALISMO,CON VIOLENCIA
EXTORSION,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,
AMENAZAS,CELAYA,2023,ENERO,23,BARRIO DEL ZAPOTE CELAYA GUANAJUATO,ACAPULCO,
ROBO A NEGOCIO,CELAYA,2023,ENERO,24,GALAXIAS DEL PARQUE CELAYA GUANAJUATO,ANDADOR CEFEO,CON VIOLENCIA
AMENAZAS,CELAYA,2023,ENERO,24,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2023,ENERO,23,RESIDENCIAL DEL PARQUE CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2023,ENERO,23,GIRASOLES CELAYA GUANAJUATO,LIMONERO,SIN VIOLENCIA
ROBO A NEGOCIO,CELAYA,2023,ENERO,13,NUEVO CELAYA CELAYA GUANAJUATO,CALLE JESÚS GÓMEZ DE LA CORTINA,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2023,ENERO,23,MICHINELAS GUANAJUATO,CALLE MORELOS,
DAÑOS,CELAYA,2023,ENERO,24,INDUSTRIAL CELAYA GUANAJUATO,AVENIDA INDUSTRIALES,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,27,PRIMERA FRACCIÓN DE CRESPO GUANAJUATO,CAMINO AL SALITRE,
LESIONES DOLOSAS,CELAYA,2023,ENERO,28,EL VERGEL CELAYA GUANAJUATO,SIN NOMBRE NÚMERO 380,
FRAUDE,CELAYA,2023,ENERO,26,CAMARGO CELAYA GUANAJUATO,PRESA ÁLVARO OBREGÓN,
ROBOS DIVERSOS,CELAYA,2023,ENERO,26,COLONIA DEL PARQUE CELAYA GUANAJUATO,PARQUE DEL TULIPÁN,SIN VIOLENCIA
AMENAZAS,CELAYA,2023,ENERO,30,RINCONADA SAN MIGUEL CELAYA GUANAJUATO,RINCÓN DEL MOLINO,
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,
DAÑOS,CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,
FRAUDE,CELAYA,2023,ENERO,31,RINCONADA ÁLAMOS CELAYA GUANAJUATO,CERRADA DEL TRINAR,
ROBOS DIVERSOS,CELAYA,2023,ENERO,31,CELAYA GUANAJUATO,GRULLA,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,24,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2023,ENERO,23,SAN JUANICO CELAYA GUANAJUATO,CALLE DIAMANTE,
DAÑOS,CELAYA,2023,ENERO,19,NO CATALOGADO,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2023,ENERO,24,TIERRA Y LIBERTAD CELAYA GUANAJUATO,TETECALA,
ROBO DE VEHÍCULO,CELAYA,2023,ENERO,23,SANTA MARIA CELAYA GUANAJUATO,SILAO,CON VIOLENCIA
