delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion
FRAUDE,CELAYA,2020,NOVIEMBRE,4,VALLE DE LOS NARANJOS,AVENIDA EL SAUZ,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,6,CAPITALES DE EUROPA,CALLE JAIME NUNÓ,
DAÑOS,CELAYA,2020,NOVIEMBRE,9,LAS HUERTAS,CALLE GENERAL MANUEL RINCÓN,
ROBO DE VEHÍCULO,CELAYA,2020,NOVIEMBRE,9,RINCONADA DEL BOSQUE,CALZADA DEL BOSQUE,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,9,MEXICO,CALLE LA VENTA,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,9,SAN LUIS REY,PRIVADA BAJA CALIFORNIA,
AMENAZAS,CELAYA,2020,NOVIEMBRE,24,LA HERRADURA,CALLE COL,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,24,ARBOLEDAS DE SAN RAFAEL,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,OCTUBRE,19,EL VERGEL,CALLE DIVISIÓN DEL NORTE,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,OCTUBRE,19,DE SANTO CRISTO,CALLE NICOLÁS BRAVO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2020,OCTUBRE,19,LA MACHUCA,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,OCTUBRE,16,PRIMERA FRACCION DE CRESPO,CALLE ÁLVARO OBREGÓN,SIN VIOLENCIA
ABUSO DE CONFIANZA,CELAYA,2020,OCTUBRE,16,ARCADA ALAMEDA,CALLE TENOCHTITLAN,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,4,LA AURORA,CALLE FELIPE ÁNGELES,CON VIOLENCIA
DAÑOS,CELAYA,2020,NOVIEMBRE,7,VALLE DE GIRASOLES,PRIVADA HIEDRA,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,6,NO CATALOGADO,NO CATALOGADO,
AMENAZAS,CELAYA,2020,NOVIEMBRE,6,SANTALUCIA TRES,CALLE PASEO DE GUANAJUATO,
DAÑOS,CELAYA,2020,NOVIEMBRE,7,ZONA DE ORO,CALLE ALBINO GARCÍA,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,7,SEGUNDA FRACCION DE CRESPO,CALLE PÍPILA,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,9,LAS FLORES,CALLE HELIOTROPO,
DAÑOS,CELAYA,2020,NOVIEMBRE,9,DE SANTIAGUITO,CALLE HERMENEGILDO GALEANA,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,9,LAS FLORES,CALLE HELIOTROPO,
FRAUDE,CELAYA,2020,NOVIEMBRE,9,LA FAVORITA,CALLE ÁNGEL USARIAGA VILLANUEVA,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,10,ALAMEDA,CALLE GUILLERMO PRIETO,SIN VIOLENCIA
AMENAZAS,CELAYA,2020,NOVIEMBRE,25,BENITO JUAREZ,CALLE PRESA IGNACIO ALLENDE,
FRAUDE,CELAYA,2020,NOVIEMBRE,26,CENTRAL DE ABASTOS,BOULEVARD CONSTITUYENTES,
DAÑOS,CELAYA,2020,NOVIEMBRE,24,PRIVADA RESIDENCIAL DE CORTAZAR,MEX 45,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,24,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA
FRAUDE,CELAYA,2020,NOVIEMBRE,30,LA CANTERA,LA CANTERA,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,27,EMILIANO ZAPATA,CALLE PABLO TORRES BURGOS,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,27,PRIMERA FRACCION DE CRESPO,CALLE ÁLVARO OBREGÓN,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,13,RESIDENCIAL LAS QUINTAS,CALLE SEVERO CASTILLO,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,13,DE LOS SANTOS,NO CATALOGADO,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,NOVIEMBRE,13,LAS DELICIAS,MEX 45,CON VIOLENCIA
AMENAZAS,CELAYA,2020,NOVIEMBRE,13,NAT THA HI,CALLE JESÚS NAVARRO,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,13,EL CANTAR,CALLE SI NOS DEJAN,
HOMICIDIO CULPOSO,CELAYA,2020,NOVIEMBRE,17,RANCHO SECO,AVENIDA LÁZARO CÁRDENAS DEL RÍO,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,17,JARDINES DEL CENTRO,PRIVADA JESÚS GONZÁLEZ ORTEGA,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,19,DEL BOSQUE,PRIVADA DE PATOL,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,17,RESIDENCIAL SANTA FE DE LOS NARANJOS,PRIVADA SANTA FE,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,18,ZONA DE ORO,CALLE ALBINO GARCÍA,
DAÑOS,CELAYA,2020,NOVIEMBRE,18,EL DORADO,BOULEVARD ADOLFO LÓPEZ MATEOS,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,3,RESIDENCIAL SANTIAGO,CALLE SEGUNDO ANILLO PONIENTE,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,1,LOS PINOS,AVENIDA JUAN JOSÉ TORRES LANDA,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,NOVIEMBRE,2,ROSA LINDA,CALLE CEREZOS,SIN VIOLENCIA
DAÑOS,CELAYA,2020,NOVIEMBRE,2,SEGUNDA FRACCION DE CRESPO,CALLE PÍPILA,
FRAUDE,CELAYA,2020,NOVIEMBRE,5,QUINTA BUGAMBILIAS,CALLE ORQUÍDEA,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,5,NAT THA HI,AVENIDA IRRIGACIÓN,CON VIOLENCIA
DAÑOS,CELAYA,2020,NOVIEMBRE,5,NAT THA HI,PRIVADA REVOLUCIÓN AGRARIA,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,5,DE SANTO CRISTO,PRIVADA QUINTA ARRIAGA,SIN VIOLENCIA
ROBO A CASA HABITACIÓN,CELAYA,2020,NOVIEMBRE,7,DEL SOL,CALLE HACIENDA DEL SOL,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,7,PARAISO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,5,LAS MARGARITAS,CALLE NOCHE BUENA,SIN VIOLENCIA
AMENAZAS,CELAYA,2020,NOVIEMBRE,9,NO CATALOGADO,EJE NORTE ORIENTE,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,10,RESIDENCIAL CELAYA,CALLE MUTUALISMO,CON VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,OCTUBRE,17,IMPRESIONISTAS,CALLE MANUEL DOBLADO,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,OCTUBRE,22,LOS FRESNOS,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,OCTUBRE,20,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,OCTUBRE,20,RINCONADA ARBOLEDAS,CALLE HENRRY DUNANT,
ROBOS DIVERSOS,CELAYA,2020,OCTUBRE,21,INDUSTRIAL,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,5,SANTA LUCIA DOS,AVENIDA 2 DE ABRIL,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,8,LOS OLIVOS SEGUNDA SECCION,CALLE BALEARES,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,5,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
DAÑOS,CELAYA,2020,NOVIEMBRE,6,EL DORADO,BOULEVARD ADOLFO LÓPEZ MATEOS,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,6,PASEO DEL CAMPESTRE,CALLE CEREZO,
ROBO DE VEHÍCULO,CELAYA,2020,NOVIEMBRE,6,ZONA CENTRO,NO CATALOGADO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,7,SANTA LUCIA DOS,AVENIDA CONSTITUYENTES,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,8,ALAMOS,AVENIDA CISNES,SIN VIOLENCIA
AMENAZAS,CELAYA,2020,NOVIEMBRE,6,DE SANTIAGUITO,CALLE HERMENEGILDO GALEANA,
ROBO DE VEHÍCULO,CELAYA,2020,NOVIEMBRE,24,NUEVA SANTA MARIA,PENSAMIENTO,CON VIOLENCIA
DAÑOS,CELAYA,2020,NOVIEMBRE,23,EJIDAL,CALLE EJIDO SAN NICOLÁS DE PARRA,
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,23,DEL BOSQUE,CALLE HUIZACHE,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,27,LA HERRADURA,CALLE COLONIA,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,11,EL VERGEL,CALLE DIVISIÓN DEL NORTE,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,12,LA LAJA,CALLE VENUSTIANO CARRANZA,
CONTRA LA SALUD,CELAYA,2020,NOVIEMBRE,12,LOS OLIVOS SEGUNDA SECCION,CIRCUITO MALLORCA,
AMENAZAS,CELAYA,2020,NOVIEMBRE,10,DEL VALLE,CALLE SANTOS DEGOLLADO,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,10,SAN ANDRES,CALLE MANUEL OROZCO Y BERRA,SIN VIOLENCIA
AMENAZAS,CELAYA,2020,NOVIEMBRE,13,DEL BOSQUE,CALLE MENTA,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,14,JARDINES DEL SUR,CALLE PASEO DE LOS ÁLAMOS,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,13,EL SAUZ,CARRETERA CELAYA-SALVATIERRA,
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,15,LOS OLIVOS SEGUNDA SECCION,CIRCUITO VALENCIA,
AMENAZAS,CELAYA,2020,NOVIEMBRE,15,DE LOS SANTOS,CALLE SAN BARTOLO,
ABUSO DE CONFIANZA,CELAYA,2020,NOVIEMBRE,15,GALAXIA DEL PARQUE,CALLE BALANZA,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,14,QUINTAS CAMPO REAL,NO CATALOGADO,SIN VIOLENCIA
FRAUDE,CELAYA,2020,NOVIEMBRE,18,EL DORADO,BOULEVARD ADOLFO LÓPEZ MATEOS,
AMENAZAS,CELAYA,2020,NOVIEMBRE,18,VILLAS DEL BAJIO V,PROLONGACIÓN AVENIDA DE LAS TORRES,
ROBO DE VEHÍCULO,CELAYA,2020,NOVIEMBRE,19,DEL ZAPOTE,CALLE MELITÓN BALDERAS,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,19,EMILIANO ZAPATA,CALLE LICENCIADO ANTONIO DÍAZ SOTO Y GAMA,
FRAUDE,CELAYA,2020,NOVIEMBRE,19,ZONA CENTRO,CALLE JOSÉ MARÍA MORELOS,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,2,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,3,LA HERRADURA,CALLE COLONIA,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,4,ZONA CENTRO,CALLE RÍO BRAVO,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,4,SANTA ANITA,CALLE VESTA,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,4,VILLAS DE LA HACIENDA,CALLE VILLA DE GUADALUPE,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,5,EL DORADO,CALLE GUADALUPE VICTORIA,
AMENAZAS,CELAYA,2020,NOVIEMBRE,5,NUEVA SANTA MARIA,PENSAMIENTO,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,5,LAS FUENTES,CALLE PONCIANO AGUILAR DE TREVI,SIN VIOLENCIA
DAÑOS,CELAYA,2020,NOVIEMBRE,6,EL DORADO,BOULEVARD ADOLFO LÓPEZ MATEOS,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,6,DE TIERRAS NEGRAS,PRIVADA VICENTE CORTEZ,CON VIOLENCIA
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,7,QUINTA ARBOLEDAS,CALLE JOSÉ ROSAS MORENO,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,10,INDUSTRIAL,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,
DAÑOS,CELAYA,2020,NOVIEMBRE,6,DE TIERRAS NEGRAS,CALLE MARIANO ABASOLO,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,6,GOBERNADORES,CALLE PABLO GONZÁLEZ MONTES NORTE,
ROBO DE VEHÍCULO,CELAYA,2020,NOVIEMBRE,6,SANTA ANITA,CALLE VESTA,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,OCTUBRE,21,PROGRESO DE SOLIDARIDAD 2,CALLE ROSA BLANCA,
FRAUDE,CELAYA,2020,OCTUBRE,21,SANTALUCIA TRES,CALLE CABALLO BLANCO,
OTROS DELITOS SEXUALES,CELAYA,2020,OCTUBRE,22,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,3,FLORESTA,CALLE RÍO CHURUBUSCO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,2,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,2,LA CONCEPCION,CALLE HERMANOS SERDÁN,
ROBO DE VEHÍCULO,CELAYA,2020,NOVIEMBRE,2,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,NOVIEMBRE,2,GOBERNADORES,CALLE JUAN ORTIZ CARREAGA,CON VIOLENCIA
"ALLANAMIENTO DE MORADA, DE DOMICILIO DE PERSONAS JURIDICAS COLECTIVAS Y DE ESTABLECIMIENTOS ABIERTOS AL PUBLICO",CELAYA,2020,NOVIEMBRE,3,VILLAS DE LA HACIENDA,CALLE SALVADOR ORTEGA,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,3,LA HERRADURA,CALLE COL,
DAÑOS,CELAYA,2020,NOVIEMBRE,3,SANTA LUCIA,CALLE DIVISIÓN DEL NORTE,
ROBO DE VEHÍCULO,CELAYA,2020,NOVIEMBRE,3,LOS LAURELES,AVENIDA EL SAUZ,SIN VIOLENCIA
DAÑOS,CELAYA,2020,NOVIEMBRE,5,LOS PINOS II,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,5,LOS PINOS II,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,3,RESIDENCIAL ARBOLEDAS,CALLE BOSQUE DE CHAPULTEPEC,SIN VIOLENCIA
CONTRA LA SALUD,CELAYA,2020,NOVIEMBRE,4,NUEVA SANTA MARIA,PENSAMIENTO,
CONTRA LA SALUD,CELAYA,2020,NOVIEMBRE,8,CONSTIYUYENTES,CAMINO A JOFRE,
DAÑOS,CELAYA,2020,NOVIEMBRE,1,LAS FLORES,CALLE HELIOTROPO,
DAÑOS,CELAYA,2020,NOVIEMBRE,10,NO CATALOGADO,NO CATALOGADO,
CONTRA LA SALUD,CELAYA,2020,NOVIEMBRE,26,ARBOLEDAS DE SAN RAFAEL,CALLE ERMITA,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,27,DEL VALLE,CALLE LEANDRO VALLE,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,29,NUEVA SANTA MARIA,PENSAMIENTO,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,13,LA LAJA,CALLE VENUSTIANO CARRANZA,SIN VIOLENCIA
DAÑOS,CELAYA,2020,NOVIEMBRE,13,HACIENDA NATURA,PARQUE CIMATARIO,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,13,EL DORADO,CALLE PLAZA ANTONIO PLAZA,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,14,DE LOS SANTOS,SAN IGNACIO DE LOYOLA,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,13,CIUDADELA,AVENIDA TECNOLÓGICO,
CONTRA LA SALUD,CELAYA,2020,NOVIEMBRE,13,LAS FLORES,CALLE HELIOTROPO,
DAÑOS,CELAYA,2020,NOVIEMBRE,13,LA FAVORITA,AVENIDA IRRIGACIÓN,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,17,LA HERRADURA,CALLE COLONIA,CON VIOLENCIA
DAÑOS,CELAYA,2020,NOVIEMBRE,17,CIUDADELA,AVENIDA TECNOLÓGICO,
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,17,CIUDADELA,AVENIDA TECNOLÓGICO,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,17,LAS DELICIAS,CALLE SAGITARIO,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,1,VILLA LOS ARCOS,NO CATALOGADO,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,2,VILLA LOS ARCOS,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,3,VIÑAS DE LA HERRADURA,CALLE JITOMATE,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,3,ALAMOS,CALLE CODORNIZ,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,3,ALAMEDA,CALLE GUADALUPE VICTORIA,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,3,TENERIA DEL SANTUARIO,CALLE IGNACIO ALLENDE,
DAÑOS,CELAYA,2020,NOVIEMBRE,3,ZONA CENTRO,CALLE 5 DE MAYO,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,3,LA MISION,PRIVADA MISIÓN DE SANTA MONICA,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,5,SAN MARTIN DE CAMARGO,CALLE ÁLVARO OBREGÓN,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,4,PROGRESO DE SOLIDARIDAD 2,NO CATALOGADO,CON VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,7,ZONA DE ORO,CALLE ALBINO GARCÍA,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,OCTUBRE,21,IMPERIAL,CALLE PEDRO INFANTE,
CONTRA LA SALUD,CELAYA,2020,NOVIEMBRE,18,PASEO DEL CAMPESTRE,MICAELA BEDOLLA,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,18,LOS OLIVOS SEGUNDA SECCION,CALLE BALEARES,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,18,PRIVADA RESIDENCIAL DE CORTAZAR,MEX 45,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,18,LINDAVISTA,CALLE JAZMÍN,SIN VIOLENCIA
FRAUDE,CELAYA,2020,NOVIEMBRE,17,SAN MARTIN DE CAMARGO,CALLE PONIENTE 6,
DAÑOS,CELAYA,2020,NOVIEMBRE,17,JARDINES DEL CENTRO,CALLE RAFAEL SUÁREZ PEREDA,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,2,DE SANTO CRISTO,AVENIDA PROFESOR FRANCISCO JUÁREZ,SIN VIOLENCIA
DAÑOS,CELAYA,2020,NOVIEMBRE,3,HACIENDA NATURA,PARQUE CIMATARIO,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,3,VALLE HERMOSO,CALLE CLAVEL,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,2,RESIDENCIAL KIIN,AVENIDA TIERRA Y LIBERTAD,CON VIOLENCIA
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2020,NOVIEMBRE,9,LAS FLORES,CALLE HELIOTROPO,
FRAUDE,CELAYA,2020,NOVIEMBRE,23,PEDRO MARIA ANAYA,CALLE CORONEL ELEUTERIO MÉNDEZ,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,23,MONTE BLANCO,CALLE EJIDO SAN FELIPE,
DAÑOS,CELAYA,2020,NOVIEMBRE,24,LOS ANGELES,CALLE BACHILLERES,
ROBO A CASA HABITACIÓN,CELAYA,2020,NOVIEMBRE,30,LA JOYA,AVENIDA EL SAUZ,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,27,CAMARGO,AVENIDA REVOLUCIÓN,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,11,SEGUNDA FRACCION DE CRESPO,NO CATALOGADO,CON VIOLENCIA
HOMICIDIO DOLOSO,CELAYA,2020,NOVIEMBRE,12,SAN RAFAEL,CALLE LAS PALMAS,
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,13,OBRERO MUNDIAL,BOULEVARD ADOLFO LÓPEZ MATEOS,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,14,EL DORADO,CALLE PLAZA ANTONIO PLAZA,
DAÑOS,CELAYA,2020,NOVIEMBRE,19,EXELARIS,NO CATALOGADO,
CONTRA LA SALUD,CELAYA,2020,NOVIEMBRE,17,LAS FLORES,CALLE HELIOTROPO,
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,15,CLAUSTROS DE ARBOLEDAS,CALLE CLAUSTRO DE SAN IGNACIO,
AMENAZAS,CELAYA,2020,NOVIEMBRE,15,SANTA ANITA 1,CALLE IGNACIO ALLENDE,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,16,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,3,LOS OLIVOS,NO CATALOGADO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,4,REAL DEL CAMPESTRE,CARRETERA A QUERÉTARO,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,4,ZONA CENTRO,CALLE 5 DE MAYO,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,3,PUERTA GRANDE RESIDENCIAL,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,2,DE SAN MARCOS,CALLE FRANCISCO MALDONADO,
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,2,VILLA LOS ARCOS,NO CATALOGADO,
AMENAZAS,CELAYA,2020,OCTUBRE,28,DE LA CRUZ,PRIVADA DE ZARAGOZA,
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,15,LA ESCONDIDA,CALLE ANTONIO GARCÍA CUBAS,
AMENAZAS,CELAYA,2020,NOVIEMBRE,10,SAN MARTIN,CALLE VILLA REAL,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,18,EMILIANO ZAPATA,CALLE CARLOS M. PERALTA,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,3,DE TIERRAS NEGRAS,CALLE DOCTOR EDUARDO LICEAGA,
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,5,LATINOAMERICANA,AVENIDA MÉXICO,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,7,PUERTA GRANDE RESIDENCIAL,CERRADA DE LA TRINIDAD,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,5,MORADAS DE SILVA,EJE NORTE ORIENTE,
DAÑOS,CELAYA,2020,NOVIEMBRE,6,MEDITERRANEO,BOULEVARD ADOLFO LÓPEZ MATEOS,
HOMICIDIO DOLOSO,CELAYA,2020,NOVIEMBRE,6,MADERAS RESIDENCIAL,CIRCUITO SAN RAFAÉL,
DAÑOS,CELAYA,2020,NOVIEMBRE,6,INDUSTRIAL,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,4,MONTE BLANCO,CALLE EJIDO BUENAVISTA,
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,9,NO CATALOGADO,PRIVADA DE LAURELES,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,9,NO CATALOGADO,PRIVADA DE LAURELES,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,9,SANTA LUCIA DOS,CERRADA DE PINO SUÁREZ,
ROBO A CASA HABITACIÓN,CELAYA,2020,NOVIEMBRE,10,VILLAS DE LA ESPERANZA,CALLE DEL PERDÓN,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,26,LAS FLORES,AVENIDA PENSAMIENTO,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,28,VALLE DEL REAL,RUISEÑOR,
CONTRA LA SALUD,CELAYA,2020,NOVIEMBRE,28,DE BENAVENTE,CALZADA DE LA COLONIA,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,29,LA JOYA,CALLE GENERAL MARIANO JIMÉNEZ,
OTROS DELITOS,CELAYA,2020,NOVIEMBRE,12,DE LA RESURRECCION,CALLE HIDALGO,
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,12,ALAMEDA,CALLE GUILLERMO PRIETO,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,10,PRESA BLANCA,CALLE FRANCISCO I. MADERO,
VIOLENCIA FAMILIAR,CELAYA,2020,NOVIEMBRE,10,SANTOS DEGOLLADO (EL BECERRO),PROLONGACIÓN EMILIANO ZAPATA,
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,11,RENACIMIENTO,CALLE BERNINI,
ROBO A NEGOCIO,CELAYA,2020,NOVIEMBRE,13,DE LA RESURRECCION,CALLE JOSÉ MARÍA RODRÍGUEZ,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,NOVIEMBRE,13,LAS INSURGENTES,CALLE MARÍA PONCIANA LIMA,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,NOVIEMBRE,16,LAS FLORES,CALLE HELIOTROPO,
CONTRA LA SALUD,CELAYA,2020,NOVIEMBRE,17,SAN JOSE DE GUANAJUATO,CALLE PINO SUÁREZ,
ROBO DE VEHÍCULO,CELAYA,2020,NOVIEMBRE,12,SAN ROMAN,CAMINO A SAN JOSÉ DE GUANAJUATO,CON VIOLENCIA
