delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion
ROBO A NEGOCIO,CELAYA,2020,JULIO,31,ZONA CENTRO,CALLE JOSÉ MARÍA MORELOS,SIN VIOLENCIA
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2020,JULIO,31,DEL ZAPOTE,CALLE ACAPULCO,
LESIONES DOLOSAS,CELAYA,2020,JULIO,31,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2020,JULIO,30,LA CEJITA,CARRETERA SALVATIERRA-CELAYA,
VIOLENCIA FAMILIAR,CELAYA,2020,JULIO,27,LA ESMERALDA,MARÍA MACEDONIA NIÑO,
ROBO DE VEHÍCULO,CELAYA,2020,JULIO,25,NUEVA SANTA MARIA,PENSAMIENTO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2020,JUNIO,22,LA HERRADURA,CALLE COL,
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,22,HACIENDA NATURA,CALLE PARQUE DEL CIMATARIO,
OTROS DELITOS,CELAYA,2020,JUNIO,27,LOS TRES PUENTES,CALLE 16 DE SEPTIEMBRE,
ROBO A NEGOCIO,CELAYA,2020,JUNIO,29,ZONA CENTRO,ANDADOR GUADALUPE VICTORIA,SIN VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,JUNIO,29,ZONA CENTRO,CALLE PEDRO FIGUEROA,CON VIOLENCIA
AMENAZAS,CELAYA,2020,JUNIO,22,LOS PINOS,AVENIDA JUAN JOSÉ TORRES LANDA,
AMENAZAS,CELAYA,2020,JUNIO,25,QUINTA LOS ARRAYANES,PRIVADA LÁZARO CÁRDENAS,
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,26,TENERIA DEL SANTUARIO,CALLE VILLA DE LOS ÁNGELES,
AMENAZAS,CELAYA,2020,JUNIO,26,ALAMEDA,CALLE RÍO BRAVO,
OTROS DELITOS,CELAYA,2020,JUNIO,23,LAS FLORES,AVENIDA PENSAMIENTO,
DAÑOS,CELAYA,2020,JUNIO,23,GIRASOLES,NO CATALOGADO,
OTROS DELITOS,CELAYA,2020,JUNIO,23,SAN ANTONIO,CALLE LICENCIADO JOSÉ AGUILAR Y MAYA,
AMENAZAS,CELAYA,2020,JUNIO,26,LAS MARGARITAS,CALLE NOCHE BUENA,
OTROS DELITOS,CELAYA,2020,JUNIO,23,LOS MANCERA,PRIVADA BENITO JUÁREZ,
DAÑOS,CELAYA,2020,JUNIO,23,TENERIA DEL SANTUARIO,CALLE IGNACIO ZARAGOZA,
AMENAZAS,CELAYA,2020,JUNIO,9,ALAMEDA,CALLE GUADALUPE VICTORIA,
ROBO A CASA HABITACIÓN,CELAYA,2020,JUNIO,8,LINDAVISTA,CALLE VIOLETA,SIN VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,JUNIO,9,LAS CASAS,AVENIDA EL SAUZ,SIN VIOLENCIA
DAÑOS,CELAYA,2020,ABRIL,6,VALLE HERMOSO,AVENIDA TECNOLÓGICO,
ROBO A NEGOCIO,CELAYA,2020,ABRIL,10,SAN ROMAN,CALLE BÚHO,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,ABRIL,10,CAMPO AZUL,CALLE CEREZA,
CONTRA LA SALUD,CELAYA,2020,ABRIL,10,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,ABRIL,8,LA LAJA,CALLE INDEPENDENCIA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,ABRIL,6,SANTA BARBARA,CALLE FRAY PEDRO DE LEÓN,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,ABRIL,6,PATRIA NUEVA,CALLE MOCANERO,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,ABRIL,10,NO CATALOGADO,CALLE JUAN B. CASTELAZO,
OTROS DELITOS,CELAYA,2020,JUNIO,12,SAN ANTONIO DE GALLARDO,PRIVADA JAZMÍN,
HOMICIDIO DOLOSO,CELAYA,2020,ABRIL,26,VIÑAS DE LA HERRADURA,BROCOLI,
OTROS DELITOS,CELAYA,2020,ABRIL,27,VIÑAS DE LA HERRADURA,ARICA,
ROBO DE VEHÍCULO,CELAYA,2020,ABRIL,25,LA ESCONDIDA,CALLE PRESA DEL INFIERNILLO,CON VIOLENCIA
ROBO A CASA HABITACIÓN,CELAYA,2020,ABRIL,27,JARDINES DE CELAYA 1 RA SECC,CALLE PASEO DE GUANAJUATO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2020,ABRIL,28,GRANJA LOS ARREGUIN (LAS GRANJAS),EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,
ROBO A NEGOCIO,CELAYA,2020,AGOSTO,4,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
AMENAZAS,CELAYA,2020,SEPTIEMBRE,4,IMPRESIONISTAS,CALLE ANDRÉS QUINTANA ROO,
LESIONES DOLOSAS,CELAYA,2020,SEPTIEMBRE,4,GIRASOLES,ANDADOR DE CAOBA,
OTROS DELITOS,CELAYA,2020,AGOSTO,4,TECNOLOGICO,CALLE ABOGADOS,
OTROS DELITOS,CELAYA,2020,AGOSTO,5,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,JULIO,31,RESIDENCIAL LAS QUINTAS,CALLE ANASTASIO BUSTAMANTE,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,JULIO,31,EL DORADO,BOULEVARD ADOLFO LÓPEZ MATEOS,
OTROS DELITOS,CELAYA,2020,JUNIO,20,SEGUNDA FRACCION DE CRESPO,CARRETERA IRAPUATO-QUERÉTARO,
OTROS DELITOS,CELAYA,2020,JULIO,27,REAL DE ARBOLEDAS,CALLE QUINTA JULIETAS,
ROBO DE VEHÍCULO,CELAYA,2020,JULIO,27,IMPRESIONISTAS,CALLE ANDRÉS QUINTANA ROO,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,22,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2020,JUNIO,22,LATINOAMERICANA,BOLIVAR,
DAÑOS,CELAYA,2020,JUNIO,19,CONSTIYUYENTES,CAMINO A JOFRE,
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,30,DEL ZAPOTE,16 DE SEPTIEMBRE,
ROBOS DIVERSOS,CELAYA,2020,JUNIO,30,LA AURORA,CALLE GALEANA,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,JUNIO,30,DE LA RESURRECCION,CALLE MIGUEL HIDALGO,
ROBO DE VEHÍCULO,CELAYA,2020,JUNIO,26,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,JUNIO,26,LA ESMERALDA,BOULEVARD CONSTITUYENTES,
OTROS DELITOS,CELAYA,2020,JUNIO,27,ZONA CENTRO,CALLE 5 DE MAYO,
AMENAZAS,CELAYA,2020,JUNIO,27,GALAXIA DEL PARQUE,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,JUNIO,24,NO CATALOGADO,CALLE SAN PEDRO,SIN VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,JUNIO,5,DE BENAVENTE,AVENIDA IRRIGACIÓN,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,JUNIO,23,EL DORADO,AVENIDA LICENCIADO BENITO JUÁREZ,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2020,JUNIO,23,RANCHO SECO,CALLE MORELOS,
ROBO A NEGOCIO,CELAYA,2020,JUNIO,9,EL DORADO,CALLE PLAZA ANTONIO PLAZA,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,JUNIO,5,EL DORADO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,JUNIO,5,LA HERRADURA,AUTOPISTA CELAYA-QUERÉTARO,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,5,PRADOS DEL NARANJAL,CALLE LIMA,
HOMICIDIO DOLOSO,CELAYA,2020,JUNIO,6,JARDINES DE CELAYA 2 DA SECC,CALLE PASEO DEL BAJÍO,
ROBO A CASA HABITACIÓN,CELAYA,2020,ABRIL,11,MADERAS RESIDENCIAL,NO CATALOGADO,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,ABRIL,12,GIRASOLES,AVENIDA 12 DE OCTUBRE,
ROBOS DIVERSOS,CELAYA,2020,ABRIL,12,MICHINELAS,CALLE MORELOS,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,ABRIL,3,REVOLUCION,CAMINO A JOFRE,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,ABRIL,12,VILLAS DEL ROMERAL,CALLE VILLA DE JUÁREZ,
ROBO A NEGOCIO,CELAYA,2020,ABRIL,8,LOS LAURELES,CALLE OYAMEL,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,12,QUINTA ARBOLEDAS,CALLE MOZART,
OTROS DELITOS,CELAYA,2020,JUNIO,12,SAN MIGUEL,CALLE MELCHOR OCAMPO,
LESIONES DOLOSAS,CELAYA,2020,JUNIO,13,EXELARIS,AVENIDA IRRIGACIÓN,
DAÑOS,CELAYA,2020,JUNIO,13,NAT THA HI,AVENIDA IRRIGACIÓN,
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,15,LOS PINOS,CALLE SAÚCO,
ROBO DE VEHÍCULO,CELAYA,2020,ABRIL,25,DE SANTO CRISTO,AVENIDA PROFESOR FRANCISCO JUÁREZ,SIN VIOLENCIA
HOMICIDIO DOLOSO,CELAYA,2020,ABRIL,29,RESIDENCIAL LAS QUINTAS,CALLE SEVERO CASTILLO,
VIOLENCIA FAMILIAR,CELAYA,2020,ABRIL,26,NUEVO CELAYA,CALLE LICENCIADO MANUEL OROZCO IRIGOYEN,
ROBO A CASA HABITACIÓN,CELAYA,2020,SEPTIEMBRE,3,LA HERRADURA,CALLE COL,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,SEPTIEMBRE,2,RANCHO SECO,PRIVADA MORELOS,SIN VIOLENCIA
DAÑOS,CELAYA,2020,AGOSTO,4,EMILIANO ZAPATA,AVENIDA TIERRA Y LIBERTAD,
ROBOS DIVERSOS,CELAYA,2020,JULIO,31,LA ESCONDIDA,CALLE PRESA NEZAHUALCÓYOTL,CON VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,JULIO,31,EXELARIS,AVENIDA IRRIGACIÓN,CON VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,JULIO,31,CENTRAL DE ABASTOS,CALLE DIVISIÓN DEL NORTE,CON VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,AGOSTO,5,NO CATALOGADO,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,AGOSTO,5,ALAMOS,CALLE GOLONDRINAS,
ROBOS DIVERSOS,CELAYA,2020,AGOSTO,5,INDUSTRIAL,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,JULIO,27,INDUSTRIAL,CIRCUITO DE LA CONSTRUCCIÓN,
AMENAZAS,CELAYA,2020,JULIO,27,PATRIA NUEVA,CALLE MARIANO MOCTEZUMA,
ROBOS DIVERSOS,CELAYA,2020,JULIO,27,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,JULIO,26,ZONA DE ORO,CALLE ALBINO GARCÍA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,JULIO,30,EMILIANO ZAPATA,CALLE SUR 2,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,JULIO,30,SAN ROMAN,CAMINO A SAN JOSÉ DE GUANAJUATO,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,JULIO,30,BENITO JUAREZ,CALLE EUFEMIO ZAPATA,
ROBO A NEGOCIO,CELAYA,2020,JUNIO,22,LOS LAURELES,AVENIDA EL SAUZ,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,JUNIO,21,ALAMEDA,CALLE GUILLERMO PRIETO,
"ALLANAMIENTO DE MORADA, DE DOMICILIO DE PERSONAS JURIDICAS COLECTIVAS Y DE ESTABLECIMIENTOS ABIERTOS AL PUBLICO",CELAYA,2020,JUNIO,21,ALAMOS,AVENIDA QUETZALLI,
ROBO DE VEHÍCULO,CELAYA,2020,JUNIO,25,LA AURORA,CALLE FELIPE ÁNGELES,SIN VIOLENCIA
ROBO A CASA HABITACIÓN,CELAYA,2020,JUNIO,26,LOS OLIVOS SEGUNDA SECCION,CALLE BALEARES,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,JUNIO,29,SAN LUIS REY,NO CATALOGADO,CON VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,JUNIO,25,LOS PORTONES,CALLE IGNACIO GUTIÉRREZ,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,JUNIO,25,DE SANTIAGUITO,CALLE HERMENEGILDO GALEANA,
OTROS DELITOS,CELAYA,2020,JUNIO,23,SANTA RITA,CALLE COLIMA,
AMENAZAS,CELAYA,2020,JUNIO,22,LINDAVISTA,CALLE ROSA,
AMENAZAS,CELAYA,2020,JUNIO,23,EL PUESTO,CALLE INSURGENTES,
ROBO DE VEHÍCULO,CELAYA,2020,JUNIO,23,JARDINES DE CELAYA 1 RA SECC,CALLE NOGAL,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2020,JUNIO,6,LA CRUZ,CALLE JARDÍN PRINCIPAL,
ROBO A NEGOCIO,CELAYA,2020,JUNIO,6,MEDITERRANEO,CALLE JOSÉ MARÍA MORELOS,CON VIOLENCIA
CONTRA LA SALUD,CELAYA,2020,JUNIO,7,NO CATALOGADO,CALLE IGNACIO ALLENDE,
AMENAZAS,CELAYA,2020,JUNIO,24,VILLAS DEL ROMERAL,VILLA CORSA,
LESIONES DOLOSAS,CELAYA,2020,ABRIL,3,CONSTIYUYENTES,CALLE EJIDO CERRO PRIETO,
ROBO A NEGOCIO,CELAYA,2020,ABRIL,9,RINCONADA ARBOLEDAS,CALLE MONTE TAURO,CON VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,ABRIL,9,LA AURORA,CALLE FELIPE ÁNGELES,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,ABRIL,7,EMILIANO ZAPATA,CALLE LICENCIADO ANTONIO DÍAZ SOTO Y GAMA,
ROBOS DIVERSOS,CELAYA,2020,ABRIL,7,MEXICO,AVENIDA TAJÍN,CON VIOLENCIA
AMENAZAS,CELAYA,2020,ABRIL,9,EMILIANO ZAPATA,CALLE CARLOS M. PERALTA,
ROBO A NEGOCIO,CELAYA,2020,ABRIL,10,LA JOYA,AVENIDA EL SAUZ,SIN VIOLENCIA
AMENAZAS,CELAYA,2020,ABRIL,10,CAMPO AZUL,CALLE CEREZA,
ROBO A NEGOCIO,CELAYA,2020,JUNIO,12,MORADAS DE SILVA,EJE NORTE ORIENTE,SIN VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,JUNIO,13,DE BENAVENTE,AVENIDA IRRIGACIÓN,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,JUNIO,13,VALLE DE LOS NARANJOS,AVENIDA EL SAUZ,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,JUNIO,14,EL DORADO,BOULEVARD ADOLFO LÓPEZ MATEOS,
AMENAZAS,CELAYA,2020,JUNIO,14,FRACCIONAMIENTO PEDREGAL,AVENIDA REAL DE LOS PINOS,
ROBOS DIVERSOS,CELAYA,2020,JUNIO,14,INDUSTRIAL,AVENIDA PONIENTE 4,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,SEPTIEMBRE,3,DE SANTO CRISTO,AVENIDA PROFESOR FRANCISCO JUÁREZ,CON VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,SEPTIEMBRE,1,EL SAUZ,PRIVADA MELECIOS,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,SEPTIEMBRE,2,JARDINES DE CELAYA 1 RA SECC,BOULEVARD ADOLFO LÓPEZ MATEOS,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,SEPTIEMBRE,2,LOS MANCERA,PRIVADA BENITO JUÁREZ,
OTROS DELITOS,CELAYA,2020,SEPTIEMBRE,2,EL DORADO,AVENIDA LICENCIADO BENITO JUÁREZ,
ROBO DE VEHÍCULO,CELAYA,2020,SEPTIEMBRE,4,DEL VALLE,CAMPO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,AGOSTO,4,EL SAUZ,CALLE BENITO JUÁREZ,
VIOLENCIA FAMILIAR,CELAYA,2020,AGOSTO,4,REAL DE ARBOLEDAS,CIRCULO DEL MAQUÉZ,
ROBO A NEGOCIO,CELAYA,2020,JULIO,31,LOS LAURELES,AVENIDA EL SAUZ,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2020,JULIO,31,LA ESCONDIDA,CALLE CONTADORES,
ROBO A NEGOCIO,CELAYA,2020,JULIO,26,IMPRESIONISTAS,CALLE ANDRÉS QUINTANA ROO,CON VIOLENCIA
AMENAZAS,CELAYA,2020,JULIO,26,3RA SECC DE LOS NARANJOS,CALLE DEL MANANTIAL,
OTROS DELITOS,CELAYA,2020,JULIO,27,LOS OLIVOS SEGUNDA SECCION,CALLE BALEARES,
LESIONES DOLOSAS,CELAYA,2020,JULIO,27,PATRIA NUEVA,CALLE MARIANO MOCTEZUMA,
ROBOS DIVERSOS,CELAYA,2020,JUNIO,20,TIERRA Y LIBERTAD,CALLE MANUEL OROZCO Y BERRA,CON VIOLENCIA
AMENAZAS,CELAYA,2020,JUNIO,29,VILLA LOS ARCOS,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,JUNIO,29,ZONA CENTRO,CALLE MARÍA DOLORES AVELLANAL,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,30,DE BENAVENTE,CALZADA DE LA COLONIA,
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,19,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2020,JUNIO,20,LA HERRADURA,AUTOPISTA CELAYA-QUERÉTARO,
ROBOS DIVERSOS,CELAYA,2020,JUNIO,26,DEL BOSQUE,CALLE GRANJENO,SIN VIOLENCIA
CONTRA LA SALUD,CELAYA,2020,JUNIO,26,LA ESMERALDA,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,JUNIO,27,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,25,LA CALESA,AVENIDA VALLE DE LOS NARANJOS,
OTROS DELITOS,CELAYA,2020,JUNIO,26,SAN JUANICO,CALLE TURMALINA,
DAÑOS,CELAYA,2020,JUNIO,26,LA RESURRECCION,CALLE MARIANO ESCOBEDO,
OTROS DELITOS SEXUALES,CELAYA,2020,JUNIO,23,LOS OLIVOS,AVENIDA PASEO DE LOS OLIVOS,
HOMICIDIO DOLOSO,CELAYA,2020,JUNIO,23,EJIDAL,CALLE EJIDO SAN NICOLÁS DE PARRA,
ROBOS DIVERSOS,CELAYA,2020,ABRIL,5,LA CANTERA,LA CANTERA RETORNO,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,ABRIL,5,ALAMEDA,CALLE GUADALUPE VICTORIA,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,ABRIL,10,LA CRUZ,CALLE JARDÍN PRINCIPAL,
OTROS DELITOS,CELAYA,2020,ABRIL,2,LOS PINOS II,CALLE ALCAPARRA,
OTROS DELITOS,CELAYA,2020,ABRIL,10,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,ABRIL,11,CIUDADELA,NO CATALOGADO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2020,JUNIO,12,LOS PINOS,ANDADOR EL SAÚCO,
ROBO DE VEHÍCULO,CELAYA,2020,JUNIO,12,LA JOYITA,CARRETERA CELAYA-SALVATIERRA,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,JUNIO,12,SAN FRANCISCO,AVENIDA PASEO DEL SOL,CON VIOLENCIA
HOMICIDIO DOLOSO,CELAYA,2020,SEPTIEMBRE,1,LOS PINOS,AVENIDA JUAN JOSÉ TORRES LANDA,
ROBO A NEGOCIO,CELAYA,2020,SEPTIEMBRE,1,NO CATALOGADO,AVENIDA 12 DE OCTUBRE,CON VIOLENCIA
CONTRA LA SALUD,CELAYA,2020,SEPTIEMBRE,2,LA MISION,CALLE MISIÓN DE SAN JOSÉ,
OTROS DELITOS,CELAYA,2020,SEPTIEMBRE,2,ALAMEDA,CALLE GUADALUPE VICTORIA,
DAÑOS,CELAYA,2020,SEPTIEMBRE,3,RENACIMIENTO,CALLE BERNINI,
VIOLENCIA FAMILIAR,CELAYA,2020,SEPTIEMBRE,1,REAL DEL SUR,CALLE NARANJO,
OTROS DELITOS SEXUALES,CELAYA,2020,SEPTIEMBRE,1,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2020,AGOSTO,4,LAS CASAS,AVENIDA EL SAUZ,CON VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,AGOSTO,4,MAGISTERIAL,NO CATALOGADO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,SEPTIEMBRE,3,EL DORADO,CALLE IGNACIO LÓPEZ,
DAÑOS,CELAYA,2020,AGOSTO,5,SAN MIGUEL,BOULEVARD ADOLFO LÓPEZ MATEOS,
ROBO A CASA HABITACIÓN,CELAYA,2020,AGOSTO,5,CIUDADELA,CALLE BENITO JUÁREZ,SIN VIOLENCIA
AMENAZAS,CELAYA,2020,AGOSTO,5,LAS FLORES,CALLE HELIOTROPO,
AMENAZAS,CELAYA,2020,AGOSTO,5,VALLE DE LOS NARANJOS,CALLE DE LOS VALLES,
ROBOS DIVERSOS,CELAYA,2020,JULIO,31,SAN ANTONIO,CALLE FRESNO,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,JUNIO,22,LAS FLORES,CALLE HELIOTROPO,
ROBO DE VEHÍCULO,CELAYA,2020,JULIO,25,ALAMOS,AVENIDA QUETZALLI,CON VIOLENCIA
ROBO A NEGOCIO,CELAYA,2020,JULIO,26,GIRASOLES,AVENIDA 12 DE OCTUBRE,CON VIOLENCIA
HOMICIDIO CULPOSO,CELAYA,2020,JUNIO,21,LA SUIZA,CALLE MUTUALISMO,
ROBO DE VEHÍCULO,CELAYA,2020,JUNIO,21,PATRIA NUEVA,CALLE PLAN SEXENAL,CON VIOLENCIA
DAÑOS,CELAYA,2020,JUNIO,30,QUINTA ARBOLEDAS,EJIDO DE PUESTO,
ROBO A CASA HABITACIÓN,CELAYA,2020,JUNIO,30,VILLAS DE ELGUERA,CALLE VILLA DE PIRUL,CON VIOLENCIA
AMENAZAS,CELAYA,2020,JUNIO,29,LA CANTERA,LA CANTERA RETORNO,
AMENAZAS,CELAYA,2020,JUNIO,25,IMPRESIONISTAS,CALLE ANDRÉS QUINTANA ROO,
ROBOS DIVERSOS,CELAYA,2020,JUNIO,25,VILLAS DEL ROMERAL,CALLE VILLA DE GUADALUPE,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,JUNIO,26,EL CARMEN,PROLONGACIÓN ALLENDE,
LESIONES DOLOSAS,CELAYA,2020,ABRIL,22,ALAMEDA,CALLE GUADALUPE VICTORIA,
DAÑOS,CELAYA,2020,ABRIL,22,DEL BOSQUE,CALLE TAMARINDO,
DAÑOS,CELAYA,2020,ABRIL,21,LA HERRADURA,CALLE COL,
VIOLENCIA FAMILIAR,CELAYA,2020,ABRIL,21,NO CATALOGADO,NO CATALOGADO,
CONTRA LA SALUD,CELAYA,2020,ABRIL,19,ARBOLEDAS DE SAN RAFAEL,CIRCULO TLALPAN,
ROBOS DIVERSOS,CELAYA,2020,ABRIL,19,MONTE BLANCO,CALLE EJIDO DEL PUENTE,SIN VIOLENCIA
DAÑOS,CELAYA,2020,ABRIL,19,MEDITERRANEO,AVENIDA 2 DE ABRIL,
ROBO DE VEHÍCULO,CELAYA,2020,ABRIL,4,DE LA RESURRECCION,CALLE FELIPE ÁNGELES,CON VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2020,ABRIL,4,EL VERGEL,CALLE DOCTOR JOSÉ MARÍA LUIS MORA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,ABRIL,12,DE LOS SANTOS,NO CATALOGADO,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2020,ABRIL,8,LA AURORA,CALLE GALEANA,
ROBO DE VEHÍCULO,CELAYA,2020,JUNIO,13,BOSQUES DEL SOL,PASEO DE LA LLUVIA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,JUNIO,8,VIÑAS DE LA HERRADURA,CALLE ACELGA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,JUNIO,8,LA FAVORITA,AVENIDA IRRIGACIÓN,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2020,JUNIO,8,LOS OLIVOS,AVENIDA PASEO DE LOS OLIVOS,CON VIOLENCIA
OTROS DELITOS,CELAYA,2020,JUNIO,9,TENERIA DEL SANTUARIO,CALLE INDEPENDENCIA,
DAÑOS,CELAYA,2020,JUNIO,9,RIBERAS DEL CAMPESTRE,CALLE RIBERA DEL CAMPESTRE,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2020,JUNIO,9,RINCONADA LOS ALAMOS,CERRADA DE LA PARVADA,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2020,JUNIO,9,SANTA JULIA,NO CATALOGADO,
ROBO A NEGOCIO,CELAYA,2020,JUNIO,8,LA JOYA,AVENIDA EL SAUZ,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,8,DEL BOSQUE,CALLE ÁRBOL DEL TULE,
OTROS DELITOS,CELAYA,2020,SEPTIEMBRE,1,LA CONCEPCION,CALLE HERMANOS SERDÁN,
VIOLENCIA FAMILIAR,CELAYA,2020,SEPTIEMBRE,2,LOS NARANJOS,CALLE PASEO DE LOS NARANJOS,
AMENAZAS,CELAYA,2020,SEPTIEMBRE,4,DEL BOSQUE,CALLE TAMARINDO,
OTROS DELITOS SEXUALES,CELAYA,2020,SEPTIEMBRE,5,NO CATALOGADO,NO CATALOGADO,
CONTRA LA SALUD,CELAYA,2020,SEPTIEMBRE,2,LAS FLORES,CALLE HELIOTROPO,
VIOLENCIA FAMILIAR,CELAYA,2020,JULIO,31,EL DORADO,BOULEVARD ADOLFO LÓPEZ MATEOS,
OTROS DELITOS,CELAYA,2020,JULIO,31,SANTA LUCIA DOS,AVENIDA 2 DE ABRIL,
OTROS DELITOS,CELAYA,2020,JULIO,31,SAN JOSE DE LA PRESA,CALLE FRANCISCO I. MADERO,
AMENAZAS,CELAYA,2020,JUNIO,19,NAT THA HI,AVENIDA IRRIGACIÓN,
VIOLENCIA FAMILIAR,CELAYA,2020,JUNIO,20,EMILIANO ZAPATA,CALLE CARLOS M. PERALTA,
DAÑOS,CELAYA,2020,JULIO,27,SAN ROMAN,CAMINO A SAN JOSÉ DE GUANAJUATO,
OTROS DELITOS,CELAYA,2020,JUNIO,20,MONTE BLANCO,CALLE EJIDO DE GALVANES,
