delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion,longitud,latitud
LESIONES DOLOSAS,CELAYA,2020,FEBRERO,4,VALLE DEL REAL,CALLE VÍCTOR JOSÉ LIZARDI,,-100.8466895,20.5264665
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,23,ZONA DE ORO,CALLE ALBINO GARCÍA,SIN VIOLENCIA,-100.8354272,20.5261868
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,1,RENACIMIENTO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA,-100.8344175,20.519066
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,23,LOS PINOS,ANDADOR EL SAÚCO,CON VIOLENCIA,-100.842947,20.5414127
HOMICIDIO DOLOSO,CELAYA,2020,FEBRERO,22,LA RESURRECCION,CALLE MARIANO ESCOBEDO,,-100.8152003,20.5168041
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,22,DE SANTIAGUITO,CALLE HERMENEGILDO GALEANA,CON VIOLENCIA,-100.8203922,20.5264936
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,23,ZONA CENTRO,CALLE FRANCISCO EDUARDO TRES GUERRAS,SIN VIOLENCIA,-100.776057,20.5114988
HOMICIDIO DOLOSO,CELAYA,2020,FEBRERO,20,LA LAJA,CALLE VENUSTIANO CARRANZA,,-100.7624597,20.5293927
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,20,LOPEZ PORTILLO,CALLE GENERAL MANUEL PALAFOX,SIN VIOLENCIA,-100.8052661,20.5354846
HOMICIDIO DOLOSO,CELAYA,2020,FEBRERO,21,SAN LUIS REY,PRIVADA SONORA,,-100.7871213,20.5705025
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,4,CENTRAL DE ABASTOS,CALLE PASEO DE CELAYA,CON VIOLENCIA,-100.7956295,20.5154415
DAÑOS,CELAYA,2020,FEBRERO,4,SAN JUANICO,CALLE MINA DE SAN BERNABÉ,,-100.8405044,20.5377045
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,4,EL DORADO,CALLE PLAZA ANTONIO PLAZA,SIN VIOLENCIA,-100.8081383,20.5120376
ROBO A CASA HABITACIÓN,CELAYA,2020,FEBRERO,4,LOS PINOS,AVENIDA JUAN JOSÉ TORRES LANDA,SIN VIOLENCIA,-100.8424641,20.5403898
OTROS DELITOS,CELAYA,2020,FEBRERO,3,CONSTIYUYENTES,CAMINO A JOFRE,,-100.8174196,20.5101797
OTROS DELITOS,CELAYA,2020,FEBRERO,4,RINCONADA ARBOLEDAS,CALLE MONTE ETNA,,-100.8377899,20.5146432
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,6,HACIENDA DEL BOSQUE,BOULEVARD FRIDA KAHLO,CON VIOLENCIA,-100.8561889,20.554254
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,6,QUINTA ARBOLEDAS,CALLE PASEO DE SAN NICOLÁS DE PARRA,CON VIOLENCIA,-100.8251803,20.5117957
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,3,LA ESMERALDA,NO CATALOGADO,SIN VIOLENCIA,-100.8179886,20.5110009
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,3,REAL DEL CAMPESTRE,CARRETERA A QUERÉTARO,CON VIOLENCIA,-100.7866138,20.517013
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,3,EXELARIS,AVENIDA IRRIGACIÓN,SIN VIOLENCIA,-100.8128789,20.5365689
AMENAZAS,CELAYA,2020,FEBRERO,3,SAN FRANCISCO,AVENIDA PASEO DEL SOL,,-100.8059989,20.5044375
CONTRA LA SALUD,CELAYA,2020,FEBRERO,21,CAMARGO,NO CATALOGADO,,-100.800534,20.5585932
OTROS DELITOS,CELAYA,2020,FEBRERO,21,INDUSTRIAL,CIRCUITO TEXTIL,,-100.8052583,20.5478867
OTROS DELITOS,CELAYA,2020,FEBRERO,22,EL DORADO,CALLE PLAZA ANTONIO PLAZA,,-100.8081383,20.5120376
LESIONES DOLOSAS,CELAYA,2020,FEBRERO,25,RENACIMIENTO,PROLONGACIÓN MIGUEL HIDALGO,,-100.8346745,20.5207954
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,20,EMILIANO ZAPATA,CALLE SUR 2,CON VIOLENCIA,-100.7996698,20.5504923
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,17,ZONA INDUSTRIAL,LATERAL CELAYA - VILLAGRAN,CON VIOLENCIA,-100.8490408,20.5198333
CONTRA LA SALUD,CELAYA,2020,FEBRERO,12,SAN JUANICO,AVENIDA BRILLANTE,,-100.8397923,20.538331
OTROS DELITOS,CELAYA,2020,FEBRERO,13,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,13,ALAMEDA,CALLE IGNACIO MANUEL ALTAMIRANO,SIN VIOLENCIA,-100.8087374,20.5270078
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,13,NAT THA HI,AVENIDA IRRIGACIÓN,CON VIOLENCIA,-100.7969321,20.536649
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,12,GUANAJUATO,CALLE SEIZO FURUYA,SIN VIOLENCIA,-100.810048,20.5460781
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,12,NUEVA SANTA MARIA,PENSAMIENTO,SIN VIOLENCIA,-100.8208099,20.5005327
OTROS DELITOS,CELAYA,2020,FEBRERO,8,LA AURORA,CALLE JAIME NUNÓ,,-100.8111586,20.5148661
OTROS DELITOS,CELAYA,2020,FEBRERO,8,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2020,FEBRERO,9,PEDRO MARIA ANAYA,CALLE GENERAL CIRIACO VÁZQUEZ,,-100.8783596,20.5262243
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,9,ZONA CENTRO,CALZADA INDEPENDENCIA,SIN VIOLENCIA,-100.8123595,20.5221463
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,9,DEL VALLE,CALLE LEANDRO VALLE,SIN VIOLENCIA,-100.8204993,20.5302463
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,5,ALAMOS,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,SIN VIOLENCIA,-100.8319831,20.5540478
ROBO A CASA HABITACIÓN,CELAYA,2020,FEBRERO,5,PALMA REAL,CIRCULO PALMA RÉAL,SIN VIOLENCIA,-100.7757479,20.5229299
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,5,LAS INSURGENTES,CALLE LA CANO,CON VIOLENCIA,-100.7917085,20.5201114
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,4,SAN MARTIN DE CAMARGO,AUTOPISTA CELAYA-QUERÉTARO,CON VIOLENCIA,-100.7740599,20.55292
OTROS DELITOS,CELAYA,2020,FEBRERO,4,LAS FLORES,CALLE HELIOTROPO,,-100.815822,20.5027258
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,4,LAS FLORES,CALLE HELIOTROPO,SIN VIOLENCIA,-100.815822,20.5027258
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,4,GIRASOLES,AVENIDA 12 DE OCTUBRE,CON VIOLENCIA,-100.8368086,20.5278187
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,1,VILLAS DEL BAJIO,AVENIDA REAL DE LOS CEREZOS,CON VIOLENCIA,-100.867419,20.5551504
AMENAZAS,CELAYA,2020,FEBRERO,1,LAS INSURGENTES,CALLE LUCÍA GARCÍA,,-100.794978,20.5215332
OTROS DELITOS,CELAYA,2020,FEBRERO,4,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2020,FEBRERO,4,VILLAS DEL BAJIO III,CALLE VILLA DE ALEJO,,-100.8619755,20.5604631
ROBO A CASA HABITACIÓN,CELAYA,2020,FEBRERO,23,MONTE BLANCO,PRIVADA EJIDO DE SANTA TERESA,SIN VIOLENCIA,-100.8296155,20.5089945
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,23,LOS OLIVOS,NO CATALOGADO,CON VIOLENCIA,-100.7703926,20.5466958
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,23,DE BENAVENTE,CALZADA DE LA COLONIA,CON VIOLENCIA,-100.7938956,20.5354179
LESIONES DOLOSAS,CELAYA,2020,FEBRERO,24,LA SUIZA,CALLE MUTUALISMO,,-100.8234877,20.5173252
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,22,LOS OLIVOS SEGUNDA SECCION,CALLE BALEARES,CON VIOLENCIA,-100.7718166,20.5518247
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,23,DE SANTO CRISTO,AVENIDA PROFESOR FRANCISCO JUÁREZ,SIN VIOLENCIA,-100.8259033,20.5212383
OTROS DELITOS,CELAYA,2020,FEBRERO,6,LAGOS,PRIVADA LAGUNA VERDE,,-100.8341559,20.5105535
AMENAZAS,CELAYA,2020,FEBRERO,6,DE TIERRAS NEGRAS,PRIVADA VICENTE CORTEZ,,-100.826232,20.5272916
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,6,EJIDAL,CALLE EJIDO SAN NICOLÁS DE PARRA,CON VIOLENCIA,-100.8304293,20.5091132
LESIONES DOLOSAS,CELAYA,2020,FEBRERO,2,EMILIANO ZAPATA,CALLE GRACIANO SÁNCHEZ,,-100.7993846,20.5398929
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,4,EL DORADO,CALLE PLAZA ANTONIO PLAZA,CON VIOLENCIA,-100.8081383,20.5120376
HOMICIDIO CULPOSO,CELAYA,2020,FEBRERO,3,EMILIANO ZAPATA,CALLE SUR 2,,-100.7996698,20.5504923
OTROS DELITOS,CELAYA,2020,FEBRERO,21,LOS FRESNOS,NO CATALOGADO,,-97.4763733,26.0717438
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,21,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,21,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,21,ALAMEDA,CALLE AGUSTÍN ARROYO CHAGOYÁN CHICO,SIN VIOLENCIA,-100.8056794,20.5281897
LESIONES DOLOSAS,CELAYA,2020,FEBRERO,18,SIENA,CALLE CEBADA,,-100.8112885,20.5279612
HOMICIDIO DOLOSO,CELAYA,2020,FEBRERO,14,ROSA LINDA,CALLE EL GRECO,,-100.8330546,20.5178437
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,14,LA HERRADURA,AUTOPISTA CELAYA-QUERÉTARO,CON VIOLENCIA,-100.7784915,20.5533593
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,12,SAN ANGEL,NO CATALOGADO,CON VIOLENCIA,-100.8019868,20.5091283
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,12,ZONA DE ORO,CALLE ALBINO GARCÍA,CON VIOLENCIA,-100.8354272,20.5261868
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,13,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,12,DE DON GU,NO CATALOGADO,CON VIOLENCIA,-100.8486743,20.5572208
OTROS DELITOS,CELAYA,2020,FEBRERO,8,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,9,LA JOYA,AVENIDA EL SAUZ,SIN VIOLENCIA,-100.8452062,20.5485884
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,8,VALLE DEL REAL,RUISEÑOR,SIN VIOLENCIA,-100.8475701,20.5304193
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,8,EJIDAL,CALLE EJIDOS LOS AGUIRRE,CON VIOLENCIA,-100.8242688,20.5076311
LESIONES DOLOSAS,CELAYA,2020,FEBRERO,7,SAN FRANCISCO,AVENIDA PASEO DEL SOL,,-100.8059989,20.5044375
LESIONES DOLOSAS,CELAYA,2020,FEBRERO,4,NO CATALOGADO,CALLE JUAN B. CASTELAZO,,-100.8468195,20.5245381
OTROS DELITOS SEXUALES,CELAYA,2020,FEBRERO,4,PUERTA GRANDE RESIDENCIAL,CERRADA DE LA TRINIDAD,,-100.8398557,20.5256651
OTROS DELITOS,CELAYA,2020,FEBRERO,5,ZONA INDUSTRIAL,NO CATALOGADO,,-100.8493799,20.5211579
OTROS DELITOS,CELAYA,2020,FEBRERO,1,VILLAS REALES,CALLE COLIBRÍ,,-100.7932827,20.5333868
DAÑOS,CELAYA,2020,FEBRERO,1,DE LOS SANTOS,NO CATALOGADO,,-100.791896,20.5501288
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,1,ZONA CENTRO,NO CATALOGADO,CON VIOLENCIA,-100.8155201,20.5203446
HOMICIDIO DOLOSO,CELAYA,2020,FEBRERO,22,ZONA CENTRO,NO CATALOGADO,,-100.8155201,20.5203446
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,22,ZONA DE ORO,CALLE EDUARDO VARGAS,CON VIOLENCIA,-100.8346623,20.5265758
DAÑOS,CELAYA,2020,FEBRERO,24,ARBOLEDAS DE SAN RAFAEL,NO CATALOGADO,,-100.8379921,20.5037426
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,7,VIÑAS DE LA HERRADURA,CALLE PEPINO,CON VIOLENCIA,-100.7813602,20.5516649
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,7,CANTARRANAS,AVENIDA SALVADOR ORTEGA,SIN VIOLENCIA,-100.8513924,20.5568492
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,4,IMPRESIONISTAS,CALLE MANUEL DOBLADO,CON VIOLENCIA,-100.8235032,20.5232447
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,3,ZONA DE ORO,CALLE ALBINO GARCÍA,SIN VIOLENCIA,-100.8354272,20.5261868
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,6,TIERRA BLANCA,PRIVADA JUAN TORRES TIRADO,SIN VIOLENCIA,-100.8152534,20.5079325
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,6,VILLA DE LOS REYES,CALLE FRANCISCO I. MADERO,SIN VIOLENCIA,-100.8529611,20.5452645
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,2,LOS PINOS,AVENIDA CASUARINAS,SIN VIOLENCIA,-100.8405685,20.5410209
ROBOS DIVERSOS,CELAYA,2020,FEBRERO,2,LA ESCONDIDA,AVENIDA PRESA ÁLVARO OBREGON,CON VIOLENCIA,-100.803785,20.5495081
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,3,LOS LAURELES,AVENIDA EL SAUZ,CON VIOLENCIA,-100.8297499,20.5358436
ROBO A NEGOCIO,CELAYA,2020,FEBRERO,4,LOS LAURELES,AVENIDA EL SAUZ,CON VIOLENCIA,-100.8297499,20.5358436
OTROS DELITOS,CELAYA,2020,FEBRERO,22,ALAMEDA,CALLE AGUSTÍN ARROYO CHAGOYÁN CHICO,,-100.8056794,20.5281897
DAÑOS,CELAYA,2020,FEBRERO,24,GUADALUPE,CALLE MANUEL ACUÑA,,-100.8313203,20.5580785
OTROS DELITOS,CELAYA,2020,FEBRERO,19,EMILIANO ZAPATA,CALLE ALFONSO MIRANDA,,-100.7942054,20.5438678
ROBO DE VEHÍCULO,CELAYA,2020,FEBRERO,19,LA SUIZA,CALLE MUTUALISMO,SIN VIOLENCIA,-100.8234877,20.5173252
