delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion,longitud,latitud
HOMICIDIO DOLOSO,CELAYA,2021,MARZO,17,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2021,MARZO,18,SAN ISIDRO DE LA CONCEPCION,CARRETERA CELAYA-SAN MIGUEL DE ALLENDE,CON VIOLENCIA,-100.745235,20.9144491
DESPOJO,CELAYA,2021,MARZO,18,CAPITALES DE EUROPA,CALLE AQUILES SERDÁN,,-100.8116411,20.5113989
OTROS DELITOS,CELAYA,2021,MARZO,18,ENRIQUE COLUNGA,AVENIDA PROFESOR FRANCISCO JUÁREZ,,-100.8257735,20.5190344
ABUSO DE CONFIANZA,CELAYA,2021,MARZO,6,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBO A NEGOCIO,CELAYA,2021,MARZO,6,MEDITERRANEO,AVENIDA 2 DE ABRIL,CON VIOLENCIA,-100.7998624,20.521566
DAÑOS,CELAYA,2021,MARZO,6,VILLA LOS ALAMOS,CALLE TRES ZAPOTES,,-100.85973,20.5263093
OTROS DELITOS,CELAYA,2021,MARZO,3,BENITO JUAREZ,CALLE PRESA PEÑUELITAS,,-100.8043354,20.5395642
ROBOS DIVERSOS,CELAYA,2021,MARZO,4,MONTE BLANCO,CALLE EJIDO DEL MOLINO,CON VIOLENCIA,-100.8283726,20.5079825
ROBOS DIVERSOS,CELAYA,2021,MARZO,3,LINDAVISTA,CALLE LAGO DE TEXCOCO,CON VIOLENCIA,-100.8217711,20.5435824
VIOLENCIA FAMILIAR,CELAYA,2021,MARZO,1,TENERIA DEL SANTUARIO,CALLE FRONTERA,,-100.7979622,20.5960209
OTROS DELITOS,CELAYA,2021,MARZO,2,MEDITERRANEO,AVENIDA 2 DE ABRIL,,-100.7998624,20.521566
CONTRA LA SALUD,CELAYA,2021,MARZO,3,RINCONADA DEL BOSQUE,CALZADA DEL BOSQUE,,-100.8421601,20.551702
LESIONES DOLOSAS,CELAYA,2021,MARZO,2,NAT THA HI,CALLE JONACATEPEC,,-100.7989675,20.5384089
LESIONES DOLOSAS,CELAYA,2021,MARZO,2,LOS PINOS,AVENIDA JUAN JOSÉ TORRES LANDA,,-100.8424641,20.5403898
ROBO A NEGOCIO,CELAYA,2021,MARZO,18,DEL PARQUE,AVENIDA PROFESOR FRANCISCO JUÁREZ,SIN VIOLENCIA,-100.8270289,20.5371374
ROBOS DIVERSOS,CELAYA,2021,MARZO,18,ZONA CENTRO,CALLE ÁLVARO OBREGÓN,SIN VIOLENCIA,-100.8134294,20.5246961
OTROS DELITOS,CELAYA,2021,MARZO,19,SAN RAFAEL,CALLE LAS PALMAS,,-100.8363121,20.5021672
ROBOS DIVERSOS,CELAYA,2021,MARZO,19,REAL DEL CAMPESTRE,NO CATALOGADO,SIN VIOLENCIA,-101.6906405,21.1651961
ROBOS DIVERSOS,CELAYA,2021,MARZO,6,VALLE DE LOS NARANJOS,AVENIDA EL SAUZ,CON VIOLENCIA,-100.8534378,20.5549403
HOMICIDIO CULPOSO,CELAYA,2021,MARZO,6,LOS OLIVOS,CIRCUITO VALLE CENTRAL,,-100.7703548,20.5463274
LESIONES DOLOSAS,CELAYA,2021,MARZO,7,EL DORADO,CALLE RAYÓN,,-100.8160847,20.5207619
OTROS DELITOS,CELAYA,2021,MARZO,4,VILLAS DE ELGUERA,CALLE VILLA DE LOS ARBOLES,,-100.8777957,20.5656231
ROBO A NEGOCIO,CELAYA,2021,MARZO,4,TIERRA BLANCA,AVENIDA LÁZARO CÁRDENAS DEL RÍO,SIN VIOLENCIA,-100.8138167,20.5074661
CONTRA LA SALUD,CELAYA,2021,MARZO,6,EL PARAISO,AVENIDA TAJÍN,,-100.8336565,20.5614858
VIOLENCIA FAMILIAR,CELAYA,2021,FEBRERO,26,DEL ZAPOTE,CALLE MELITÓN BALDERAS,,-100.8014894,20.5257062
ROBOS DIVERSOS,CELAYA,2021,FEBRERO,25,DOS PLAZAS,CALLE PLAN DE AGUA PRIETA,SIN VIOLENCIA,-100.8252973,20.5555543
OTROS DELITOS,CELAYA,2021,FEBRERO,25,LA CALESA,CALLE CARRUAJE,,-100.8459853,20.556339
CONTRA LA SALUD,CELAYA,2021,MARZO,3,DEL BOSQUE,CALLE TAMARINDO,,-100.7945518,20.5054051
ROBOS DIVERSOS,CELAYA,2021,MARZO,3,ROQUE,CALLE HIDALGO,SIN VIOLENCIA,-100.8374316,20.5808398
OTROS DELITOS,CELAYA,2021,MARZO,3,VILLAS DEL ROMERAL,CALLE VILLA DEL PEDREGAL,,-100.8075155,20.4984233
ROBOS DIVERSOS,CELAYA,2021,MARZO,2,VILLAS DEL PARAISO,CALLE JUAN JOSÉ PRADO,SIN VIOLENCIA,-100.8279422,20.5258742
OTROS DELITOS,CELAYA,2021,MARZO,7,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2021,MARZO,9,LAS INSURGENTES,CALLE MARÍA PONCIANA LIMA,,-100.7936767,20.5210219
ROBOS DIVERSOS,CELAYA,2021,MARZO,9,ROSA LINDA,PROLONGACIÓN MONTE OLIMPO,CON VIOLENCIA,-100.8377776,20.5159533
LESIONES DOLOSAS,CELAYA,2021,MARZO,6,MONTE BLANCO,CALLE EJIDO LA MACHUCA,,-100.8289215,20.5070071
LESIONES DOLOSAS,CELAYA,2021,MARZO,6,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2021,MARZO,6,HACIENDA NATURA,PARQUE CIMATARIO,,-100.8602898,20.5542304
DAÑOS,CELAYA,2021,FEBRERO,25,SANTA ANITA,CALLE VESTA,,-100.83166,20.5255417
HOMICIDIO DOLOSO,CELAYA,2021,FEBRERO,26,EL PARAISO 3RA SECCION,CALLE OCTAVIO PAZ,,-100.8296269,20.5606253
ROBO A NEGOCIO,CELAYA,2021,MARZO,3,ZONA CENTRO,CALLE LUIS CORTÁZAR,SIN VIOLENCIA,-100.8098123,20.5192262
FRAUDE,CELAYA,2021,FEBRERO,25,LOS PINOS II,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,,-100.8319831,20.5540478
ROBO A CASA HABITACIÓN,CELAYA,2021,MARZO,2,LA CAPILLA,CIRCUITO PASEO DE LA CAPILLA,SIN VIOLENCIA,-100.8389489,20.5540709
LESIONES DOLOSAS,CELAYA,2021,MARZO,9,JARDINES DEL CENTRO,CALLE RAFAEL SUÁREZ PEREDA,,-100.8222925,20.5160533
AMENAZAS,CELAYA,2021,MARZO,9,JARDINES DEL CENTRO,CALLE RAFAEL SUÁREZ PEREDA,,-100.8222925,20.5160533
ROBOS DIVERSOS,CELAYA,2021,MARZO,9,QUINTA LOS ARRAYANES,CALLE VILLA DE MORA,SIN VIOLENCIA,-100.8098948,20.4982671
ROBOS DIVERSOS,CELAYA,2021,MARZO,10,RENACIMIENTO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
LESIONES DOLOSAS,CELAYA,2021,MARZO,7,DE TIERRAS NEGRAS,CALLE MARIANO ABASOLO,,-100.8237509,20.5273496
ROBOS DIVERSOS,CELAYA,2021,MARZO,9,RESIDENCIAL SANTA FE DE LOS NARANJOS,AVENIDA REFORMA,SIN VIOLENCIA,-100.841063,20.5499429
ROBOS DIVERSOS,CELAYA,2021,MARZO,3,EL SAUZ,PRIVADA MELECIOS,CON VIOLENCIA,-100.7934006,20.4142817
OTROS DELITOS,CELAYA,2021,MARZO,4,LOPEZ PORTILLO,CALLE FUERZAS ZAPATISTAS,,-100.80554,20.5363763
DESPOJO,CELAYA,2021,MARZO,3,ARBOLEDAS DE SAN RAFAEL,CIRCULO GARIBALDI,,-100.8819535,20.5113466
OTROS DELITOS,CELAYA,2021,MARZO,3,LA LUZ,NO CATALOGADO,,-100.8469418,20.5397171
LESIONES DOLOSAS,CELAYA,2021,MARZO,10,IMPRESIONISTAS,CALLE ANDRÉS QUINTANA ROO,,-100.8273939,20.5226444
AMENAZAS,CELAYA,2021,MARZO,10,LAS MARGARITAS,CALLE YURIRIA,,-100.8238891,20.5639036
VIOLENCIA FAMILIAR,CELAYA,2021,MARZO,10,VILLAS REALES,CIRCUITO VILLA DEL PUEBLECITO,,-100.7922491,20.5342624
VIOLENCIA FAMILIAR,CELAYA,2021,MARZO,10,VILLAS REALES,CIRCUITO VILLA DEL PUEBLECITO,,-100.7922491,20.5342624
DAÑOS,CELAYA,2021,MARZO,12,SAN ROMAN,CAMINO A SAN JOSÉ DE GUANAJUATO,,-100.8447912,20.5333024
DAÑOS,CELAYA,2021,MARZO,12,EMILIANO ZAPATA,CALLE SUR 2,,-100.7996698,20.5504923
OTROS DELITOS,CELAYA,2021,MARZO,9,CENTRAL DE ABASTOS,BOULEVARD CONSTITUYENTES,,-100.806339,20.5117834
CONTRA LA SALUD,CELAYA,2021,MARZO,9,EMETERIA VALENCIA,CALLE COMBATES DE CELAYA,,-100.8153972,20.5115152
OTROS DELITOS SEXUALES,CELAYA,2021,MARZO,9,GIRASOLES,ANDADOR DE CAOBA,,-100.8387074,20.5239618
OTROS DELITOS,CELAYA,2021,MARZO,9,EMETERIA VALENCIA,CALLE COMBATES DE CELAYA,,-100.8153972,20.5115152
ROBO A NEGOCIO,CELAYA,2021,MARZO,10,SAN MIGUEL,BOULEVARD ADOLFO LÓPEZ MATEOS,CON VIOLENCIA,-100.8205353,20.5200809
ROBO DE VEHÍCULO,CELAYA,2021,MARZO,5,LINDAVISTA,CALLE VIOLETA,SIN VIOLENCIA,-100.8241514,20.5443092
LESIONES DOLOSAS,CELAYA,2021,MARZO,8,ALAMEDA,PRIVADA RESIDENCIAL MAYA,,-100.8080657,20.5291935
AMENAZAS,CELAYA,2021,MARZO,7,LOS ARENALES,CALLE ARENALES,,-100.8112885,20.5279612
CONTRA LA SALUD,CELAYA,2021,MARZO,6,LOS OLIVOS SEGUNDA SECCION,AVENIDA VALLE DE HUASCA,,-100.7703926,20.5466958
AMENAZAS,CELAYA,2021,FEBRERO,28,EL DORADO,AVENIDA LICENCIADO BENITO JUÁREZ,,-100.8152453,20.5252005
ROBOS DIVERSOS,CELAYA,2021,MARZO,5,DEL PARQUE,NO CATALOGADO,SIN VIOLENCIA,-100.8268053,20.5372789
OTROS DELITOS,CELAYA,2021,FEBRERO,25,MORADAS DE SILVA,AVENIDA MÉXICO - JAPÓN,,-100.7793183,20.5470084
ROBOS DIVERSOS,CELAYA,2021,FEBRERO,25,EL DORADO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA,-100.8130637,20.5196199
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2021,FEBRERO,25,IMPERIAL,CALLE LUIS DONALDO COLOSIO,,-100.845493,20.5474323
ROBOS DIVERSOS,CELAYA,2021,MARZO,12,LA HERRADURA,AUTOPISTA CELAYA-QUERÉTARO,CON VIOLENCIA,-100.7784915,20.5533593
ROBOS DIVERSOS,CELAYA,2021,MARZO,12,ZONA CENTRO,NO CATALOGADO,CON VIOLENCIA,-100.8155201,20.5203446
ROBOS DIVERSOS,CELAYA,2021,MARZO,12,RAQUET CLUB CROOS,CIRCUITO MISIÓN DE SAN JUAN BOSCO,SIN VIOLENCIA,-100.8322388,20.5461633
ROBOS DIVERSOS,CELAYA,2021,MARZO,12,ALAMEDA,CALLE GUADALUPE VICTORIA,SIN VIOLENCIA,-100.8125696,20.5178873
OTROS DELITOS SEXUALES,CELAYA,2021,MARZO,12,FRACCIONAMIENTO PEDREGAL,CALLE ARRAYANES,,-100.8574133,20.5592898
ROBOS DIVERSOS,CELAYA,2021,MARZO,12,IMPERIAL,CALLE PEDRO INFANTE,CON VIOLENCIA,-100.8480873,20.5454847
FRAUDE,CELAYA,2021,MARZO,12,VILLAS DE SAN GABRIEL,CALLE PLAZA SAN RAFAÉL,,-100.8065282,20.5016113
AMENAZAS,CELAYA,2021,MARZO,10,SEGUNDA FRACCION DE CRESPO,CALLE PÍPILA,,-100.8832055,20.5132635
ROBOS DIVERSOS,CELAYA,2021,MARZO,10,SAN ANTONIO DE GALLARDO,CALLE LOS AGUACATES,SIN VIOLENCIA,-100.7694856,20.6301347
DAÑOS,CELAYA,2021,MARZO,10,MISION SANTA FE,CALLE HERMOSILLO,,-100.7933062,20.5478349
FRAUDE,CELAYA,2021,MARZO,9,REAL DEL CAMPESTRE,BOULEVARD ADOLFO LÓPEZ MATEOS,,-100.7911593,20.5181847
AMENAZAS,CELAYA,2021,MARZO,9,DEL ZAPOTE,16 DE SEPTIEMBRE,,-100.8036421,20.5253851
OTROS DELITOS,CELAYA,2021,MARZO,9,VALLE HERMOSO,CALLE DALIA,,-100.8227356,20.5410326
OTROS DELITOS,CELAYA,2021,MARZO,6,T HAI,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,,-100.8319831,20.5540478
ROBOS DIVERSOS,CELAYA,2021,MARZO,5,EL DORADO,CALLE PLAZA ANTONIO PLAZA,SIN VIOLENCIA,-100.8081383,20.5120376
VIOLENCIA FAMILIAR,CELAYA,2021,MARZO,8,ARBOLEDAS DE SAN RAFAEL,CIRCULO TLALPAN,,-99.2114234,19.2790911
VIOLENCIA FAMILIAR,CELAYA,2021,MARZO,9,RANCHO SECO,CALLE FRESNILLO,,-100.8152348,20.491389
AMENAZAS,CELAYA,2021,MARZO,5,LA AURORA,CALLE ÁLVARO OBREGÓN,,-100.8132556,20.5266451
ROBOS DIVERSOS,CELAYA,2021,MARZO,5,ZONA CENTRO,CALLE VICENTE RIVAPALACIOS,SIN VIOLENCIA,-100.8098975,20.5253946
AMENAZAS,CELAYA,2021,FEBRERO,28,CONSTIYUYENTES,CALLE EJIDO CERRO PRIETO,,-100.8245297,20.5081062
LESIONES DOLOSAS,CELAYA,2021,FEBRERO,28,SAN ANTONIO DE GALLARDO,CALLE ALDAMA,,-100.7695254,20.6291101
ROBOS DIVERSOS,CELAYA,2021,MARZO,13,ALAMOS,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,SIN VIOLENCIA,-100.8319831,20.5540478
CONTRA LA SALUD,CELAYA,2021,MARZO,13,LAS CARRETAS,CALLE PASEO DE LAS CARRETAS,,-100.7916578,20.5306353
LESIONES DOLOSAS,CELAYA,2021,MARZO,16,ROSA LINDA,BOULEVARD CONSTITUYENTES,,-100.8440516,20.5188236
VIOLENCIA FAMILIAR,CELAYA,2021,MARZO,12,PUESTA DEL SOL,CALLE CREPÚSCULO,,-100.8112885,20.5279612
OTROS DELITOS,CELAYA,2021,MARZO,12,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
DAÑOS,CELAYA,2021,MARZO,9,GOBERNADORES,CALLE PABLO GONZÁLEZ MONTES SUR,,-100.7837887,20.5456595
DAÑOS,CELAYA,2021,MARZO,9,LA JOYA,CALLE GENERAL MARIANO JIMÉNEZ,,-100.8269993,20.5292181
ROBOS DIVERSOS,CELAYA,2021,MARZO,9,ALAMOS,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,SIN VIOLENCIA,-100.8319831,20.5540478
OTROS DELITOS,CELAYA,2021,MARZO,5,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2021,MARZO,8,ROSA LINDA,PASEO DE LA HACIENDA,SIN VIOLENCIA,-100.8347077,20.5165543
LESIONES DOLOSAS,CELAYA,2021,MARZO,17,ZONA CENTRO,CALLE ÁLVARO OBREGÓN,,-100.8134294,20.5246961
ABUSO DE CONFIANZA,CELAYA,2021,MARZO,17,HACIENDA DEL BOSQUE,CIRCUITO JOSÉ MARÍA VELASCO,,-100.8577185,20.5546651
ROBOS DIVERSOS,CELAYA,2021,MARZO,17,EL DORADO,CALLE PÍPILA,SIN VIOLENCIA,-100.8155139,20.518177
ROBO A CASA HABITACIÓN,CELAYA,2021,MARZO,13,LATINOAMERICANA,CALLE GUATEMALA,SIN VIOLENCIA,-100.837092,20.544909
OTROS DELITOS,CELAYA,2021,MARZO,12,ALAMEDA,CALLE VICENTE RIVA PALACIOS,,-100.8098975,20.5253946
CONTRA LA SALUD,CELAYA,2021,MARZO,12,SAN RAFAEL,CALLE EUCALIPTO,,-100.8344546,20.5027605
OTROS DELITOS,CELAYA,2021,MARZO,12,SAN RAFAEL,CALLE EUCALIPTO,,-100.8344546,20.5027605
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2021,MARZO,13,LAGOS,PRIVADA LAGUNA VERDE,,-100.8341559,20.5105535
VIOLENCIA FAMILIAR,CELAYA,2021,MARZO,13,NO CATALOGADO,CALLE LIMONERO MANZANO,,-100.8112885,20.5279612
AMENAZAS,CELAYA,2021,MARZO,12,LAS INSURGENTES,CALLE LUCÍA GARCÍA,,-100.794978,20.5215332
DAÑOS,CELAYA,2021,MARZO,12,MADERAS RESIDENCIAL,NO CATALOGADO,,-100.8662604,20.5440651
LESIONES DOLOSAS,CELAYA,2021,MARZO,9,LAS FLORES,CALLE HELIOTROPO,,-100.815822,20.5027258
DAÑOS,CELAYA,2021,MARZO,9,LAS FLORES,CALLE HELIOTROPO,,-100.815822,20.5027258
OTROS DELITOS,CELAYA,2021,MARZO,9,DEL PARQUE,PRIVADA ROSA,,-100.8268053,20.5372789
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2021,MARZO,9,EL CAMPANARIO,AVENIDA DE LAS TORRES,,-100.8574391,20.560475
ROBOS DIVERSOS,CELAYA,2021,MARZO,9,LOS LAURELES,CALLE OYAMEL,SIN VIOLENCIA,-100.8335861,20.5376499
OTROS DELITOS SEXUALES,CELAYA,2021,MARZO,8,SAN JOSE DE TORRES,NO CATALOGADO,,-100.7898081,20.5028998
OTROS DELITOS,CELAYA,2021,MARZO,5,NO CATALOGADO,CALLE JADEITA,,-100.8366351,20.5372341
VIOLACION,CELAYA,2021,MARZO,17,ALAMEDA,CALLE GUADALUPE VICTORIA,,-100.8125696,20.5178873
ROBO A NEGOCIO,CELAYA,2021,MARZO,12,LA ESMERALDA,NO CATALOGADO,SIN VIOLENCIA,-100.8179886,20.5110009
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2021,MARZO,12,LOS PORTONES,CALLE IGNACIO GUTIÉRREZ,,-100.800809,20.5266619
AMENAZAS,CELAYA,2021,MARZO,10,BENITO JUAREZ,CALLE SAN FELIPE DE JESÚS,,-100.8054732,20.5399378
OTROS DELITOS,CELAYA,2021,MARZO,10,VALLE DEL REAL,CALLE VÍCTOR JOSÉ LIZARDI,,-100.8466895,20.5264665
VIOLENCIA FAMILIAR,CELAYA,2021,MARZO,10,OBRERO MUNDIAL,CALLE OBRERO MUNDIAL,,-100.7987995,20.5218401
VIOLENCIA FAMILIAR,CELAYA,2021,MARZO,20,LA CRUZ,CALLE JARDÍN PRINCIPAL,,-100.7480556,20.5737823
CONTRA LA SALUD,CELAYA,2021,MARZO,20,LOS OLIVOS SEGUNDA SECCION,CALLE BALEARES,,-100.7718166,20.5518247
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2021,MARZO,17,ARBOLEDAS DE SAN RAFAEL,CERRADA UNIVERSIDAD,,-100.8391476,20.501679
OTROS DELITOS,CELAYA,2021,MARZO,19,LOS LAURELES,CALLE ANTIMONIO,,-100.8304732,20.5382537
ROBOS DIVERSOS,CELAYA,2021,MARZO,13,DEL VALLE,CALLE LEANDRO VALLE,CON VIOLENCIA,-100.8204993,20.5302463
OTROS DELITOS,CELAYA,2021,MARZO,13,GUADALUPE,CALLE MANUEL ACUÑA,,-100.8313203,20.5580785
DAÑOS,CELAYA,2021,MARZO,12,RENACIMIENTO,CALLE BERNINI,,-100.8353884,20.5191037
AMENAZAS,CELAYA,2021,MARZO,12,LOS VEINTE,NAYARIT,,-100.8053063,20.5317781
OTROS DELITOS SEXUALES,CELAYA,2021,MARZO,12,SIENA II,NO CATALOGADO,,-100.8112885,20.5279612
OTROS DELITOS,CELAYA,2021,MARZO,10,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2021,MARZO,10,CAPITALES DE EUROPA,CALLE JAIME NUNÓ,SIN VIOLENCIA,-100.8122701,20.5117582
OTROS DELITOS,CELAYA,2021,MARZO,19,LOS VEINTE,CALLE 20 DE NOVIEMBRE,,-100.8059321,20.5310732
AMENAZAS,CELAYA,2021,MARZO,19,VILLAS DEL ROCIO,CALLE SEBASTIÁN LERDO DE TEJADA,,-100.8145079,20.5154202
ROBOS DIVERSOS,CELAYA,2021,MARZO,19,PATRIA NUEVA,CALLE MOCANERO,CON VIOLENCIA,-100.8854254,20.5330048
VIOLENCIA FAMILIAR,CELAYA,2021,MARZO,21,MISION SANTA FE,CALLE CHILPANCINGO,,-100.7933062,20.5478349
ROBOS DIVERSOS,CELAYA,2021,MARZO,22,VALLE HERMOSO,CALLE CAMELIA,CON VIOLENCIA,-100.82233,20.542399
OTROS DELITOS,CELAYA,2021,MARZO,17,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2021,MARZO,17,SAN ROMAN,AVENIDA BRILLANTE,,-100.8397923,20.538331
ABUSO DE CONFIANZA,CELAYA,2021,MARZO,16,MIGUEL ALEMAN,PRIVADA DE ÁLAMOS,,-100.8112885,20.5279612
OTROS DELITOS,CELAYA,2021,MARZO,21,LOS OLIVOS,CIRCUITO VALLE CENTRAL,,-100.7703548,20.5463274
DAÑOS,CELAYA,2021,MARZO,22,OBRERO MUNDIAL,CALLE MARÍA ARELLANO,,-100.7971154,20.5218334
ROBO A NEGOCIO,CELAYA,2021,MARZO,12,SAN ROMAN,CALLE BÚHO,CON VIOLENCIA,-100.8451126,20.5311906
ROBO A NEGOCIO,CELAYA,2021,MARZO,11,SAN ANDRES,CALLE JOAQUÍN GARCÍA,SIN VIOLENCIA,-100.8194609,20.5421178
DAÑOS,CELAYA,2021,MARZO,12,3RA SECC DE LOS NARANJOS,CALLE DEL ACANTILADO,,-100.8529149,20.5594997
FRAUDE,CELAYA,2021,MARZO,12,RANCHO SECO,CALLE CIUDAD VICTORIA,,-100.8115367,20.493692
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2021,MARZO,12,NO CATALOGADO,RÍO GRIJALBA,,-100.7914026,20.5059432
ROBO A CASA HABITACIÓN,CELAYA,2021,FEBRERO,7,LAS FUENTES,CALLE FUENTE DE NEPTUNO,CON VIOLENCIA,-100.8315026,20.5232251
CONTRA LA SALUD,CELAYA,2021,FEBRERO,6,PATRIA NUEVA,CALLE SANTANDER,,-100.8830473,20.5395124
CONTRA LA SALUD,CELAYA,2021,FEBRERO,6,PRADERAS DEL ROCK,CALLE HACIENDA DE MAYORAZGO,,-100.8168265,20.5722151
VIOLENCIA FAMILIAR,CELAYA,2021,FEBRERO,7,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
DAÑOS,CELAYA,2021,FEBRERO,7,VALLE HERMOSO,CALLE DALIA,,-100.8227356,20.5410326
ROBOS DIVERSOS,CELAYA,2021,FEBRERO,6,DEL VALLE,CALLE LEANDRO VALLE,SIN VIOLENCIA,-100.8204993,20.5302463
DAÑOS,CELAYA,2021,FEBRERO,6,DE LOS SANTOS,AVENIDA MÉXICO-JAPÓN,,-100.792277,20.5496447
AMENAZAS,CELAYA,2021,FEBRERO,6,SAN ANTONIO DE GALLARDO,CALLE ALDAMA,,-100.7695254,20.6291101
OTROS DELITOS SEXUALES,CELAYA,2021,FEBRERO,6,ALAMEDA,CALLE LA PAZ,,-100.8085656,20.5263939
ABUSO DE CONFIANZA,CELAYA,2021,FEBRERO,3,LA HERRADURA,CALLE COL,,-100.7816294,20.5519952
OTROS DELITOS,CELAYA,2021,FEBRERO,3,SAN JOSE DE GUANAJUATO,CALLE JOSÉ MARÍA MORELOS,,-100.8954557,20.5555927
DAÑOS,CELAYA,2021,FEBRERO,3,MISION SANTA FE,CALLE MIGUEL ALEMÁN,,-100.8182931,20.5351175
ROBO A NEGOCIO,CELAYA,2021,FEBRERO,3,RENACIMIENTO,PROLONGACIÓN MIGUEL HIDALGO,SIN VIOLENCIA,-100.8346745,20.5207954
OTROS DELITOS,CELAYA,2021,ENERO,11,MISION SANTA FE,CALLE MISIÓN DE LOS DOMINICOS,,-100.7927253,20.5478784
CONTRA LA SALUD,CELAYA,2021,FEBRERO,6,ALAMEDA,CALLE GUADALUPE VICTORIA,,-100.8125696,20.5178873
VIOLENCIA FAMILIAR,CELAYA,2021,FEBRERO,9,MISION SANTA FE,CALLE LAGO DE SAN JUAN,,-100.7919126,20.5453533
ROBOS DIVERSOS,CELAYA,2021,FEBRERO,9,DE LOS SANTOS,NO CATALOGADO,SIN VIOLENCIA,-100.791896,20.5501288
OTROS DELITOS SEXUALES,CELAYA,2021,FEBRERO,9,PRIVADAS DEL SAUZ,AVENIDA NARANJALES,,-100.8540765,20.5614966
ROBOS DIVERSOS,CELAYA,2021,FEBRERO,6,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2021,FEBRERO,5,RANCHO SECO,CALLE BERNAL,,-100.8116865,20.4922293
ROBOS DIVERSOS,CELAYA,2021,FEBRERO,2,DEL PARQUE,NO CATALOGADO,SIN VIOLENCIA,-100.8268053,20.5372789
CONTRA LA SALUD,CELAYA,2021,FEBRERO,3,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2021,ENERO,14,IMPERIAL,CALLE PEDRO INFANTE,,-100.8480873,20.5454847
OTROS DELITOS,CELAYA,2021,ENERO,14,SEGUNDA FRACCION DE CRESPO,CALLE PÍPILA,,-100.8832055,20.5132635
OTROS DELITOS,CELAYA,2021,ENERO,14,NAT THA HI,AVENIDA IRRIGACIÓN,,-100.7969321,20.536649
ROBOS DIVERSOS,CELAYA,2021,ENERO,13,RENACIMIENTO,PROLONGACIÓN MIGUEL HIDALGO,SIN VIOLENCIA,-100.8346745,20.5207954
DAÑOS,CELAYA,2021,ENERO,13,EL PARAISO,TAJÍN,,-100.8336565,20.5614858
ROBO A NEGOCIO,CELAYA,2021,ENERO,13,ENTORNO RESIDENCIAL,AVENIDA DE LOS CEDROS,CON VIOLENCIA,-100.8112885,20.5279612
CONTRA LA SALUD,CELAYA,2021,ENERO,13,LAS FLORES,CALLE HELIOTROPO,,-100.815822,20.5027258
OTROS DELITOS,CELAYA,2021,FEBRERO,9,LOS TEPETATES,CALLE FRANCISCO VILLA,,-100.7475494,20.4260012
ROBO DE VEHÍCULO,CELAYA,2021,FEBRERO,10,ENRIQUE COLUNGA,CALLE RÍO LERMA,SIN VIOLENCIA,-100.8242752,20.5177573
ROBOS DIVERSOS,CELAYA,2021,FEBRERO,10,LA CRUZ,CALLE BENITO JUÁREZ,SIN VIOLENCIA,-100.8110453,20.4712882
CONTRA LA SALUD,CELAYA,2021,FEBRERO,10,LA CRUZ,AVENIDA LAS TORRES,,-100.8375334,20.5564735
ROBO A NEGOCIO,CELAYA,2021,FEBRERO,7,LAS CASAS,AVENIDA EL SAUZ,SIN VIOLENCIA,-100.8452062,20.5485884
ROBO DE VEHÍCULO,CELAYA,2021,FEBRERO,7,SANTA LUCIA DOS,AVENIDA PADRE EUSEBIO KINO,CON VIOLENCIA,-100.8019853,20.5103203
