delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion,longitud,latitud
OTROS DELITOS SEXUALES,CELAYA,2021,JULIO,27,DE LOS SANTOS,AVENIDA MÉXICO-JAPÓN,,-100.792277,20.5496447
AMENAZAS,CELAYA,2021,JULIO,26,VILLA LOS ARCOS,NO CATALOGADO,,-100.8226781,20.491849
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,30,LOPEZ PORTILLO,CALLE AMADOR SALAZAR,,-100.8061789,20.5347833
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,30,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2021,JULIO,31,SANTA MARIA DEL REFUGIO,CARRETERA CELAYA-SALVATIERRA,CON VIOLENCIA,-100.7976993,20.4424187
CONTRA LA SALUD,CELAYA,2021,JULIO,28,EMILIANO ZAPATA,AVENIDA TIERRA Y LIBERTAD,,-100.7985253,20.541359
VIOLACION,CELAYA,2021,JULIO,30,SAN ANTONIO DE GALLARDO,CALLE MADERO,,-100.7677762,20.6285216
OTROS DELITOS,CELAYA,2021,JULIO,31,LA CANTERA,CALLE VILLA MARINO,,-100.8549533,20.5362449
CONTRA LA SALUD,CELAYA,2021,JULIO,27,LAS FLORES,CALLE AZUCENA,,-100.8161644,20.5041964
OTROS DELITOS,CELAYA,2021,JULIO,27,IMPRESIONISTAS,CALLE ANDRÉS QUINTANA ROO,,-100.8273939,20.5226444
LESIONES DOLOSAS,CELAYA,2021,AGOSTO,7,CERRITO DE GASCA,CALLE LÁZARO CÁRDENAS,,-100.8112885,20.5279612
VIOLENCIA FAMILIAR,CELAYA,2021,AGOSTO,6,VILLAS DEL ROMERAL,CALLE VILLA DEL PEDREGAL,,-100.8075155,20.4984233
ROBOS DIVERSOS,CELAYA,2021,JUNIO,26,JARDINES DE CELAYA 1 RA SECC,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA,-100.813248,20.5193955
ABUSO DE CONFIANZA,CELAYA,2021,JUNIO,18,SAN FRANCISCO,ANDADOR SAN GABRIEL,,-100.8068743,20.5032486
ROBOS DIVERSOS,CELAYA,2021,JUNIO,16,EMILIANO ZAPATA,CALLE GRACIANO SÁNCHEZ,CON VIOLENCIA,-100.7993846,20.5398929
AMENAZAS,CELAYA,2021,JUNIO,2,LA TRINIDAD,CALLE PLAN DE AYALA,,-100.8248109,20.554817
AMENAZAS,CELAYA,2021,JULIO,13,VILLAS DE LA ARBOLEDA,AVENIDA DE LA ARBOLEDA,,-100.8520283,20.558655
VIOLACION,CELAYA,2021,JULIO,11,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBO A CASA HABITACIÓN,CELAYA,2021,JULIO,1,TENERIA DEL SANTUARIO,NO CATALOGADO,SIN VIOLENCIA,-100.7966796,20.5978492
ROBO A NEGOCIO,CELAYA,2021,JULIO,7,SAN ANTONIO,CALLE FRESNO,SIN VIOLENCIA,-100.8272067,20.5427633
ROBOS DIVERSOS,CELAYA,2021,JULIO,12,QUINTA BUGAMBILIAS,CALLE ALHELÍES,CON VIOLENCIA,-100.8413296,20.5168026
ROBOS DIVERSOS,CELAYA,2021,JULIO,16,DEL PARQUE,PRIVADA ROSA,SIN VIOLENCIA,-100.8268053,20.5372789
OTROS DELITOS,CELAYA,2021,JULIO,20,GIRASOLES,CALLE ANDRÉS QUINTANA ROO,,-100.8273939,20.5226444
ROBOS DIVERSOS,CELAYA,2021,JULIO,31,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2021,JUNIO,21,SIENA,CALLE CEBADA,CON VIOLENCIA,-100.8112885,20.5279612
ROBOS DIVERSOS,CELAYA,2021,JUNIO,21,SAN ANTONIO,AVENIDA LICENCIADO BENITO JUÁREZ,CON VIOLENCIA,-100.814952,20.5293248
OTROS DELITOS,CELAYA,2021,JUNIO,21,LA CRUZ,CALLE BENITO JUÁREZ,,-100.8110453,20.4712882
OTROS DELITOS,CELAYA,2021,JUNIO,22,15 DE MAYO,PRIVADA GRACIELA MEAVE TORRES CANO,,-100.8388295,20.5495238
AMENAZAS,CELAYA,2021,JUNIO,27,SAN JUANICO,CALLE ÓPALO,,-100.8398207,20.541796
ROBOS DIVERSOS,CELAYA,2021,JUNIO,28,LOS PINOS,ESTACIONAMIENTO,CON VIOLENCIA,-100.8431017,20.5416125
ROBOS DIVERSOS,CELAYA,2021,JUNIO,28,LA CRUZ,CALLE JARDÍN PRINCIPAL,SIN VIOLENCIA,-100.7480556,20.5737823
OTROS DELITOS,CELAYA,2021,JUNIO,25,MONTE BLANCO,CALLE EJIDO DE GALVANES,,-100.828775,20.5045148
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2021,JUNIO,25,RANCHO SECO,PRIVADA MORELOS,,-100.8141501,20.4900548
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,2,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBO A CASA HABITACIÓN,CELAYA,2021,JULIO,2,LOS PINOS II,CALLE REBOLLO,SIN VIOLENCIA,-100.8419709,20.5439813
AMENAZAS,CELAYA,2021,JULIO,9,DEL BOSQUE,CALLE TAMARINDO,,-100.7945518,20.5054051
ROBO A CASA HABITACIÓN,CELAYA,2021,JULIO,13,JARDINES DE CELAYA 3 RA SECC,1A. DE MEZQUITE,SIN VIOLENCIA,-100.7940504,20.508309
CONTRA LA SALUD,CELAYA,2021,JULIO,13,DE SAN MARCOS,CALLE LICENCIADO BENITO JUÁREZ,,-100.7540834,20.4232909
OTROS DELITOS,CELAYA,2021,JULIO,13,DE SANTIAGUITO,CALLE 5 DE MAYO,,-100.8160523,20.524781
VIOLACION,CELAYA,2021,JULIO,13,BENITO JUAREZ,AVENIDA ANENECUILCO,,-100.802607,20.5397228
LESIONES DOLOSAS,CELAYA,2021,JULIO,14,TIERRA Y LIBERTAD,CALLE MIACATLÁN,,-100.8036876,20.545594
AMENAZAS,CELAYA,2021,JULIO,14,TIERRA Y LIBERTAD,CALLE MIACATLÁN,,-100.8036876,20.545594
ROBOS DIVERSOS,CELAYA,2021,JULIO,19,ZONA CENTRO,CALLE 5 DE MAYO,SIN VIOLENCIA,-100.8129361,20.5246825
ROBOS DIVERSOS,CELAYA,2021,JULIO,20,ALAMOS,CALLE GOLONDRINAS,SIN VIOLENCIA,-100.8506784,20.5288321
DESPOJO,CELAYA,2021,JULIO,3,DE SANTIAGUITO,CALLE HERMENEGILDO GALEANA,,-100.8203922,20.5264936
LESIONES DOLOSAS,CELAYA,2021,JULIO,3,LAGOS,CALLE LAGO HURÓN,,-100.8355382,20.5086298
CONTRA LA SALUD,CELAYA,2021,JULIO,3,LA AURORA,CALLE RIVERA DEL RÍO,,-100.758531,20.6261635
DAÑOS,CELAYA,2021,JULIO,7,IMPRESIONISTAS,CALLE ANDRÉS QUINTANA ROO,,-100.8273939,20.5226444
ROBOS DIVERSOS,CELAYA,2021,JULIO,26,VALLE HERMOSO,AVENIDA TECNOLÓGICO,CON VIOLENCIA,-100.8208148,20.5424794
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,26,15 DE MAYO,CALLE JUSTO SIERRA,,-100.8372928,20.5490616
OTROS DELITOS,CELAYA,2021,JULIO,26,GUADALUPE,CALLE IGNACIO ZARAGOZA,,-100.8112885,20.5279612
ROBO A CASA HABITACIÓN,CELAYA,2021,JULIO,8,VALLE DE LOS NARANJOS,CALLE DE LAS CAÑADAS,SIN VIOLENCIA,-100.8505456,20.5545887
ROBO DE VEHÍCULO,CELAYA,2021,JULIO,9,ZONA DE ORO,CALLE LUCIO MARMOLEJO,CON VIOLENCIA,-100.8350528,20.5251765
LESIONES DOLOSAS,CELAYA,2021,JULIO,6,SAN JOSE DE GUANAJUATO,CALLE PINO SUÁREZ,,-100.8924262,20.5546875
ROBOS DIVERSOS,CELAYA,2021,JULIO,12,ALAMOS,AVENIDA QUETZALLI,SIN VIOLENCIA,-100.850414,20.5302272
DAÑOS,CELAYA,2021,JULIO,14,RESIDENCIAL CAMPANARIO,AUTOPISTA DE PEAJE CELAYA-SALAMANCA,,-100.8380919,20.5571522
ROBO A NEGOCIO,CELAYA,2021,JULIO,14,CENTRAL DE ABASTOS,PASEO DE LA LLUVIA,SIN VIOLENCIA,-100.8062488,20.5086709
FRAUDE,CELAYA,2021,JULIO,14,SAN JUANICO,CALLE TURMALINA,,-100.837966,20.540696
ROBOS DIVERSOS,CELAYA,2021,JULIO,15,ZONA CENTRO,CALLE ÁLVARO OBREGÓN,SIN VIOLENCIA,-100.8134294,20.5246961
ROBOS DIVERSOS,CELAYA,2021,JULIO,9,DE SANTO CRISTO,AVENIDA MIGUEL HIDALGO,SIN VIOLENCIA,-100.8259033,20.5212383
LESIONES DOLOSAS,CELAYA,2021,JULIO,10,CONSTIYUYENTES,CAMINO A JOFRE,,-100.8174196,20.5101797
LESIONES DOLOSAS,CELAYA,2021,JULIO,10,TIERRA Y LIBERTAD,CALLE JOSÉ NATIVIDAD MACÍAS,,-100.8042749,20.5416147
OTROS DELITOS,CELAYA,2021,JULIO,4,MENDOZA,NO CATALOGADO,,-100.8112885,20.5279612
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,9,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2021,JULIO,8,NO CATALOGADO,EJE NORPONIENTE / AVENIDA MÉXICO JAPÓN,,-100.8312983,20.5537848
OTROS DELITOS,CELAYA,2021,JULIO,7,JARDINES DEL SUR,CALLE PIRULES,,-100.7942902,20.5129287
AMENAZAS,CELAYA,2021,JULIO,16,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2021,JULIO,16,JARDINES DE CELAYA 1 RA SECC,AVENIDA TRES GUERRAS,CON VIOLENCIA,-100.7897017,20.5149507
CONTRA LA SALUD,CELAYA,2021,JULIO,17,EL DORADO,CALLE PLAZA ANTONIO PLAZA,,-100.8081383,20.5120376
ROBOS DIVERSOS,CELAYA,2021,JULIO,17,GIRASOLES,CALLE CONCEPCIÓN BÉISTEGUI,CON VIOLENCIA,-100.8377195,20.5206403
LESIONES DOLOSAS,CELAYA,2021,JULIO,9,LOPEZ PORTILLO,AVENIDA ANENECUILCO,,-100.8030752,20.535011
ROBO A CASA HABITACIÓN,CELAYA,2021,JULIO,9,LA HERRADURA,CALLE COL,SIN VIOLENCIA,-100.7816294,20.5519952
LESIONES DOLOSAS,CELAYA,2021,JULIO,20,XOCHIPILLI,AVENIDA JUAN JOSÉ TORRES LANDA,,-100.8256546,20.5349456
LESIONES DOLOSAS,CELAYA,2021,JULIO,2,NO CATALOGADO,CALLE MINA DE RAYAS,,-100.8378594,20.5371956
AMENAZAS,CELAYA,2021,JULIO,2,NO CATALOGADO,CALLE MINA DE RAYAS,,-100.8378594,20.5371956
OTROS DELITOS SEXUALES,CELAYA,2021,JULIO,2,DEL ZAPOTE,CALLE PADRE JARAUTA,,-100.8050739,20.5250808
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,1,QUINTA ARBOLEDAS,CALLE CHOPIN,,-100.8236658,20.5117324
OTROS DELITOS,CELAYA,2021,JULIO,2,PRIMERA FRACCION DE CRESPO,NO CATALOGADO,,-100.8550243,20.4972815
ROBO A CASA HABITACIÓN,CELAYA,2021,JULIO,5,LIBERACION,CALLE ROMANA JARQUÍN,SIN VIOLENCIA,-100.7973728,20.5261819
ROBOS DIVERSOS,CELAYA,2021,JULIO,6,LA MISION,CALLE MISIÓN DE SANTIAGO,SIN VIOLENCIA,-100.8351139,20.5464367
FALSEDAD ANTE UNA AUTORIDAD,CELAYA,2021,JULIO,7,LA FAVORITA,PRIVADA LUIS GUILLERMO NIETO PIÑA,,-100.8009877,20.5361171
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,6,LOS OLIVOS SEGUNDA SECCION,CALLE BALEARES,,-100.7718166,20.5518247
ROBOS DIVERSOS,CELAYA,2021,JULIO,6,LOS OLIVOS,CIRCUITO VALLE CENTRAL,CON VIOLENCIA,-100.7703548,20.5463274
ROBOS DIVERSOS,CELAYA,2021,JULIO,13,BAJIO DE LAS AMERICAS,AVENIDA FERROCARRIL CENTRAL,CON VIOLENCIA,-100.8248137,20.5317145
ROBOS DIVERSOS,CELAYA,2021,JULIO,25,SAN JUANICO,CALLE TURMALINA,SIN VIOLENCIA,-100.837966,20.540696
OTROS DELITOS,CELAYA,2021,JULIO,23,TECNOLOGICO,CALLE ADMINISTRADORES,,-100.8078459,20.5443684
FRAUDE,CELAYA,2021,JULIO,23,LA CRUZ,CALLE ALAMEDA,,-100.8045573,20.4710453
ROBOS DIVERSOS,CELAYA,2021,JULIO,26,LA CALESA,AVENIDA VALLE DE LOS NARANJOS,CON VIOLENCIA,-100.8471068,20.5561331
ROBOS DIVERSOS,CELAYA,2021,JULIO,25,ZONA DE ORO,CALLE GALAXIA,SIN VIOLENCIA,-100.8325573,20.5257424
ROBOS DIVERSOS,CELAYA,2021,JULIO,28,LA HERRADURA,CALLE COLONIA,SIN VIOLENCIA,-100.7816294,20.5519952
LESIONES DOLOSAS,CELAYA,2021,JULIO,28,EL CANTAR,CALLE SERENATA HUASTECA,,-100.8045084,20.5090985
LESIONES DOLOSAS,CELAYA,2021,JULIO,28,LAGOS,CALLE LAGO DE PALOMAS,,-100.8321513,20.5124353
HOMICIDIO DOLOSO,CELAYA,2021,JULIO,28,EJIDAL,CALLE EJIDO LA LAJA,,-100.8239839,20.508052
LESIONES DOLOSAS,CELAYA,2021,JULIO,28,LAS CARRETAS,NO CATALOGADO,,-100.8329933,20.5302293
ROBOS DIVERSOS,CELAYA,2021,JULIO,27,SAN MIGUEL,CALLE DIEGO RIVERA,CON VIOLENCIA,-100.8206027,20.5191282
DAÑOS,CELAYA,2021,JULIO,8,TIERRA Y LIBERTAD,ANDADOR EMILIANO ZAPATA,,-100.8031784,20.5464809
ROBOS DIVERSOS,CELAYA,2021,JULIO,8,EL VERGEL,CALLE PLAN DE AYUTLA,SIN VIOLENCIA,-100.8055124,20.516094
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,8,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2021,JULIO,7,LA FAVORITA,CALLE DAVID REYNOSO,SIN VIOLENCIA,-100.7998275,20.535628
CONTRA LA SALUD,CELAYA,2021,JULIO,6,TECNOLOGICO,CALLE EULALIO GUTIÉRREZ,,-100.8039756,20.5438338
ROBOS DIVERSOS,CELAYA,2021,JULIO,6,EL DORADO,CALLE RAYÓN,SIN VIOLENCIA,-100.8160847,20.5207619
HOMICIDIO DOLOSO,CELAYA,2021,JULIO,17,ZONA CENTRO,NO CATALOGADO,,-100.8155201,20.5203446
ROBOS DIVERSOS,CELAYA,2021,JULIO,17,LOS OLIVOS,CIRCUITO VALLE CENTRAL,SIN VIOLENCIA,-100.7703548,20.5463274
ROBOS DIVERSOS,CELAYA,2021,JULIO,17,LA HERRADURA,CALLE COLONIA,SIN VIOLENCIA,-100.7816294,20.5519952
ROBOS DIVERSOS,CELAYA,2021,JULIO,14,DE SANTO CRISTO,AVENIDA MIGUEL HIDALGO,SIN VIOLENCIA,-100.8259033,20.5212383
ROBOS DIVERSOS,CELAYA,2021,JULIO,14,VALLE DE LA PRIMAVERA,CALLE CANARIO,SIN VIOLENCIA,-100.8210503,20.4989063
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,14,REAL DE CELAYA,AVENIDA SUR 9,,-100.8208521,20.5494214
ROBOS DIVERSOS,CELAYA,2021,JULIO,19,RANCHO SECO,CALLE GUERRERO,CON VIOLENCIA,-100.8045904,20.4869879
OTROS DELITOS SEXUALES,CELAYA,2021,JULIO,19,JARDINES DE CELAYA 1 RA SECC,CALLE PASEO DE GUANAJUATO,,-100.7971503,20.5193627
OTROS DELITOS,CELAYA,2021,JULIO,2,VILLAS DE LA ESPERANZA,FELIPE ANGELES,,-100.7848452,20.552776
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,3,NAT THA HI,CALLE ISIDRO FABELA,,-100.7967538,20.5381784
ROBO DE VEHÍCULO,CELAYA,2021,JULIO,3,ROQUE,CALLE HIDALGO,SIN VIOLENCIA,-100.8374316,20.5808398
OTROS DELITOS,CELAYA,2021,JULIO,7,PEDRO MARIA ANAYA,CALLE CORONEL ELEUTERIO MÉNDEZ,,-100.8787218,20.5267703
ROBOS DIVERSOS,CELAYA,2021,JULIO,13,ARBOLEDAS DE SAN RAFAEL,NO CATALOGADO,CON VIOLENCIA,-100.8379921,20.5037426
ROBOS DIVERSOS,CELAYA,2021,JULIO,14,LA FAVORITA,AVENIDA IRRIGACIÓN,SIN VIOLENCIA,-100.8004997,20.5366809
ROBOS DIVERSOS,CELAYA,2021,JULIO,10,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
DAÑOS,CELAYA,2021,JULIO,20,XOCHIPILLI,AVENIDA JUAN JOSÉ TORRES LANDA,,-100.8256546,20.5349456
ROBOS DIVERSOS,CELAYA,2021,JULIO,20,ALAMEDA,CALLE COAHUILA,SIN VIOLENCIA,-100.8080559,20.5293472
ROBOS DIVERSOS,CELAYA,2021,JULIO,3,EL DORADO,CALLE VALENTÍN GÓMEZ FARÍAS,CON VIOLENCIA,-100.8127347,20.5179536
FRAUDE,CELAYA,2021,JULIO,9,EL DORADO,CALLE VALENTÍN GÓMEZ FARÍAS,,-100.8127347,20.5179536
CONTRA LA SALUD,CELAYA,2021,JULIO,6,DEL BOSQUE,AVENIDA ARRAYANES,,-100.7958328,20.5041445
HOMICIDIO DOLOSO,CELAYA,2021,JULIO,6,CAMPO AZUL,CALLE GUAYABA,,-100.8325749,20.4924862
ROBOS DIVERSOS,CELAYA,2021,JULIO,6,CONSTIYUYENTES,CAMINO A JOFRE,SIN VIOLENCIA,-100.8174196,20.5101797
DAÑOS,CELAYA,2021,JULIO,7,PROGRESO DE SOLIDARIDAD 2,CALLE RÍO YAQUI,,-100.7877337,20.5044111
OTROS DELITOS,CELAYA,2021,JULIO,6,LAS FLORES,CALLE HELIOTROPO,,-100.815822,20.5027258
OTROS DELITOS,CELAYA,2021,JULIO,13,EL DORADO,AVENIDA LICENCIADO BENITO JUÁREZ,,-100.8152453,20.5252005
OTROS DELITOS,CELAYA,2021,JULIO,23,PATRIA NUEVA,CALLE SANTANDER,,-100.8830473,20.5395124
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,24,CONSTIYUYENTES,CAMINO A JOFRE,,-100.8174196,20.5101797
OTROS DELITOS,CELAYA,2021,JULIO,24,BENITO JUAREZ,CALLE EUFEMIO ZAPATA,,-100.8021929,20.539904
LESIONES DOLOSAS,CELAYA,2021,JULIO,24,LUIS DONALDO COLOSIO,CALLE COPLAMAR,,-100.7649951,20.5678183
AMENAZAS,CELAYA,2021,JULIO,24,VILLAS DEL ROMERAL,PRIVADA VILLA DE GUADALUPE,,-100.805558,20.4958427
ROBO DE VEHÍCULO,CELAYA,2021,JULIO,25,LA SUIZA,CALLE MUTUALISMO,CON VIOLENCIA,-100.8234877,20.5173252
LESIONES DOLOSAS,CELAYA,2021,JULIO,23,RESIDENCIAL LAS QUINTAS,CALLE ICEBERG,,-100.7853594,20.543645
ROBO DE VEHÍCULO,CELAYA,2021,JULIO,23,RINCONADA ARBOLEDAS,CALLE MONTES BALCANES,CON VIOLENCIA,-100.8392841,20.5149966
FRAUDE,CELAYA,2021,JULIO,23,LAS CASAS,CALLE CASA BARRAGÁN,,-100.8461476,20.5498326
ROBO A NEGOCIO,CELAYA,2021,JULIO,24,CENTRAL DE ABASTOS,CALLE PASEO DE CELAYA,SIN VIOLENCIA,-100.7956295,20.5154415
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,21,SAN MIGUEL,CALLE EMETERIA VALENCIA,,-100.8171394,20.5188929
FRAUDE,CELAYA,2021,JULIO,21,LAS INSURGENTES,CALLE LA CANO,,-100.7917085,20.5201114
AMENAZAS,CELAYA,2021,JULIO,31,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2021,JULIO,7,QUINTA LOS ARRAYANES,PRIVADA LÁZARO CÁRDENAS,,-100.8098948,20.4982671
FRAUDE,CELAYA,2021,JULIO,12,VILLAS VICENZA,CALLE MORELIA,,-100.8106124,20.5301783
OTROS DELITOS,CELAYA,2021,JULIO,13,LOS OLIVOS,CIRCUITO CATALUÑA,,-100.7709953,20.5442455
ROBOS DIVERSOS,CELAYA,2021,JULIO,14,RANCHO SECO,AVENIDA LÁZARO CÁRDENAS DEL RÍO,CON VIOLENCIA,-100.8096141,20.4911975
ROBO DE VEHÍCULO,CELAYA,2021,JULIO,11,NAT THA HI,CALLE REVOLUCIÓN AGRARIA,SIN VIOLENCIA,-100.7957913,20.5389203
ROBOS DIVERSOS,CELAYA,2021,JULIO,11,RAQUET CLUB CROOS,CALLE NICARAGUA,SIN VIOLENCIA,-100.830685,20.5454889
FRAUDE,CELAYA,2021,JULIO,2,LA CRUZ,CALLE BENITO JUÁREZ,,-100.8110453,20.4712882
AMENAZAS,CELAYA,2021,JULIO,2,IMPRESIONISTAS,CALLE MANUEL DOBLADO,,-100.8235032,20.5232447
ROBOS DIVERSOS,CELAYA,2021,JULIO,1,NO CATALOGADO,CALLE CANARIO,SIN VIOLENCIA,-100.821525,20.4988994
OTROS DELITOS,CELAYA,2021,JULIO,1,VILLAS DEL PARAISO,CALLE TRUEVA OLIVARES,,-100.8287297,20.5265554
OTROS DELITOS,CELAYA,2021,JULIO,1,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2021,JULIO,9,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
ROBO DE VEHÍCULO,CELAYA,2021,JULIO,9,LA JOYITA,CARRETERA CELAYA-SALVATIERRA,CON VIOLENCIA,-100.808988,20.4880265
ROBOS DIVERSOS,CELAYA,2021,JULIO,7,VALLE DE GIRASOLES,CALLE ABEDUL,SIN VIOLENCIA,-100.8383275,20.5263723
OTROS DELITOS,CELAYA,2021,JULIO,8,SANTA ANITA 1,CALLE IGNACIO ALLENDE,,-100.8350923,20.5665255
OTROS DELITOS,CELAYA,2021,JULIO,8,DEL BOSQUE,CALLE TAMARINDO,,-100.7945518,20.5054051
ROBOS DIVERSOS,CELAYA,2021,JULIO,12,LOPEZ PORTILLO,CALLE AURELIO MANRÍQUEZ,SIN VIOLENCIA,-100.8052773,20.5345293
VIOLACION,CELAYA,2021,JULIO,12,LOS OLIVOS,AVENIDA VALLE DE HUASCA,,-100.7703926,20.5466958
OTROS DELITOS,CELAYA,2021,JULIO,12,MEXICO,PRIVADA DE HIDALGO,,-100.8112885,20.5279612
LESIONES DOLOSAS,CELAYA,2021,JULIO,1,JACARANDAS,CALLE EJIDO DE YUSTIS,,-100.8239154,20.5089531
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,1,JACARANDAS,CALLE EJIDO DE YUSTIS,,-100.8239154,20.5089531
ROBOS DIVERSOS,CELAYA,2021,JULIO,4,LA MISION,CALLE MISIÓN DE SAN PEDRO,SIN VIOLENCIA,-100.8338779,20.5480266
HOMICIDIO DOLOSO,CELAYA,2021,JULIO,5,RINCONADA SAN MIGUEL,CALLE CUERNAVACA,,-100.7904674,20.5512975
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,5,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,2,ZONA DE ORO,CALLE LUCIO MARMOLEJO,,-100.8350528,20.5251765
OTROS DELITOS,CELAYA,2021,JULIO,7,NAT THA HI,AVENIDA IRRIGACIÓN,,-100.7969321,20.536649
OTROS DELITOS,CELAYA,2021,JULIO,7,EMILIANO ZAPATA,CALLE AMBROSIO FIGUEROA,,-100.7950925,20.5424406
AMENAZAS,CELAYA,2021,JULIO,7,LAS ARBOLEDAS,CALLE LAGUNA MADRE,,-100.8301286,20.5133978
ROBOS DIVERSOS,CELAYA,2021,JULIO,6,EL DORADO,CALLE GENERAL IGNACIO ALLENDE,SIN VIOLENCIA,-100.8123464,20.5017957
VIOLENCIA FAMILIAR,CELAYA,2021,JULIO,12,TIERRA Y LIBERTAD,CALLE ALPUYECA,,-100.8033901,20.5464631
HOMICIDIO DOLOSO,CELAYA,2021,JULIO,21,LAS ARBOLEDAS,LAGUNA REAL,,-100.8312703,20.5119652
EXTORSION,CELAYA,2021,JULIO,21,INDUSTRIAL,AVENIDA INDUSTRIALES,,-100.8052683,20.5485691
LESIONES DOLOSAS,CELAYA,2021,JULIO,22,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2021,JULIO,19,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2021,JULIO,19,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
DESPOJO,CELAYA,2021,JULIO,19,LAS FLORES,CALLE AZUCENA,,-100.8161644,20.5041964
CONTRA LA SALUD,CELAYA,2021,JULIO,24,IMPRESIONISTAS,CALLE ANDRÉS QUINTANA ROO,,-100.8273939,20.5226444
ROBOS DIVERSOS,CELAYA,2021,JULIO,23,EMILIANO ZAPATA,AVENIDA TIERRA Y LIBERTAD,CON VIOLENCIA,-100.7985253,20.541359
ROBO DE VEHÍCULO,CELAYA,2021,JULIO,23,VIRGEN DEL REFUGIO,CIRCUITO LA GUADALUPANA,CON VIOLENCIA,-100.8414552,20.5545215
CONTRA LA SALUD,CELAYA,2021,JULIO,22,SANTA LUCIA,CALLE DIVISIÓN DEL NORTE,,-100.8039069,20.515944
AMENAZAS,CELAYA,2021,JULIO,22,DEL PARQUE,AVENIDA PROFESOR FRANCISCO JUÁREZ,,-100.8270289,20.5371374
AMENAZAS,CELAYA,2021,JULIO,7,SAN RAFAEL,CALLE EUCALIPTO,,-100.8344546,20.5027605
OTROS DELITOS,CELAYA,2021,JULIO,7,ALAMEDA,CALLE GUADALUPE VICTORIA,,-100.8125696,20.5178873
ROBOS DIVERSOS,CELAYA,2021,JULIO,17,JARDINES DE CELAYA 3 RA SECC,CALLE PASEO DEL BAJÍO,CON VIOLENCIA,-100.7945601,20.5161481
OTROS DELITOS,CELAYA,2021,JULIO,15,PUESTA DEL SOL,CALLE CREPÚSCULO,,-100.8112885,20.5279612
LESIONES DOLOSAS,CELAYA,2021,JULIO,16,DE SANTIAGUITO,CALLE 5 DE MAYO,,-100.8160523,20.524781
OTROS DELITOS,CELAYA,2021,JULIO,16,EL DORADO,AVENIDA LICENCIADO BENITO JUÁREZ,,-100.8152453,20.5252005
ROBOS DIVERSOS,CELAYA,2021,JULIO,15,EL DORADO,CALLE RAYÓN,CON VIOLENCIA,-100.8160847,20.5207619
FRAUDE,CELAYA,2021,JULIO,15,EJIDAL,CALLE EJIDO SANTA INÉS,,-100.8249371,20.5044753
ROBOS DIVERSOS,CELAYA,2021,JULIO,13,ZONA DE ORO,CALLE EDUARDO VARGAS,CON VIOLENCIA,-100.8346623,20.5265758
DAÑOS,CELAYA,2021,JULIO,21,JARDINES DE CELAYA 2 DA SECC,AVENIDA CONSTITUYENTES,,-100.8113404,20.5102508
CONTRA LA SALUD,CELAYA,2021,JULIO,19,LAS FLORES,CALLE HELIOTROPO,,-100.815822,20.5027258
