delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion,longitud,latitud
OTROS DELITOS,CELAYA,2024,ENERO,30,JARDINES DE CELAYA 1RA SECCIÓN CELAYA GUANAJUATO,PASEO DE GUANAJUATO,,-100.7979168,20.5166044
DESPOJO,CELAYA,2024,ENERO,31,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,FRANCISCO I. MADERO,,-100.7630007,20.6255467
OTROS DELITOS,CELAYA,2024,FEBRERO,19,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
OTROS DELITOS,CELAYA,2024,FEBRERO,16,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
ROBO A NEGOCIO,CELAYA,2024,FEBRERO,16,CELAYA GUANAJUATO,EJE NOR-PONIENTE MANUEL J. CLOUTHIER,CON VIOLENCIA,-100.8468279,20.533016
ROBOS DIVERSOS,CELAYA,2024,FEBRERO,5,ALAMOS CELAYA GUANAJUATO,FAISÁN,SIN VIOLENCIA,-100.852435,20.5298969
DAÑOS,CELAYA,2024,FEBRERO,2,SANTA BARBARA CELAYA GUANAJUATO,CUNA DE LA INDEPENDENCIA,,-100.8414094,20.525483
CONTRA LA SALUD,CELAYA,2024,FEBRERO,3,CELAYA GUANAJUATO,NORTHEAST AXIS LUIS DONALDO COLOSIO,,-100.845493,20.5474323
FRAUDE,CELAYA,2024,FEBRERO,3,COLONIA CENTRO CELAYA GUANAJUATO,INDEPENDENCIA,,-100.8123595,20.5221463
ROBOS DIVERSOS,CELAYA,2024,FEBRERO,3,COLONIA CENTRO CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA,-100.8114329,20.5193506
CONTRA LA SALUD,CELAYA,2024,FEBRERO,19,CELAYA GUANAJUATO,VILLA DE LA FANTASÍA,,-100.8265373,20.4899231
ROBO A NEGOCIO,CELAYA,2024,FEBRERO,20,CELAYA GUANAJUATO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
ROBO A NEGOCIO,CELAYA,2024,ENERO,12,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,PRESA ÁLVARO OBREGÓN,SIN VIOLENCIA,-100.8030699,20.551689
ROBOS DIVERSOS,CELAYA,2024,ENERO,26,VALLE DE LOS NARANJOS CELAYA GUANAJUATO,CALLE DE LOS VALLES,SIN VIOLENCIA,-100.8535585,20.5555888
OTROS DELITOS,CELAYA,2024,ENERO,28,EL PUESTO GUANAJUATO,NO CATALOGADO,,-100.8297222,20.4691666
FRAUDE,CELAYA,2024,ENERO,18,SANTA MARIA CELAYA GUANAJUATO,PRIVADA DEL CARMEN,,-100.8165513,20.5005306
OTROS DELITOS,CELAYA,2024,ENERO,25,EMILIANO ZAPATA CELAYA GUANAJUATO,AVENIDA ANENECUILCO,,-100.8023689,20.5413929
OTROS DELITOS,CELAYA,2024,ENERO,12,BOSQUES DE LA ALAMEDA CELAYA GUANAJUATO,AMADOR SALAZAR,,-100.8065223,20.5341575
AMENAZAS,CELAYA,2024,FEBRERO,9,EJIDAL CELAYA GUANAJUATO,EJIDO DE CANOAS,,-100.8327536,20.5042565
HOMICIDIO DOLOSO,CELAYA,2024,FEBRERO,9,HACIENDA NATURA CELAYA GUANAJUATO,RIO AYUTLA,,-100.8602598,20.5548057
OTROS DELITOS,CELAYA,2024,FEBRERO,8,GOBERNADORES CELAYA GUANAJUATO,CALLE SEVERO CASTILLO,,-100.783413,20.5442117
LESIONES DOLOSAS,CELAYA,2024,ENERO,18,BENITO JUÁREZ CELAYA GUANAJUATO,CANAL DE LABRADORES,,-100.8045215,20.5390446
OTROS DELITOS,CELAYA,2024,ENERO,17,EMILIANO ZAPATA CELAYA GUANAJUATO,GENOVEVO DE LA O.,,-100.798008,20.5440064
ROBO A CASA HABITACIÓN,CELAYA,2024,ENERO,18,PUERTAS DE SANTA MARÍA CELAYA GUANAJUATO,GUANAJUATO 45D,SIN VIOLENCIA,-100.7844813,20.5745923
FRAUDE,CELAYA,2024,ENERO,11,FOVISSSTE CELAYA GUANAJUATO,ALONSO DE ZURITA,,-100.8182587,20.543445
ROBO A NEGOCIO,CELAYA,2024,FEBRERO,15,COLONIA CENTRO CELAYA GUANAJUATO,JOSÉ MARIA MORELOS,CON VIOLENCIA,-100.8013128,20.5206699
FRAUDE,CELAYA,2024,FEBRERO,20,LA CRUZ CELAYA GUANAJUATO,LOS ANGELES,,-100.8483203,20.541613
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,FEBRERO,20,COLONIA CENTRO CELAYA GUANAJUATO,LICENCIADO ANDRÉS QUINTANA ROO,,-100.8199598,20.5226256
DAÑOS,CELAYA,2024,FEBRERO,19,ALAMOS CELAYA GUANAJUATO,CALLE RUISEÑOR,,-100.8485886,20.5281578
EXTORSION,CELAYA,2024,FEBRERO,19,CELAYA SANTA MARIA GUANAJUATO,NO CATALOGADO,,-100.8397295,20.5533009
FRAUDE,CELAYA,2024,FEBRERO,19,VALLE DEL REAL CELAYA GUANAJUATO,REAL DEL SEMINARIO,,-100.8450301,20.5276738
LESIONES DOLOSAS,CELAYA,2024,FEBRERO,18,PROGRESO DE SOLIDARIDAD 2 CELAYA GUANAJUATO,RÍO SOTO LA MARINA,,-100.7891068,20.5045035
OTROS DELITOS,CELAYA,2024,FEBRERO,17,COLONIA LOS ANGELES UNIDAD HABITACIONAL DE TIERRAS NEGRAS CELAYA GUANAJUATO,LOS AZTECAS,,-100.8269305,20.5281944
OTROS DELITOS,CELAYA,2024,FEBRERO,18,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,HAYA,,-100.7927461,20.509793
ROBOS DIVERSOS,CELAYA,2024,FEBRERO,19,TENERÍA DEL SANTUARIO GUANAJUATO,LÁZARO CÁRDENAS,CON VIOLENCIA,-100.7990816,20.5992423
ROBO DE VEHÍCULO,CELAYA,2024,FEBRERO,19,LOS NARANJOS CELAYA GUANAJUATO,DEL MORERO,CON VIOLENCIA,-100.8476944,20.5518579
HOMICIDIO DOLOSO,CELAYA,2024,FEBRERO,19,SAN ANTONIO CELAYA GUANAJUATO,MIGUEL HIDALGO,,-100.8277089,20.5436688
VIOLENCIA FAMILIAR,CELAYA,2024,FEBRERO,19,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,ARRAYANES,,-100.7958328,20.5041445
AMENAZAS,CELAYA,2024,FEBRERO,19,EX. HDA. STA. MARIA DEL REFUGIO CELAYA GUANAJUATO,BOULEVARD JUAN PABLO II,,-100.828459,20.496356
ROBO A CASA HABITACIÓN,CELAYA,2024,ENERO,11,ZONA DE ORO CELAYA GUANAJUATO,GALAXIA,SIN VIOLENCIA,-100.8325573,20.5257424
FRAUDE,CELAYA,2024,ENERO,17,LOS NARANJOS CELAYA GUANAJUATO,CIRCUITO DE LOS CEREZOS,,-100.846548,20.5530493
VIOLENCIA FAMILIAR,CELAYA,2024,ENERO,8,BARRIO DEL ZAPOTE CELAYA GUANAJUATO,16 DE SEPTIEMBRE,,-100.8036421,20.5253851
VIOLENCIA FAMILIAR,CELAYA,2024,ENERO,12,CAMPO AZUL CELAYA GUANAJUATO,CALLE CEBADA,,-100.8323744,20.4908342
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,ENERO,15,ROQUE GUANAJUATO,LOS PINOS,,-100.8396346,20.5801772
LESIONES DOLOSAS,CELAYA,2024,FEBRERO,2,SANTA BARBARA CELAYA GUANAJUATO,CUNA DE LA INDEPENDENCIA,,-100.8414094,20.525483
CONTRA LA SALUD,CELAYA,2024,ENERO,10,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,ADELFA,,-100.7944802,20.5033429
OTROS DELITOS,CELAYA,2024,ENERO,18,JARDINES DE CELAYA 1RA SECCIÓN CELAYA GUANAJUATO,PASEO DE GUANAJUATO,,-100.7979168,20.5166044
ROBOS DIVERSOS,CELAYA,2024,ENERO,16,COLONIA DEL PARQUE CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,SIN VIOLENCIA,-100.8247463,20.5357183
HOMICIDIO DOLOSO,CELAYA,2024,ENERO,3,CELAYA GUANAJUATO,RÍO NILO,,-100.7932188,20.4157628
DAÑOS,CELAYA,2024,ENERO,8,SAN MARTIN DE CAMARGO CELAYA GUANAJUATO,CALLE AVENIDA REVOLUCIÓN,,-100.8026708,20.5561836
OTROS DELITOS,CELAYA,2024,ENERO,5,EL VERGEL CELAYA GUANAJUATO,JOSÉ MARÍA PINO SUÁREZ,,-100.8046048,20.5153875
OTROS DELITOS,CELAYA,2024,ENERO,8,TENERÍA DEL SANTUARIO GUANAJUATO,CALLE FRONTERA,,-100.7979622,20.5960209
ROBO A CASA HABITACIÓN,CELAYA,2024,ENERO,10,SAN JUANICO CELAYA GUANAJUATO,AVENIDA BRILLANTE,SIN VIOLENCIA,-100.8397923,20.538331
OTROS DELITOS SEXUALES,CELAYA,2024,FEBRERO,14,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
DAÑOS,CELAYA,2024,FEBRERO,15,SANTA MARIA CELAYA GUANAJUATO,BOULEVARD JUAN PABLO II,,-100.828459,20.496356
OTROS DELITOS,CELAYA,2024,FEBRERO,15,MONTE BLANCO CELAYA GUANAJUATO,PASEO DE SAN NICOLÁS DE PARRA,,-100.8294192,20.5096365
ROBO A NEGOCIO,CELAYA,2024,FEBRERO,20,1A LOS LAURELES CELAYA GUANAJUATO,FERROCARRIL CENTRAL,SIN VIOLENCIA,-100.8287991,20.5297707
OTROS DELITOS,CELAYA,2024,FEBRERO,20,SANTA ANITA CELAYA GUANAJUATO,VENUS,,-100.8318854,20.5284434
DAÑOS,CELAYA,2024,FEBRERO,19,OBRERO MUNDIAL CELAYA GUANAJUATO,TAMPICO,,-100.8029273,20.5244428
OTROS DELITOS,CELAYA,2024,FEBRERO,17,FOVISSSTE CELAYA GUANAJUATO,ANTONIO GARCÍA CUBAS,,-100.8165853,20.5396235
HOMICIDIO DOLOSO,CELAYA,2024,FEBRERO,17,PASEO DEL CAMPESTRE CELAYA GUANAJUATO,DEL ARCE ROJO,,-100.7934093,20.524019
VIOLENCIA FAMILIAR,CELAYA,2024,FEBRERO,18,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2024,FEBRERO,19,JÁUREGUI GUANAJUATO,REFORMA,,-100.7193935,20.593637
AMENAZAS,CELAYA,2024,FEBRERO,14,LIBERACION CELAYA GUANAJUATO,CUAUHTÉMOC,,-100.7942929,20.5289682
AMENAZAS,CELAYA,2024,FEBRERO,15,CAMPO AZUL CELAYA GUANAJUATO,AVENIDA HIERBABUENA,,-100.832087,20.4924952
VIOLENCIA FAMILIAR,CELAYA,2024,ENERO,18,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,CALLE TENOCHTITLAN,,-100.7585112,20.6185077
ROBO A NEGOCIO,CELAYA,2024,ENERO,17,LOS LAURELES CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,CON VIOLENCIA,-100.8322013,20.5362293
AMENAZAS,CELAYA,2024,ENERO,31,CELAYA GUANAJUATO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2024,ENERO,7,BARRIO DE LA CRUZ RINCÓN DE TAMAYO GUANAJUATO,GENERAL EMILIANO ZAPATA,,-100.7521142,20.4246311
OTROS DELITOS SEXUALES,CELAYA,2024,ENERO,6,EMILIANO ZAPATA CELAYA GUANAJUATO,CALLE AURELIO BONILLA,,-100.7927461,20.5450626
ABUSO DE CONFIANZA,CELAYA,2024,ENERO,11,SAN JUAN CELAYA GUANAJUATO,AVENIDA CONSTITUYENTES,,-100.820826,20.5114477
ROBOS DIVERSOS,CELAYA,2024,FEBRERO,17,COLONIA CENTRO CELAYA GUANAJUATO,COLUNGA GUERRERO,SIN VIOLENCIA,-100.8143905,20.5221879
ROBO A NEGOCIO,CELAYA,2024,FEBRERO,17,CELAYA GUANAJUATO,DE LOS ENCINOS,CON VIOLENCIA,-100.7809084,20.5317997
ROBOS DIVERSOS,CELAYA,2024,FEBRERO,18,ALAMEDA CELAYA GUANAJUATO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
ROBO A CASA HABITACIÓN,CELAYA,2024,ENERO,23,BOSQUES DE LA ALAMEDA CELAYA GUANAJUATO,FRANCISCO PACHECO,SIN VIOLENCIA,-100.8080617,20.5340649
LESIONES DOLOSAS,CELAYA,2024,ENERO,22,ALAMOS CELAYA GUANAJUATO,FLOR DE DURAZNO,,-100.8501482,20.527865
OTROS DELITOS,CELAYA,2024,ENERO,12,BARRIO DE LA CRUZ RINCÓN DE TAMAYO GUANAJUATO,INDEPENDENCIA,,-100.7527706,20.425018
ROBO DE VEHÍCULO,CELAYA,2024,ENERO,17,EMILIANO ZAPATA CELAYA GUANAJUATO,GRACIANO SÁNCHEZ,SIN VIOLENCIA,-100.7993846,20.5398929
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2024,ENERO,17,RENACIMIENTO CELAYA GUANAJUATO,MIGUEL HIDALGO,,-100.8346745,20.5207954
AMENAZAS,CELAYA,2024,ENERO,23,SAN JUAN DE LA VEGA GUANAJUATO SAN JUAN DE LA VEGA GUANAJUATO,CALLE ALVARO OBREGON CALLE ALVARO OBREGON,,-100.7623968,20.6285556
DAÑOS,CELAYA,2024,ENERO,17,CELAYA GUANAJUATO,AVENIDA IRRIGACIÓN,,-100.7992298,20.5366886
OTROS DELITOS,CELAYA,2024,ENERO,25,EL SAUZ GUANAJUATO,NO CATALOGADO,,-100.7967655,20.4103427
LESIONES DOLOSAS,CELAYA,2024,ENERO,3,VILLA LOS ÁLAMOS SAN ISIDRO CRESPO GUANAJUATO,CALLE INDEPENDENCIA,,-100.8870822,20.5240811
AMENAZAS,CELAYA,2024,ENERO,8,GUANAJUATO,SAN MIGUEL DE ALLENDE - CELAYA,,-100.8217613,20.5004271
DAÑOS,CELAYA,2024,ENERO,16,GUANAJUATO,LIBRAMIENTO SUR DE CELAYA,,-100.8161182,20.4841658
EXTORSION,CELAYA,2024,ENERO,16,EL VERGEL CELAYA GUANAJUATO,ANTONIO PLAZA,,-100.807879,20.5152568
DAÑOS,CELAYA,2024,FEBRERO,15,MISION SANTA FE CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,,-100.7933093,20.5494592
VIOLENCIA FAMILIAR,CELAYA,2024,FEBRERO,16,SANTOS DEGOLLADO CELAYA GUANAJUATO,BOULEVARD FRIDA KAHLO,,-100.8561889,20.554254
HOMICIDIO CULPOSO,CELAYA,2024,FEBRERO,16,BARRIO DE SANTO CRISTO CELAYA GUANAJUATO,DIEGO RIVERA,,-100.8261,20.5204159
LESIONES DOLOSAS,CELAYA,2024,FEBRERO,14,BAJIO DE LAS AMERICAS CELAYA GUANAJUATO,AMÉRICAS,,-100.8240978,20.5324951
ROBO A NEGOCIO,CELAYA,2024,FEBRERO,15,CAMPESTRE DE CELAYA CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,CON VIOLENCIA,-100.7911593,20.5181847
LESIONES DOLOSAS,CELAYA,2024,FEBRERO,15,LA SUIZA CELAYA GUANAJUATO,MUTUALISMO,,-100.8234877,20.5173252
VIOLENCIA FAMILIAR,CELAYA,2024,FEBRERO,15,LOS OLIVOS CELAYA GUANAJUATO,CIRCUITO ANDALUCÍA,,-100.7724311,20.5443372
OTROS DELITOS,CELAYA,2024,FEBRERO,15,INDUSTRIAL CELAYA GUANAJUATO,TOPOGRAFOS,,-100.8099303,20.5439023
ROBOS DIVERSOS,CELAYA,2024,FEBRERO,15,COLONIA CENTRO CELAYA GUANAJUATO,ZARAGOZA,SIN VIOLENCIA,-100.8146962,20.5197507
FRAUDE,CELAYA,2024,FEBRERO,19,PRIMERA FRACCIÓN DE CRESPO GUANAJUATO,NARANJO,,-100.8551492,20.491189
HOMICIDIO DOLOSO,CELAYA,2024,FEBRERO,20,HACIENDA NATURA CELAYA GUANAJUATO,PARQUE DEL CIMATARIO,,-100.8602898,20.5542304
OTROS DELITOS,CELAYA,2024,FEBRERO,15,INDUSTRIAL CELAYA GUANAJUATO,TOPOGRAFOS,,-100.8099303,20.5439023
DAÑOS,CELAYA,2024,FEBRERO,15,SANTA MARIA CELAYA GUANAJUATO,JUVENTINO ROSAS,,-100.8188022,20.4987461
OTROS DELITOS,CELAYA,2024,FEBRERO,14,RESIDENCIAL DEL PARQUE CELAYA GUANAJUATO,MIGUEL HIDALGO,,-100.8278039,20.5409803
DAÑOS,CELAYA,2024,FEBRERO,13,RANCHO SECO CELAYA GUANAJUATO,BOULEVARD JUAN PABLO II,,-100.8143854,20.4959601
ROBOS DIVERSOS,CELAYA,2024,FEBRERO,15,VILLAS DE LA ESPERANZA CELAYA GUANAJUATO,LA ETERNIDAD,SIN VIOLENCIA,-100.7857567,20.5534848
OTROS DELITOS,CELAYA,2024,FEBRERO,15,CELAYA GUANAJUATO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2024,FEBRERO,15,ALAMEDA CELAYA GUANAJUATO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
ROBO A NEGOCIO,CELAYA,2024,FEBRERO,14,LA FAVORITA CELAYA GUANAJUATO,ANILLO LUIS H. GONZÁLEZ,CON VIOLENCIA,-100.7998472,20.5352356
OTROS DELITOS,CELAYA,2024,ENERO,30,EL GUAJE GUANAJUATO,VILLAGRÁN-CELAYA,,-100.904541,20.5146309
ROBOS DIVERSOS,CELAYA,2024,ENERO,22,EJIDAL CELAYA GUANAJUATO,EJIDO DE MICHINELAS,CON VIOLENCIA,-100.8271734,20.4985139
ROBOS DIVERSOS,CELAYA,2024,FEBRERO,17,SAN JUAN DE LA VEGA GUANAJUATO,CALLE 5 DE MAYO ORIENTE,SIN VIOLENCIA,-100.7616943,20.6243021
ROBO DE VEHÍCULO,CELAYA,2024,FEBRERO,17,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,NORTE II,SIN VIOLENCIA,-100.8203855,20.5547688
ROBOS DIVERSOS,CELAYA,2024,ENERO,17,GIRASOLES CELAYA GUANAJUATO,SUR,SIN VIOLENCIA,-100.837996,20.528538
AMENAZAS,CELAYA,2024,ENERO,18,SAN JOSÉ DE LA PRESA GUANAJUATO,AGUSTÍN I ITURBIDE,,-100.7529263,20.6099845
LESIONES DOLOSAS,CELAYA,2024,ENERO,21,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
OTROS DELITOS,CELAYA,2024,ENERO,15,SANTA MARÍA DEL REFUGIO GUANAJUATO,GUSTAVO DÍAZ ORDAZ,,-100.801656,20.4427031
VIOLENCIA FAMILIAR,CELAYA,2024,ENERO,20,VALLE DE LOS NARANJOS CELAYA GUANAJUATO,DE LA PRADERA,,-100.853052,20.556358
HOMICIDIO DOLOSO,CELAYA,2024,ENERO,13,LOS OLIVOS CELAYA GUANAJUATO,CIRCUITO MALLORCA,,-100.7697321,20.5481831
VIOLENCIA FAMILIAR,CELAYA,2024,ENERO,10,PATRIA NUEVA COLONIA PATRIA NUEVA GUANAJUATO,18 DE MARZO,,-100.8797841,20.5289872
DESPOJO,CELAYA,2024,ENERO,22,ROQUE GUANAJUATO,CALLE FRANCISCO I. MADERO,,-101.3436692,20.6008789
DAÑOS,CELAYA,2024,FEBRERO,14,LA LUZ GUANAJUATO,JUVENTINO ROSAS,,-100.8112885,20.5279612
AMENAZAS,CELAYA,2024,FEBRERO,14,LA LUZ GUANAJUATO,JUVENTINO ROSAS,,-100.8112885,20.5279612
OTROS DELITOS,CELAYA,2024,FEBRERO,13,ALFREDO VAZQUEZ BONFIL CELAYA GUANAJUATO,PRESA BOQUERÓN,,-100.8147563,20.5393731
DAÑOS,CELAYA,2024,FEBRERO,13,SAN JUAN CELAYA GUANAJUATO,AVENIDA CONSTITUYENTES,,-100.820826,20.5114477
ROBOS DIVERSOS,CELAYA,2024,FEBRERO,16,VILLAS DEL ROMERAL CELAYA GUANAJUATO,V.DEL PEDREG,CON VIOLENCIA,-100.8075155,20.4984233
