delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion,longitud,latitud
ROBOS DIVERSOS,CELAYA,2025,ENERO,25,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,SIN VIOLENCIA,-100.815822,20.5027258
HOMICIDIO DOLOSO,CELAYA,2025,ENERO,22,ALFREDO VAZQUEZ BONFIL CELAYA GUANAJUATO,PRESA DE LOS SANTOS,,-100.8119429,20.5405346
ROBO A CASA HABITACIÓN,CELAYA,2025,ENERO,24,COLONIA CENTRO CELAYA GUANAJUATO,NICOLÁS BRAVO,SIN VIOLENCIA,-100.8182541,20.5208025
OTROS DELITOS,CELAYA,2025,ENERO,21,LA ESPERANZA CELAYA GUANAJUATO,GENERAL RAÚL MADERO,,-100.7851617,20.5550909
OTROS DELITOS,CELAYA,2025,ENERO,19,LAS FLORES CELAYA GUANAJUATO,ORQUÍDEA,,-100.8156012,20.5047381
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,23,CELAYA GUANAJUATO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2025,ENERO,22,ENRIQUE COLUNGA CELAYA GUANAJUATO,RÍO LERMA,,-100.8242752,20.5177573
FRAUDE,CELAYA,2025,ENERO,22,ZONA DE ORO CELAYA GUANAJUATO,LUCIO MARMOLEJO,,-100.8350528,20.5251765
DAÑOS,CELAYA,2025,ENERO,22,LA MISION CELAYA GUANAJUATO,CASUARINAS,,-100.8362653,20.548959
OTROS DELITOS,CELAYA,2025,ENERO,23,PASEOS PRIVANZA CELAYA GUANAJUATO,CIRCUITO PADUA,,-100.765302,20.548207
OTROS DELITOS,CELAYA,2025,ENERO,15,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
HOMICIDIO DOLOSO,CELAYA,2025,ENERO,28,VALLE DE LOS NARANJOS CELAYA GUANAJUATO,AVENIDA EL SAUZ,,-100.8534378,20.5549403
DAÑOS,CELAYA,2025,ENERO,29,EMILIANO ZAPATA CELAYA GUANAJUATO,DAMIÁN CARMONA,,-100.796717,20.5383693
HOMICIDIO DOLOSO,CELAYA,2025,ENERO,18,LA CRUZ GUANAJUATO,CALLE ALLENDE,,-100.7962938,20.4607934
ROBO DE VEHÍCULO,CELAYA,2025,ENERO,28,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
DAÑOS,CELAYA,2025,ENERO,15,RESURRECCIÓN CELAYA GUANAJUATO,LEÓN GUZMÁN,,-100.8116241,20.5165802
ROBO A CASA HABITACIÓN,CELAYA,2025,ENERO,17,FRACCIONAMIENTO LOS MEZQUITES GUANAJUATO,MOCANERO,SIN VIOLENCIA,-100.8854254,20.5330048
OTROS DELITOS,CELAYA,2025,ENERO,30,GIRASOLES CELAYA GUANAJUATO,LIMONERO,,-100.8370688,20.5268874
DAÑOS,CELAYA,2025,ENERO,30,ÁLAMOS PARK ALAMOS CELAYA GUANAJUATO,QUETZALLI,,-100.850414,20.5302272
AMENAZAS,CELAYA,2025,ENERO,27,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
AMENAZAS,CELAYA,2025,ENERO,25,LAS ARBOLEDAS CELAYA GUANAJUATO,MONTE BLANCO,,-100.8355041,20.51412
AMENAZAS,CELAYA,2025,ENERO,26,LAS ARBOLEDAS CELAYA GUANAJUATO,PASEO DE SAN NICOLÁS DE PARRA,,-100.8276049,20.5107271
ABUSO DE CONFIANZA,CELAYA,2025,ENERO,31,CELAYA GUANAJUATO,PÍPILA,,-100.8155139,20.518177
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,29,LATINOAMERICANA CELAYA GUANAJUATO,AVENIDA MÉXICO,,-100.835,20.5439986
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,29,LA CALESA CELAYA GUANAJUATO,CALLE GALERA,,-100.8469301,20.5582993
LESIONES DOLOSAS,CELAYA,2025,ENERO,29,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
ROBOS DIVERSOS,CELAYA,2025,ENERO,16,CELAYA GUANAJUATO,AVENIDA EL SAUZ,CON VIOLENCIA,-100.8452062,20.5485884
ROBO A NEGOCIO,CELAYA,2025,ENERO,30,BARRIO DE SANTIAGUITO CELAYA GUANAJUATO,LEANDRO VALLE,CON VIOLENCIA,-100.8204719,20.5264955
ROBO DE VEHÍCULO,CELAYA,2025,ENERO,17,SAN ELÍAS GUANAJUATO,CAMINO A SAN ELÍAS,SIN VIOLENCIA,-100.8380909,20.6317302
AMENAZAS,CELAYA,2025,ENERO,31,SAN MIGUEL CELAYA GUANAJUATO,RÍO LERMA,,-100.8205012,20.518308
DAÑOS,CELAYA,2025,ENERO,14,SAN JUANICO CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,,-100.8352366,20.5374858
LESIONES DOLOSAS,CELAYA,2025,ENERO,22,VILLA DE CELAYA CELAYA GUANAJUATO,PASEO DILIGENCIA,,-100.79138,20.5297213
ROBOS DIVERSOS,CELAYA,2025,ENERO,22,ROQUE GUANAJUATO,PROLONGACIÓN PINO SUÁREZ,CON VIOLENCIA,-100.8447465,20.5810804
CONTRA LA SALUD,CELAYA,2025,ENERO,16,CELAYA GUANAJUATO,NO CATALOGADO,,-100.8212707,20.519439
DAÑOS,CELAYA,2025,ENERO,16,CELAYA GUANAJUATO,NO CATALOGADO,,-100.8212707,20.519439
ROBO DE VEHÍCULO,CELAYA,2025,ENERO,18,CELAYA GUANAJUATO,AVENIDA BALEARES,CON VIOLENCIA,-100.7718166,20.5518247
CONTRA LA SALUD,CELAYA,2025,ENERO,18,EJIDAL CELAYA GUANAJUATO,EJIDO DE MICHINELAS,,-100.8271734,20.4985139
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2025,ENERO,13,VILLAS DE LA ESPERANZA CELAYA GUANAJUATO,DE LA CONCORDIA,,-100.7849395,20.5531288
ROBO DE VEHÍCULO,CELAYA,2025,ENERO,25,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,SIN VIOLENCIA,-100.815822,20.5027258
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,16,VILLAS DEL BAJIO IV CELAYA GUANAJUATO,VILLA DE TROJES,,-100.8701379,20.564235
AMENAZAS,CELAYA,2025,ENERO,28,CELAYA GUANAJUATO,JOSÉ MARÍA MORELOS Y PAVÓN,,-100.8379704,20.5655926
OTROS DELITOS,CELAYA,2025,ENERO,14,LIBERACION CELAYA GUANAJUATO,MARIA DOLORES VILLAGRAN,,-100.7951566,20.5289908
ROBOS DIVERSOS,CELAYA,2025,ENERO,28,BAJIO DE LAS AMERICAS CELAYA GUANAJUATO,MARIANO ABASOLO,SIN VIOLENCIA,-100.8240978,20.5324951
OTROS DELITOS,CELAYA,2025,ENERO,28,SAN ELÍAS GUANAJUATO,EMILIANO ZAPATA,,-100.8416499,20.6346782
ROBOS DIVERSOS,CELAYA,2025,ENERO,18,ALAMEDA CELAYA GUANAJUATO,CRISTÓBAL COLÓN,SIN VIOLENCIA,-100.8112703,20.5301637
AMENAZAS,CELAYA,2025,ENERO,19,PROGRESO DE SOLIDARIDAD 2 CELAYA GUANAJUATO,RÍO SAN FERNANDO,,-100.7884893,20.5047397
OTROS DELITOS,CELAYA,2025,ENERO,29,VILLA DE CELAYA CELAYA GUANAJUATO,PASEO DE LAS CARRETAS,,-100.7918063,20.5306558
CONTRA LA SALUD,CELAYA,2025,ENERO,27,VILLAS DEL PARAISO CELAYA GUANAJUATO,LEANDRO VALLE,,-100.8204719,20.5264955
ROBO DE VEHÍCULO,CELAYA,2025,ENERO,21,SAN ISIDRO CRESPO GUANAJUATO,CARRETERA FEDERAL 45,CON VIOLENCIA,-100.8826535,20.5162034
ROBOS DIVERSOS,CELAYA,2025,ENERO,21,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,CALLE DE LOS AZTECAS,CON VIOLENCIA,-100.7640756,20.6226408
HOMICIDIO CULPOSO,CELAYA,2025,ENERO,21,SANTA RITA CELAYA GUANAJUATO,TEPIC,,-100.7876164,20.5477049
CONTRA LA SALUD,CELAYA,2025,ENERO,22,EJIDAL CELAYA GUANAJUATO,EJIDO DEL PUENTE,,-100.8298886,20.5030672
OTROS DELITOS,CELAYA,2025,ENERO,22,ALAMEDA CELAYA GUANAJUATO,20 DE NOVIEMBRE,,-100.8098371,20.5310865
ROBO A NEGOCIO,CELAYA,2025,ENERO,22,LAS FUENTES CELAYA GUANAJUATO,LICENCIADO ANDRÉS QUINTANA ROO,CON VIOLENCIA,-100.8295943,20.522629
OTROS DELITOS,CELAYA,2025,ENERO,22,SAN ISIDRO CRESPO GUANAJUATO,CALLE INDEPENDENCIA,,-100.8871539,20.5159686
OTROS DELITOS,CELAYA,2025,ENERO,22,SAN JUAN CELAYA GUANAJUATO,AVENIDA CONSTITUYENTES,,-100.820826,20.5114477
CONTRA LA SALUD,CELAYA,2025,ENERO,15,CELAYA GUANAJUATO,CIRCUITO EL HUERTO,,-100.8458909,20.5120455
AMENAZAS,CELAYA,2025,ENERO,18,LAGOS CELAYA GUANAJUATO,LAGO DE CAMECUARO,,-100.8341559,20.5105535
OTROS DELITOS,CELAYA,2025,ENERO,29,EL TERRERO GUANAJUATO,AVENIDA ALLENDE,,-100.7907586,20.4539376
ROBO A NEGOCIO,CELAYA,2025,ENERO,22,LA MISION CELAYA GUANAJUATO,CASUARINAS,SIN VIOLENCIA,-100.8362653,20.548959
DAÑOS,CELAYA,2025,ENERO,21,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2025,ENERO,21,RESIDENCIAL DEL VALLE CELAYA GUANAJUATO,MARIANO ABASOLO,,-100.8238956,20.5303409
CONTRA LA SALUD,CELAYA,2025,ENERO,13,SAN JUAN CELAYA GUANAJUATO,LICENCIADO MARIANO AZUELA,,-100.819626,20.5127456
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2025,ENERO,16,LOS OLIVOS CELAYA GUANAJUATO,FIAMBALA,,-100.771735,20.54602
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2025,ENERO,15,VILLA LOS ÁLAMOS CELAYA GUANAJUATO,AVENIDA EDZNÁ,,-100.8601145,20.5266697
OTROS DELITOS,CELAYA,2025,ENERO,27,LOS OLIVOS CELAYA GUANAJUATO,PROLONGACIÓN CIRCUITO TERUEL,,-100.7689673,20.55099
CONTRA LA SALUD,CELAYA,2025,ENERO,27,LAS FUENTES CELAYA GUANAJUATO,FUENTE DE MERCURIO,,-100.831836,20.5219817
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,17,LAGOS CELAYA GUANAJUATO,LAGO DE TEXCOCO,,-100.8360827,20.5109868
OTROS DELITOS,CELAYA,2025,ENERO,18,38035 CIRCUITO GOBERNADORES CELAYA GUANAJUATO,JOSÉ MARÍA ALFARO NORTE,,-100.7820262,20.5472998
HOMICIDIO DOLOSO,CELAYA,2025,ENERO,30,EMILIANO ZAPATA CELAYA GUANAJUATO,PRESA PEÑUELITAS,,-100.8040446,20.5404889
AMENAZAS,CELAYA,2025,ENERO,30,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
OTROS DELITOS,CELAYA,2025,ENERO,25,EMILIANO ZAPATA CELAYA GUANAJUATO,OTILIO MONTAÑO,,-100.7972529,20.5405325
OTROS DELITOS,CELAYA,2025,ENERO,16,LOS PINOS CELAYA GUANAJUATO,CALLE AÑIL,,-100.8450325,20.5412694
ROBO A NEGOCIO,CELAYA,2025,ENERO,16,LAS ARBOLEDAS CELAYA GUANAJUATO,PASEO DE SAN NICOLÁS DE PARRA,CON VIOLENCIA,-100.8276049,20.5107271
OTROS DELITOS,CELAYA,2025,ENERO,28,LAS INSURGENTES CELAYA GUANAJUATO,VICENTA ESPINOZA,,-100.7963807,20.5241165
AMENAZAS,CELAYA,2025,ENERO,28,DEPORTIVA CORTAZAR GUANAJUATO,AVENIDA IRRIGACIÓN,,-100.8161484,20.5361663
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,28,ZONA DE ORO DEL BAJIO CELAYA GUANAJUATO,AVENIDA ORO,,-100.8314408,20.5412529
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,14,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,TEPOZÁN,,-100.7943339,20.5068215
ROBOS DIVERSOS,CELAYA,2025,ENERO,14,GUANAJUATO,QUERÉTARO - CELAYA,CON VIOLENCIA,-100.7720555,20.5528668
LESIONES DOLOSAS,CELAYA,2025,ENERO,24,LA ESPERANZA CELAYA GUANAJUATO,GENERAL RAÚL MADERO,,-100.7851617,20.5550909
CONTRA LA SALUD,CELAYA,2025,ENERO,25,RINCONADA SAN MIGUEL CELAYA GUANAJUATO,DEL PASEO PONIENTE,,-100.7914219,20.5537098
ROBOS DIVERSOS,CELAYA,2025,ENERO,17,SAN ISIDRO GUANAJUATO,DEPORTIVA,SIN VIOLENCIA,-100.7856506,20.6271867
LESIONES DOLOSAS,CELAYA,2025,ENERO,18,SAN ANTONIO CELAYA GUANAJUATO,1O. DE MAYO,,-100.8154973,20.5302925
FRAUDE,CELAYA,2025,ENERO,24,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,PONIENTE 1,,-100.8440885,20.5358247
ROBO DE VEHÍCULO,CELAYA,2025,ENERO,29,CELAYA GUANAJUATO,CALLE GARAMBULLO,CON VIOLENCIA,-100.7981121,20.5634569
DAÑOS,CELAYA,2025,ENERO,23,SANTA MARÍA DEL REFUGIO GUANAJUATO,LIBERTAD,,-100.8001821,20.4399994
AMENAZAS,CELAYA,2025,ENERO,9,RESIDENCIAL DEL VALLE CELAYA GUANAJUATO,LIBORIO CRESPO,,-100.8197069,20.5307231
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,12,NUEVO TECNOLOGICO CELAYA GUANAJUATO,PROFESORES,,-100.8103329,20.5427227
LESIONES DOLOSAS,CELAYA,2025,ENERO,31,RESIDENCIAL DEL VALLE CELAYA GUANAJUATO,SANTOS DEGOLLADO,,-100.8223665,20.5300944
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,26,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
AMENAZAS,CELAYA,2025,ENERO,26,CELAYA GUANAJUATO,PASEO DE PUERTA FUERTE,,-100.882752,20.542958
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,26,LA CAPILLA CELAYA GUANAJUATO,CIRCUITO SAN JORGE,,-100.8366525,20.5535139
AMENAZAS,CELAYA,2025,ENERO,17,HACIENDA NATURA ROQUE GUANAJUATO,MARIANO JIMÉNEZ,,-100.839619,20.582828
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,17,LA CAPILLA CELAYA GUANAJUATO,SANTA MARIA,,-100.8397295,20.5533009
ROBO A NEGOCIO,CELAYA,2025,ENERO,17,COLONIA DEL PARQUE CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,SIN VIOLENCIA,-100.8247463,20.5357183
ROBOS DIVERSOS,CELAYA,2025,ENERO,18,LOCAL 10 ALAMEDA CELAYA GUANAJUATO,GUANAJUATO,SIN VIOLENCIA,-100.8080657,20.5291935
DAÑOS,CELAYA,2025,ENERO,19,PROGRESO DE SOLIDARIDAD 2 CELAYA GUANAJUATO,RÍO SAN FERNANDO,,-100.7884893,20.5047397
CONTRA LA SALUD,CELAYA,2025,ENERO,19,COLONIA CENTRO CELAYA GUANAJUATO,NO CATALOGADO,,-100.8155201,20.5203446
OTROS DELITOS,CELAYA,2025,ENERO,27,RANCHO SECO CELAYA GUANAJUATO,ZACATECAS,,-100.8141549,20.4913544
CONTRA LA SALUD,CELAYA,2025,ENERO,28,LAS AVES CELAYA GUANAJUATO,HALCÓN,,-100.8262595,20.5489927
AMENAZAS,CELAYA,2025,ENERO,16,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
DAÑOS,CELAYA,2025,ENERO,25,GUANAJUATO,LIBRAMIENTO SUR DE CELAYA,,-100.8161182,20.4841658
CONTRA LA SALUD,CELAYA,2025,ENERO,25,3 GUERRAS CELAYA GUANAJUATO,ROSARIO,,-100.7901235,20.5151436
ROBO A NEGOCIO,CELAYA,2025,ENERO,15,LA MISION CELAYA GUANAJUATO,AVENIDA MÉXICO,CON VIOLENCIA,-100.8337008,20.5481599
OTROS DELITOS,CELAYA,2025,ENERO,15,LAGOS CELAYA GUANAJUATO,PASEO DE SAN NICOLÁS DE PARRA,,-100.8334159,20.5075167
ABUSO DE CONFIANZA,CELAYA,2025,ENERO,15,LAS INSURGENTES CELAYA GUANAJUATO,LUISA MARTÍNEZ,,-100.7932213,20.5219075
ABUSO DE CONFIANZA,CELAYA,2025,ENERO,13,SANTA RITA CELAYA GUANAJUATO,TLAXCALA,,-100.7882798,20.5514047
ROBO A NEGOCIO,CELAYA,2025,ENERO,31,LOS OLIVOS CELAYA GUANAJUATO,CIRCUITO MALLORCA,CON VIOLENCIA,-100.7697321,20.5481831
OTROS DELITOS,CELAYA,2025,ENERO,31,GIRASOLES CELAYA GUANAJUATO,LIMONERO,,-100.8370688,20.5268874
FRAUDE,CELAYA,2025,ENERO,31,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,CALLE PARAÍSO,,-100.7955604,20.5049271
LESIONES DOLOSAS,CELAYA,2025,ENERO,29,LA AURORA CELAYA GUANAJUATO,EDUARDO JORDAN,,-100.8090525,20.5139242
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,21,TECNOLOGICO CELAYA GUANAJUATO,ABOGADOS,,-100.806795,20.54398
CONTRA LA SALUD,CELAYA,2025,ENERO,14,YUSTIS GUANAJUATO,PROLONGACIÓN EMILIANO ZAPATA,,-100.8635429,20.5847843
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,10,HACIENDA DEL SOL CELAYA GUANAJUATO,HACIENDA GRANDE,,-100.840588,20.5516625
ROBO A NEGOCIO,CELAYA,2025,ENERO,10,CELAYA GUANAJUATO,REVOLUCIÓN AGRARIA,SIN VIOLENCIA,-100.7957913,20.5389203
AMENAZAS,CELAYA,2025,ENERO,10,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,13,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,CALLE LAS ARENAS,,-100.7603459,20.6142194
ROBO DE VEHÍCULO,CELAYA,2025,ENERO,24,OJO SECO GUANAJUATO,CARRETERA CELAYA - SALVATIERRA,CON VIOLENCIA,-100.7929998,20.3844115
AMENAZAS,CELAYA,2025,ENERO,16,LAGOS CELAYA GUANAJUATO,LAGUNA VERDE,,-100.8341559,20.5105535
OTROS DELITOS,CELAYA,2025,ENERO,17,LA AURORA LA AURORA GUANAJUATO,FLORES MAGÓN,,-100.756812,20.6241112
FRAUDE,CELAYA,2025,ENERO,17,ARBOLEDAS DEL PEDREGAL CELAYA GUANAJUATO,SITIO DE QUERÉTARO,,-100.8109083,20.5057558
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,17,TENERÍA DEL SANTUARIO GUANAJUATO,AGUSTÍN MELGAR,,-100.7994205,20.602132
OTROS DELITOS SEXUALES,CELAYA,2025,ENERO,17,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2025,ENERO,31,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
DESPOJO,CELAYA,2025,ENERO,31,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,GARAMBULLO,,-100.7950218,20.50671
DAÑOS,CELAYA,2025,ENERO,31,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,GARAMBULLO,,-100.7950218,20.50671
ROBOS DIVERSOS,CELAYA,2025,ENERO,15,MISION SANTA FE CELAYA GUANAJUATO,MISIÓN DE LA RIOJA,SIN VIOLENCIA,-100.7932399,20.5486502
ROBOS DIVERSOS,CELAYA,2025,ENERO,15,COLONIA DEL PARQUE CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,SIN VIOLENCIA,-100.8247463,20.5357183
HOMICIDIO CULPOSO,CELAYA,2025,ENERO,15,EL DORADO CELAYA GUANAJUATO,FELIPE ANGELES,,-100.8108773,20.5136091
CONTRA LA SALUD,CELAYA,2025,ENERO,17,LA TRINIDAD GUANAJUATO,SAN MIGUEL,,-100.7838446,20.5655677
DAÑOS,CELAYA,2025,ENERO,18,GALAXIAS DEL PARQUE CELAYA GUANAJUATO,CALLE PERSEO,,-100.840616,20.5595576
AMENAZAS,CELAYA,2025,ENERO,18,GALAXIAS DEL PARQUE CELAYA GUANAJUATO,CALLE PERSEO,,-100.840616,20.5595576
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2025,ENERO,14,LINDAVISTA CELAYA GUANAJUATO,MELCHOR OCAMPO,,-100.8257641,20.5443222
LESIONES DOLOSAS,CELAYA,2025,ENERO,26,EJIDAL CELAYA GUANAJUATO,EJIDO DE YUSTIS,,-100.822756,20.5090007
LESIONES DOLOSAS,CELAYA,2025,ENERO,24,SAN JUAN CELAYA GUANAJUATO,LICENCIADO MARIANO AZUELA,,-100.819626,20.5127456
DAÑOS,CELAYA,2025,ENERO,16,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2025,ENERO,16,EJIDAL CELAYA GUANAJUATO,EJIDO DE LA MACHUCA,,-100.8319446,20.504243
DAÑOS,CELAYA,2025,ENERO,16,EJIDAL CELAYA GUANAJUATO,EJIDO DE LA MACHUCA,,-100.8319446,20.504243
ROBOS DIVERSOS,CELAYA,2025,ENERO,16,FOVISSSTE CELAYA GUANAJUATO,MANUEL OROZCO Y BERRA,SIN VIOLENCIA,-100.8169472,20.544475
OTROS DELITOS,CELAYA,2025,ENERO,17,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,MANGLE,,-100.7932525,20.5089421
DAÑOS,CELAYA,2025,ENERO,31,RESIDENCIAL DEL VALLE CELAYA GUANAJUATO,SANTOS DEGOLLADO,,-100.8223665,20.5300944
ROBOS DIVERSOS,CELAYA,2025,ENERO,30,LA SUIZA CELAYA GUANAJUATO,BERNA,SIN VIOLENCIA,-100.8218418,20.5174992
ROBO A NEGOCIO,CELAYA,2025,ENERO,28,BARRIO DE SANTIAGUITO CELAYA GUANAJUATO,LEANDRO VALLE,CON VIOLENCIA,-100.8204719,20.5264955
CONTRA LA SALUD,CELAYA,2025,ENERO,28,EJIDO DE ELGUERA PUERTA DEL MONTE GUANAJUATO,CAMARGO,,-100.8879112,20.5622366
AMENAZAS,CELAYA,2025,ENERO,20,ALAMEDA CELAYA GUANAJUATO,AGUSTÍN ARROYO CHAGOYAN,,-100.8056794,20.5281897
DAÑOS,CELAYA,2025,ENERO,23,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,CALLE ALVARO OBREGON,,-100.7623968,20.6285556
OTROS DELITOS,CELAYA,2025,ENERO,6,FRACCIONAMIENTO DE DON GU CELAYA GUANAJUATO,CIRC. HACIENDA DEL JARAL,,-100.8487134,20.5563374
DAÑOS,CELAYA,2025,ENERO,17,RESIDENCIAL CELAYA CELAYA GUANAJUATO,AVENIDA CONSTITUYENTES,,-100.824032,20.5125787
OTROS DELITOS,CELAYA,2025,ENERO,13,RANCHO SECO CELAYA GUANAJUATO,ORIZABA,,-100.8139632,20.4932723
OTROS DELITOS,CELAYA,2025,ENERO,10,PRADERAS DE LA HACIENDA CELAYA GUANAJUATO,PINK FLOYD,,-100.8166446,20.5733053
ROBOS DIVERSOS,CELAYA,2025,ENERO,11,LA CAPILLA CELAYA GUANAJUATO,AVENIDA SALVADOR ORTEGA,CON VIOLENCIA,-100.8386022,20.552204
DAÑOS,CELAYA,2025,ENERO,12,BARRIO DE SANTO CRISTO CELAYA GUANAJUATO,LICENCIADO ANDRÉS QUINTANA ROO,,-100.8260991,20.5226538
OTROS DELITOS,CELAYA,2025,ENERO,12,PRIMERA FRACCIÓN DE CRESPO GUANAJUATO,HIDALGO,,-100.8514677,20.4965551
AMENAZAS,CELAYA,2025,ENERO,13,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,CALLE ALVARO OBREGON,,-100.7623968,20.6285556
DAÑOS,CELAYA,2025,ENERO,8,SAN ANTONIO CELAYA GUANAJUATO,1O. DE MAYO,,-100.8154973,20.5302925
AMENAZAS,CELAYA,2025,ENERO,8,VALLE HERMOSO CELAYA GUANAJUATO,FRESNO,,-100.8229828,20.5424532
ROBO A NEGOCIO,CELAYA,2025,ENERO,27,SAN JUANICO CELAYA GUANAJUATO,MINA DEL CUBO,CON VIOLENCIA,-100.8394723,20.5360774
ROBO DE VEHÍCULO,CELAYA,2025,ENERO,28,CAMPUS INDUSTRIAL CELAYA GUANAJUATO,NO CATALOGADO,CON VIOLENCIA,-100.8010629,20.3635769
AMENAZAS,CELAYA,2025,ENERO,17,LOS NARANJOS CELAYA GUANAJUATO,CIRCUITO DE LOS CEREZOS,,-100.846548,20.5530493
HOMICIDIO DOLOSO,CELAYA,2025,ENERO,17,LAGOS CELAYA GUANAJUATO,MONTE TAURO,,-100.8367625,20.5099213
ROBO DE VEHÍCULO,CELAYA,2025,ENERO,18,CAMPESTRE DE CELAYA CELAYA GUANAJUATO,LIBRAMIENTO NORORIENTE,SIN VIOLENCIA,-100.7785714,20.5224034
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2025,ENERO,27,LOS OLIVOS CELAYA GUANAJUATO,AVENIDA BALEARES,,-100.7718166,20.5518247
OTROS DELITOS,CELAYA,2025,ENERO,27,GIRASOLES CELAYA GUANAJUATO,ABEDUL,,-100.8382624,20.526766
CONTRA LA SALUD,CELAYA,2025,ENERO,27,VILLAS DEL ROMERAL CELAYA GUANAJUATO,SITIO DE QUERÉTARO,,-100.8051187,20.498511
CONTRA LA SALUD,CELAYA,2025,ENERO,28,VILLAS DEL BAJIO II CELAYA GUANAJUATO,VILLA DE CORRALES,,-100.8669006,20.5627761
CONTRA LA SALUD,CELAYA,2025,ENERO,28,BAJIO DE LAS AMERICAS CELAYA GUANAJUATO,GABRIEL RAMOS MILLÁN,,-100.8213965,20.5319305
DAÑOS,CELAYA,2025,ENERO,14,BRISAS DEL CARMEN CELAYA GUANAJUATO,ICEBERG,,-100.7837243,20.542514
ROBO A CASA HABITACIÓN,CELAYA,2025,ENERO,15,CELAYA GUANAJUATO,CAMINO A SAN ELÍAS,SIN VIOLENCIA,-100.7938905,20.6250469
OTROS DELITOS,CELAYA,2025,ENERO,31,CELAYA GUANAJUATO,NO CATALOGADO,,-100.8212707,20.519439
ROBO A NEGOCIO,CELAYA,2025,ENERO,31,FRACCIONAMIENTO HACIENDA DEL BOSQUE CELAYA GUANAJUATO,NO CATALOGADO,SIN VIOLENCIA,-100.8553771,20.5549607
HOMICIDIO DOLOSO,CELAYA,2025,ENERO,17,SAN ISIDRO DE ELGUERA GUANAJUATO,ÁLVARO OBREGÓN,,-100.8844612,20.5747139
VIOLENCIA FAMILIAR,CELAYA,2025,ENERO,17,SAN MARTIN DE CAMARGO CELAYA GUANAJUATO,NO CATALOGADO,,-100.8049414,20.5570302
DAÑOS,CELAYA,2025,ENERO,27,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
