delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion,longitud,latitud
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,25,OBRERO MUNDIAL,CALLE JOSEFA MATAMOROS,,-100.7982507,20.5252231
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,25,EL DORADO,BOULEVARD CONSTITUYENTES,SIN VIOLENCIA,-100.8093127,20.5107635
OTROS DELITOS,CELAYA,2022,FEBRERO,25,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2022,FEBRERO,25,DEL ZAPOTE,16 DE SEPTIEMBRE,,-100.8036421,20.5253851
OTROS DELITOS,CELAYA,2022,FEBRERO,25,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2022,FEBRERO,25,LAS FLORES,CALLE AZUCENA,,-100.8161644,20.5041964
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,25,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
DAÑOS,CELAYA,2022,FEBRERO,28,PALMITA DE SAN GABRIEL,NO CATALOGADO,,-100.8768998,20.4981092
OTROS DELITOS,CELAYA,2022,ENERO,26,IMPRESIONISTAS,CALLE MANUEL DOBLADO,,-100.8235032,20.5232447
FRAUDE,CELAYA,2022,ENERO,10,NAT THA HI,AVENIDA IRRIGACIÓN,,-100.7969321,20.536649
ROBOS DIVERSOS,CELAYA,2022,ENERO,20,VALLE DE GIRASOLES,PRIVADA HIEDRA,SIN VIOLENCIA,-100.8409138,20.527571
ROBOS DIVERSOS,CELAYA,2022,ENERO,23,SAN JOSE DE TORRES,PRIVADA ROSA BLANCA,SIN VIOLENCIA,-100.7898081,20.5028998
OTROS DELITOS,CELAYA,2022,ENERO,28,ZONA CENTRO,CALLE ÁLVARO OBREGÓN,,-100.8134294,20.5246961
OTROS DELITOS,CELAYA,2022,ENERO,4,LAS HUERTAS,CALLE HUERTA DE LOS NARANJOS,,-100.875157,20.5263213
FALSEDAD ANTE UNA AUTORIDAD,CELAYA,2022,ENERO,27,BAJIO DE LAS AMERICAS,PROLONGACIÓN SANTOS DEGOLLADO,,-100.8225574,20.5317578
LESIONES DOLOSAS,CELAYA,2022,ENERO,1,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,17,ZONA CENTRO,CALLE JOSÉ MARÍA MORELOS,SIN VIOLENCIA,-100.8112885,20.5279612
OTROS DELITOS,CELAYA,2022,FEBRERO,18,MOCTEZUMA,PRIVADA HERMOSILLO,,-100.7894589,20.5453274
DAÑOS,CELAYA,2022,FEBRERO,24,XOCHIPILLI,AVENIDA JUAN JOSÉ TORRES LANDA,,-100.8256546,20.5349456
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,24,VALLE DE LOS NARANJOS,AVENIDA EL SAUZ,CON VIOLENCIA,-100.8534378,20.5549403
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,23,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,23,EMILIANO ZAPATA,CALLE LICENCIADO ANTONIO DÍAZ SOTO Y GAMA,CON VIOLENCIA,-100.8000801,20.5413731
CONTRA LA SALUD,CELAYA,2022,FEBRERO,17,LAS FLORES,CALLE AZUCENA,,-100.8161644,20.5041964
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,17,TIERRA Y LIBERTAD,AVENIDA ÁLVARO OBREGÓN,,-100.8044936,20.5466901
ROBO A CASA HABITACIÓN,CELAYA,2022,FEBRERO,22,LOS NARANJOS,AVENIDA PASEO DE LOS NARANJOS,SIN VIOLENCIA,-100.8465964,20.5526963
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,22,LAS FUENTES,AVENIDA LAS FUENTES,SIN VIOLENCIA,-100.8296334,20.5249521
ROBO DE VEHÍCULO,CELAYA,2022,FEBRERO,22,NO CATALOGADO,CARRETERA CELAYA-SALVATIERRA,CON VIOLENCIA,-100.808988,20.4880265
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2022,FEBRERO,28,LAS FLORES,CALLE LIRIO,,-100.815748,20.5052735
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,28,ZONA CENTRO,CALLE DEMOCRACIA,,-100.8126401,20.5205429
HOMICIDIO DOLOSO,CELAYA,2022,FEBRERO,18,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,18,LAS FLORES,CALLE AZUCENA,,-100.8161644,20.5041964
DAÑOS,CELAYA,2022,FEBRERO,18,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2022,FEBRERO,22,LOS OLIVOS,AVENIDA PASEO DE LOS OLIVOS,,-100.7721702,20.5461474
OTROS DELITOS,CELAYA,2022,FEBRERO,24,LA CRUZ,CALLE INDEPENDENCIA,,-100.8516017,20.547049
HOMICIDIO DOLOSO,CELAYA,2022,FEBRERO,24,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
DESPOJO,CELAYA,2022,FEBRERO,24,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,27,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2022,FEBRERO,15,PROGRESO DE SOLIDARIDAD 2,CALLE RÍO SOTO DE LA MARINA,,-100.7883705,20.5040339
ROBO A CASA HABITACIÓN,CELAYA,2022,FEBRERO,11,MEXICO,CALLE TEOTIHUACÁN,SIN VIOLENCIA,-100.8282907,20.5469192
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,11,LA MISION,AVENIDA MÉXICO,CON VIOLENCIA,-100.8337008,20.5481599
CONTRA LA SALUD,CELAYA,2022,FEBRERO,11,PORTONES DE LA HACIENDA,NO CATALOGADO,,-100.8465467,20.5111947
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,16,RINCONADA DEL BOSQUE,CALZADA DEL BOSQUE,,-100.8421601,20.551702
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,16,EMETERIA VALENCIA,CALLE LEONA VICARIO,CON VIOLENCIA,-100.8160212,20.5121465
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,21,DE SANTO CRISTO,PRIVADA SEGUNDA HIDALGO,CON VIOLENCIA,-100.8261,20.5204159
OTROS DELITOS,CELAYA,2022,FEBRERO,23,LAS FUENTES,CALLE SALTO DEL AGUA,,-100.8296898,20.5245026
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,28,ZONA CENTRO,NO CATALOGADO,,-100.8155201,20.5203446
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,28,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
CONTRA LA SALUD,CELAYA,2022,ENERO,31,TENERIA DEL SANTUARIO,NO CATALOGADO,,-100.7966796,20.5978492
OTROS DELITOS,CELAYA,2022,ENERO,31,SANTIAGO DE LA CRUZ,NO CATALOGADO,,-100.8329277,20.5008471
ROBOS DIVERSOS,CELAYA,2022,ENERO,9,ZONA CENTRO,CALLE LIBERTAD,SIN VIOLENCIA,-100.8104921,20.5203403
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2022,ENERO,7,SANTOS DEGOLLADO (EL BECERRO),PRIVADA PROGRESO,,-100.8564669,20.547706
LESIONES DOLOSAS,CELAYA,2022,ENERO,26,SAN JOSE DE GUANAJUATO,CAMINO A SAN JOSÉ DE GUANAJUATO,,-100.8926415,20.5515147
DAÑOS,CELAYA,2022,ENERO,2,ARBOLEDAS DE CAMARGO,CALLE PIRUL,,-100.8112885,20.5279612
DAÑOS,CELAYA,2022,ENERO,28,ROSA LINDA,BOULEVARD CONSTITUYENTES,,-100.8440516,20.5188236
CONTRA LA SALUD,CELAYA,2022,FEBRERO,19,PLANCARTE,NO CATALOGADO,,-100.7978896,20.5883505
OTROS DELITOS,CELAYA,2022,FEBRERO,19,PLANCARTE,NO CATALOGADO,,-100.7978896,20.5883505
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,26,LAS PALMAS,NO CATALOGADO,SIN VIOLENCIA,-100.7751208,20.5222712
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,18,QUINTA ARBOLEDAS,CALLE MOZART,SIN VIOLENCIA,-100.8235743,20.5110073
OTROS DELITOS,CELAYA,2022,FEBRERO,23,LA CRUZ,CALLE JOSEFA ORTIZ DE DOMÍNGUEZ,,-100.8112885,20.5279612
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,23,LA RESURRECCION,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA,-100.8112269,20.5194428
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,23,LOS PINOS,NO CATALOGADO,SIN VIOLENCIA,-100.8430302,20.5414044
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,17,DEPORTIVA,AVENIDA TECNOLÓGICO,SIN VIOLENCIA,-100.8193719,20.5343005
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,16,NO CATALOGADO,AVENIDA MÉXICO JAPON,SIN VIOLENCIA,-100.7997042,20.5501292
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,16,BAJIO DE LAS AMERICAS,PROLONGACIÓN MARIANO ABASOLO,CON VIOLENCIA,-100.8240978,20.5324951
FRAUDE,CELAYA,2022,FEBRERO,21,ZONA DE ORO,CALLE LUIS GONZÁLEZ OBREGÓN,,-100.8345911,20.525584
DAÑOS,CELAYA,2022,FEBRERO,21,SEGUNDA FRACCION DE CRESPO,CONCEPCION BEISTEGUI,,-100.8821901,20.5175685
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,21,EMETERIA VALENCIA,CALLE LEONA VICARIO,,-100.8160212,20.5121465
OTROS DELITOS,CELAYA,2022,FEBRERO,21,DE SANTO CRISTO,AVENIDA PROFESOR FRANCISCO JUÁREZ,,-100.8259033,20.5212383
OTROS DELITOS,CELAYA,2022,FEBRERO,24,LAS FLORES,CALLE GERANIO,,-100.8144065,20.5030564
DAÑOS,CELAYA,2022,FEBRERO,25,QUINTA ARBOLEDAS,EJIDO DE PUESTO,,-100.8236312,20.5113821
AMENAZAS,CELAYA,2022,FEBRERO,25,QUINTA ARBOLEDAS,EJIDO DE PUESTO,,-100.8236312,20.5113821
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,16,JARDINES DE CELAYA 1 RA SECC,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA,-100.813248,20.5193955
CONTRA LA SALUD,CELAYA,2022,FEBRERO,18,VILLA LOS ARCOS,BOULEVARD VILLA DE LOS ARCOS,,-100.8226735,20.4909705
DAÑOS,CELAYA,2022,FEBRERO,18,NO CATALOGADO,CIRCUITO VILLA SAN REMO,,-100.8531935,20.5329917
OTROS DELITOS,CELAYA,2022,FEBRERO,23,LAS FUENTES,PRIVADA SALTO DEL AGUA,,-100.8296898,20.5245026
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,23,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,15,SAN RAFAEL,CALLE REFORMA AGRARIA,,-100.8350609,20.5041459
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2022,ENERO,4,EMILIANO ZAPATA,CALLE HERIBERTO JARA,,-100.7994102,20.5414821
ROBOS DIVERSOS,CELAYA,2022,ENERO,17,CAPITALES DE EUROPA,CALLE JAIME NUNÓ,SIN VIOLENCIA,-100.8122701,20.5117582
ROBOS DIVERSOS,CELAYA,2022,ENERO,26,DE LOS SANTOS,CALLE RINCÓN DE LOS ARCOS,SIN VIOLENCIA,-100.7902437,20.5528599
ROBOS DIVERSOS,CELAYA,2022,ENERO,29,ZONA CENTRO,CALLE 5 DE MAYO,SIN VIOLENCIA,-100.8129361,20.5246825
ROBO DE VEHÍCULO,CELAYA,2022,ENERO,24,PORTA MAGGIORE CLUB RESIDENCIAL,CELAYA - JUVENTINO ROSAS,CON VIOLENCIA,-100.8252868,20.5737094
ROBOS DIVERSOS,CELAYA,2022,ENERO,23,EL DORADO,ANDADOR FRAY MARIANO SÁNCHEZ,SIN VIOLENCIA,-100.8130516,20.5186616
ROBO DE VEHÍCULO,CELAYA,2022,ENERO,26,RENACIMIENTO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA,-100.8344175,20.519066
ROBOS DIVERSOS,CELAYA,2022,ENERO,3,EMILIANO ZAPATA,CALLE GENOVEVO DE LA O.,SIN VIOLENCIA,-100.798008,20.5440064
OTROS DELITOS,CELAYA,2022,ENERO,28,LOS ANGELES,CALLE EJIDO DE SANTA TERESA,,-100.8296155,20.5089945
ROBO DE VEHÍCULO,CELAYA,2022,ENERO,25,TENERIA DEL SANTUARIO,CALLE INDEPENDENCIA,CON VIOLENCIA,-100.7968208,20.5973007
ROBOS DIVERSOS,CELAYA,2022,ENERO,3,CENTRAL DE ABASTOS,CALLE PASEO DE CELAYA,SIN VIOLENCIA,-100.7956295,20.5154415
ROBOS DIVERSOS,CELAYA,2022,ENERO,3,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
AMENAZAS,CELAYA,2022,ENERO,28,LAS INSURGENTES,CALLE MARÍA DE JESÚS ITURBE,,-100.7939606,20.5221418
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,25,LAS INSURGENTES,CALLE LUCÍA GARCÍA,SIN VIOLENCIA,-100.794978,20.5215332
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,28,SANTOS DEGOLLADO (EL BECERRO),CALLE TAMAULIPAS,,-100.8512646,20.5460353
CONTRA LA SALUD,CELAYA,2022,FEBRERO,27,SAN NICOLAS DE ESQUIROS,NO CATALOGADO,,-100.7919445,20.6777776
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,19,10 DE ABRIL,AVENIDA TECNOLÓGICO,CON VIOLENCIA,-100.8218559,20.5626876
OTROS DELITOS,CELAYA,2022,FEBRERO,25,LA AURORA,CALLE FRANCISCO GONZÁLEZ BOCANEGRA,,-100.8111586,20.5148661
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2022,FEBRERO,25,LOS OLIVOS SEGUNDA SECCION,NO CATALOGADO,,-100.7703926,20.5466958
OTROS DELITOS,CELAYA,2022,FEBRERO,25,ENRIQUE COLUNGA,CALLE RÍO LERMA,,-100.8242752,20.5177573
DAÑOS,CELAYA,2022,FEBRERO,22,LOPEZ PORTILLO,AVENIDA IRRIGACIÓN,,-100.8053336,20.5368215
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,22,LOPEZ PORTILLO,AVENIDA IRRIGACIÓN,,-100.8053336,20.5368215
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,25,RESIDENCIAL ARBOLEDAS,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA,-100.828393,20.5192905
AMENAZAS,CELAYA,2022,FEBRERO,25,ENRIQUE COLUNGA,CALLE SIERRA NEVADA,,-100.829336,20.5163168
OTROS DELITOS,CELAYA,2022,FEBRERO,16,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2022,FEBRERO,16,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,9,LOS PORTONES,AVENIDA 2 DE ABRIL,,-100.8012003,20.5055905
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,11,VALLE HERMOSO,CALLE DALIA,CON VIOLENCIA,-100.8227356,20.5410326
DESPOJO,CELAYA,2022,FEBRERO,11,JARDINES DE CELAYA 3 RA SECC,CALLE AZALEA,,-100.797473,20.5101392
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,11,LINDAVISTA,AVENIDA TAJÍN,,-100.8329256,20.5587109
OTROS DELITOS SEXUALES,CELAYA,2022,FEBRERO,19,MADERAS RESIDENCIAL,NO CATALOGADO,,-100.8662604,20.5440651
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,20,LA JOYA,CALLE GENERAL MARIANO JIMÉNEZ,SIN VIOLENCIA,-100.8269993,20.5292181
OTROS DELITOS,CELAYA,2022,FEBRERO,21,LOS OLIVOS SEGUNDA SECCION,CALLE CAMPIÑA,,-100.7703926,20.5466958
OTROS DELITOS SEXUALES,CELAYA,2022,FEBRERO,24,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,24,SAN MIGUEL,CALLE DIEGO RIVERA,CON VIOLENCIA,-100.8206027,20.5191282
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,17,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2022,ENERO,6,ENTORNO RESIDENCIAL,NO CATALOGADO,SIN VIOLENCIA,-100.8243366,20.5142782
ROBOS DIVERSOS,CELAYA,2022,ENERO,20,SAN FRANCISCO,AVENIDA PASEO DEL SOL,SIN VIOLENCIA,-100.8059989,20.5044375
OTROS DELITOS,CELAYA,2022,ENERO,28,LOS OLIVOS SEGUNDA SECCION,CALLE CAMPIÑA,,-100.7703926,20.5466958
ROBO A CASA HABITACIÓN,CELAYA,2022,ENERO,13,LAS ARBOLEDAS,BOULEVARD CONSTITUYENTES,SIN VIOLENCIA,-100.8241507,20.5127676
VIOLENCIA FAMILIAR,CELAYA,2022,ENERO,3,SAN MARTIN DE CAMARGO,CALLE ÁLVARO OBREGÓN,,-100.8027514,20.5567315
DAÑOS,CELAYA,2022,ENERO,27,LOS MANCERA,NO CATALOGADO,,-100.8028387,20.4700162
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,22,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2022,FEBRERO,22,DE SANTO CRISTO,PROLONGACIÓN MIGUEL HIDALGO,,-100.8259033,20.5212383
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,28,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,28,ZONA CENTRO,CALLE DEMOCRACIA,,-100.8126401,20.5205429
OTROS DELITOS SEXUALES,CELAYA,2022,FEBRERO,28,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2022,FEBRERO,19,VIÑAS DE LA HERRADURA,AVENIDA BALEARES,,-100.7718166,20.5518247
OTROS DELITOS,CELAYA,2022,FEBRERO,21,NO CATALOGADO,PRIVADA SANTA MARTHA,,-100.8144415,20.5009697
AMENAZAS,CELAYA,2022,FEBRERO,17,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2022,FEBRERO,18,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2022,FEBRERO,18,LAS DELICIAS,CALLE TORRES LANDA,,-100.7762523,20.5171325
OTROS DELITOS,CELAYA,2022,FEBRERO,18,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,23,EL CARMEN,NO CATALOGADO,,-100.8143912,20.523184
ROBO DE VEHÍCULO,CELAYA,2022,FEBRERO,23,LAS INSURGENTES,CALLE LUISA MARTÍNEZ,SIN VIOLENCIA,-100.7932213,20.5219075
HOMICIDIO DOLOSO,CELAYA,2022,FEBRERO,25,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
HOMICIDIO DOLOSO,CELAYA,2022,FEBRERO,26,LA MACHUCA,NO CATALOGADO,,-100.7686303,20.4538052
ROBO DE VEHÍCULO,CELAYA,2022,FEBRERO,26,PRESA BLANCA,CALLE LÁZARO CÁRDENAS,CON VIOLENCIA,-100.7919444,20.6422222
DAÑOS,CELAYA,2022,FEBRERO,27,PEDRO MARIA ANAYA,CALLE GENERAL JOSÉ OVANDO,,-100.8780032,20.5259088
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,17,TENERIA DEL SANTUARIO,CALLE GUADALUPE,,-100.8010507,20.600659
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,17,LOPEZ PORTILLO,CALLE FUERZAS ZAPATISTAS,CON VIOLENCIA,-100.80554,20.5363763
AMENAZAS,CELAYA,2022,FEBRERO,17,TENERIA DEL SANTUARIO,CALLE GUADALUPE,,-100.8010507,20.600659
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,17,LATINOAMERICANA,CALLE COSTA RICA,CON VIOLENCIA,-100.8347952,20.5446981
OTROS DELITOS,CELAYA,2022,FEBRERO,11,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2022,FEBRERO,11,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2022,FEBRERO,15,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
LESIONES DOLOSAS,CELAYA,2022,FEBRERO,20,NAT THA HI,AVENIDA IRRIGACIÓN,,-100.7969321,20.536649
CONTRA LA SALUD,CELAYA,2022,FEBRERO,24,EL DORADO,CALLE FRANCISCO VILLA,,-100.8093876,20.5123091
OTROS DELITOS,CELAYA,2022,FEBRERO,25,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2022,FEBRERO,18,HACIENDA NATURA,CALLE PARQUE DE LOS REMEDIOS,,-100.8601955,20.5555166
VIOLENCIA FAMILIAR,CELAYA,2022,ENERO,20,LAS INSURGENTES,CALLE MARÍA VICENTA ELIZARRARÁS,,-100.7957601,20.5225875
DAÑOS,CELAYA,2022,ENERO,18,EJIDAL,CALLE EJIDO LA LAJA,,-100.8239839,20.508052
VIOLENCIA FAMILIAR,CELAYA,2022,ENERO,10,LOS MANCERA,NO CATALOGADO,,-100.8028387,20.4700162
ROBOS DIVERSOS,CELAYA,2022,ENERO,24,LOS PINOS,ANDADOR AHUEHUETE,CON VIOLENCIA,-100.842798,20.5424706
LESIONES DOLOSAS,CELAYA,2022,ENERO,25,TIERRA Y LIBERTAD,CALLE TEPOZTLÁN,,-100.8035401,20.5460274
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,22,MADERAS RESIDENCIAL,CAMINO REAL,CON VIOLENCIA,-100.8662604,20.5440651
AMENAZAS,CELAYA,2022,FEBRERO,23,LATINOAMERICANA,CALLE VENEZUELA,,-100.8359893,20.5423874
DAÑOS,CELAYA,2022,FEBRERO,23,LATINOAMERICANA,CALLE VENEZUELA,,-100.8359893,20.5423874
AMENAZAS,CELAYA,2022,FEBRERO,23,DE LA RESURRECCION,CALLE ZARAGOZA,,-100.7590727,20.4272046
DAÑOS,CELAYA,2022,FEBRERO,23,LA LUZ,NO CATALOGADO,,-100.8469418,20.5397171
DAÑOS,CELAYA,2022,FEBRERO,23,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,28,DE LA ESPERANZA,LATERAL EJE JUAN PABLO,SIN VIOLENCIA,-100.83927,20.497094
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2022,FEBRERO,15,PUNTA ARENA,CALLE PASEO DE LOS ÁLAMOS,,-100.7902938,20.5101026
OTROS DELITOS,CELAYA,2022,FEBRERO,16,IMPRESIONISTAS,CALLE ANDRÉS QUINTANA ROO,,-100.8273939,20.5226444
"ALLANAMIENTO DE MORADA, DE DOMICILIO DE PERSONAS JURIDICAS COLECTIVAS Y DE ESTABLECIMIENTOS ABIERTOS AL PUBLICO",CELAYA,2022,FEBRERO,16,VILLAS DEL BAJIO,NO CATALOGADO,,-100.8652558,20.559483
OTROS DELITOS,CELAYA,2022,FEBRERO,22,VALLE DE GIRASOLES,PRIVADA HIEDRA,,-100.8409138,20.527571
OTROS DELITOS,CELAYA,2022,FEBRERO,22,VIÑAS DE LA HERRADURA,AVENIDA BALEARES,,-100.7718166,20.5518247
DAÑOS,CELAYA,2022,FEBRERO,22,SAN MIGUEL,CALLE TIMOTEO TREJO,,-100.817914,20.5185017
ROBOS DIVERSOS,CELAYA,2022,FEBRERO,22,EJIDAL,CALLE EJIDO SAN CAYETANO,CON VIOLENCIA,-100.8265841,20.5057071
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,27,ALAMOS,CALLE JILGUERO,,-100.8512141,20.5336568
FRAUDE,CELAYA,2022,FEBRERO,28,RESIDENCIAL CELAYA CENTRO,CALLE FRAY MANUEL NAVARRETE,,-100.82121,20.5125793
OTROS DELITOS,CELAYA,2022,FEBRERO,18,HIDALGO,CALLE ESPERANZA,,-100.8420499,20.5236363
VIOLENCIA FAMILIAR,CELAYA,2022,FEBRERO,21,EMETERIA VALENCIA,CALLE LEONA VICARIO,,-100.8160212,20.5121465
ROBO A NEGOCIO,CELAYA,2022,FEBRERO,24,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
