delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion,longitud,latitud
ROBOS DIVERSOS,CELAYA,2023,ENERO,17,COLONIA CENTRO CELAYA GUANAJUATO,MIGUEL HIDALGO,SIN VIOLENCIA,-100.8183586,20.5214416
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,19,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
LESIONES DOLOSAS,CELAYA,2023,ENERO,17,SAN ISIDRO DE SILVA CELAYA GUANAJUATO,MIGUEL HIDALGO,,-100.8838299,20.5147747
ROBOS DIVERSOS,CELAYA,2023,ENERO,17,VILLAS DE ELGUERA GUANAJUATO,VILLA DE LOS ÁRBOLES,SIN VIOLENCIA,-100.8777957,20.5656231
AMENAZAS,CELAYA,2023,ENERO,18,ZONA DE ORO CELAYA GUANAJUATO,VENUS,,-100.8353509,20.529104
LESIONES DOLOSAS,CELAYA,2023,ENERO,16,GUADALUPE GUADALUPE GUANAJUATO,SAN MARTIN,,-100.7480132,20.5692323
ROBOS DIVERSOS,CELAYA,2023,ENERO,13,GIRASOLES CELAYA GUANAJUATO,VALLE DEL AVELLANO,SIN VIOLENCIA,-100.8389448,20.5296396
LESIONES DOLOSAS,CELAYA,2023,ENERO,16,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBO DE VEHÍCULO,CELAYA,2023,ENERO,15,EMILIANO ZAPATA CELAYA GUANAJUATO,CAMINO A SAN MIGUEL OCTOPAN,SIN VIOLENCIA,-100.7941474,20.5492797
ROBOS DIVERSOS,CELAYA,2023,ENERO,17,LOS LAURELES CELAYA GUANAJUATO,ROBLE,SIN VIOLENCIA,-100.833182,20.5360728
DAÑOS,CELAYA,2023,ENERO,13,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2023,ENERO,17,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
EXTORSION,CELAYA,2023,ENERO,13,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
DAÑOS,CELAYA,2023,ENERO,22,GUANAJUATO,HUERTA DE LOS CIRUELOS,,-100.8761438,20.5257262
ROBOS DIVERSOS,CELAYA,2023,ENERO,25,LA FAVORITA CELAYA GUANAJUATO,AVENIDA IRRIGACIÓN,SIN VIOLENCIA,-100.8004997,20.5366809
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,25,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2023,ENERO,23,LAGOS CELAYA GUANAJUATO,LAGO DE COYUCA,,-100.8349002,20.5087197
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,13,SAN JUANICO CELAYA GUANAJUATO,MINA DE MELLADO,,-100.8393251,20.536975
ROBOS DIVERSOS,CELAYA,2023,ENERO,13,LAS AVES CELAYA GUANAJUATO,LOS ZENZONTLES,SIN VIOLENCIA,-100.8245113,20.5494182
HOMICIDIO DOLOSO,CELAYA,2023,ENERO,22,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2023,ENERO,22,PROGRESO DE SOLIDARIDAD 2 CELAYA GUANAJUATO,RÍO BALSAS,,-100.7896225,20.5046696
AMENAZAS,CELAYA,2023,ENERO,23,SAN ANTONIO DE GALLARDO SAN JUAN DE LA VEGA GUANAJUATO,CALLE JAZMIN,,-100.7672974,20.6271252
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,23,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,25,VILLA LOS ÁLAMOS LA PALMITA GUANAJUATO,TABACHINES,,-100.877624,20.4977978
ROBOS DIVERSOS,CELAYA,2023,ENERO,25,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2023,ENERO,22,EL CAMPANARIO CELAYA GUANAJUATO,PASEO DEL CAMPANARIO,,-100.8348525,20.5573771
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,22,RANCHO VIEJO LOS CAPULINES GUANAJUATO,GUANAJUATO,,-100.6766397,20.6440358
AMENAZAS,CELAYA,2023,ENERO,22,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBO DE VEHÍCULO,CELAYA,2023,ENERO,23,MICHINELAS GUANAJUATO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,21,LAGOS CELAYA GUANAJUATO,PASEO DE SAN NICOLÁS DE PARRA,,-100.8334159,20.5075167
ROBO DE VEHÍCULO,CELAYA,2023,ENERO,21,FOVISSSTE CELAYA GUANAJUATO,JOAQUÍN GARCÍA,CON VIOLENCIA,-100.8194609,20.5421178
DAÑOS,CELAYA,2023,ENERO,24,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
HOMICIDIO DOLOSO,CELAYA,2023,ENERO,24,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
HOMICIDIO DOLOSO,CELAYA,2023,ENERO,22,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
LESIONES DOLOSAS,CELAYA,2023,ENERO,24,SAN MIGUEL OCTOPAN SAN MIGUEL OCTOPAN GUANAJUATO,CONSTITUCIÓN,,-100.7503644,20.5712219
LESIONES DOLOSAS,CELAYA,2023,ENERO,19,GUANAJUATO,LÁZARO CÁRDENAS,,-100.8246893,20.5572602
ROBOS DIVERSOS,CELAYA,2023,ENERO,19,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2023,ENERO,27,SAN MIGUEL CELAYA GUANAJUATO,RÍO LERMA,,-100.8205012,20.518308
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
CONTRA LA SALUD,CELAYA,2023,ENERO,14,GUANAJUATO,CALLE CLAVEL,,-100.8336554,20.5692003
OTROS DELITOS,CELAYA,2023,ENERO,16,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,CALLE ALVARO OBREGON,,-100.7623968,20.6285556
CONTRA LA SALUD,CELAYA,2023,ENERO,16,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
OTROS DELITOS,CELAYA,2023,ENERO,16,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
LESIONES DOLOSAS,CELAYA,2023,ENERO,15,VALLE DEL REAL CELAYA GUANAJUATO,CARDENAL,,-100.8461272,20.5299519
OTROS DELITOS,CELAYA,2023,ENERO,15,GUANAJUATO,BENITO JUÁREZ,,-100.8042362,20.5386954
ROBO DE VEHÍCULO,CELAYA,2023,ENERO,15,JARDINES DE CELAYA 1 RA SECCIÓN CELAYA GUANAJUATO,AVENIDA CONSTITUYENTES,SIN VIOLENCIA,-100.7904114,20.5172724
DAÑOS,CELAYA,2023,ENERO,30,CELAYA GUANAJUATO,EJE NOR-PONIENTE MANUEL J. CLOUTHIER,,-100.8468279,20.533016
LESIONES DOLOSAS,CELAYA,2023,ENERO,30,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,30,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2023,ENERO,30,LINDAVISTA CELAYA GUANAJUATO,VIOLETA,CON VIOLENCIA,-100.8241514,20.5443092
DAÑOS,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2023,ENERO,16,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2023,ENERO,16,LOS LAURELES CELAYA GUANAJUATO,ÉBANO,SIN VIOLENCIA,-100.8320443,20.5371583
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2023,ENERO,28,UNIDAD HABITACIONAL DE TIERRAS NEGRAS CELAYA GUANAJUATO,HERMENEGILDO GALEANA,SIN VIOLENCIA,-100.8245433,20.5266292
OTROS DELITOS,CELAYA,2023,ENERO,26,SANTA TERESITA CELAYA GUANAJUATO,TORTOLITAS,,-100.7942891,20.5333396
ROBO A NEGOCIO,CELAYA,2023,ENERO,27,COLONIA CENTRO CELAYA GUANAJUATO,VENUSTIANO CARRANZA,CON VIOLENCIA,-100.8104216,20.5219536
AMENAZAS,CELAYA,2023,ENERO,17,CELAYA GUANAJUATO,VILLAS NATURA,,-100.8599196,20.5522503
OTROS DELITOS,CELAYA,2023,ENERO,17,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
HOMICIDIO DOLOSO,CELAYA,2023,ENERO,17,LAS ARBOLEDAS CELAYA GUANAJUATO,LAGUNA MADRE,,-100.8301286,20.5133978
ROBOS DIVERSOS,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
AMENAZAS,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2023,ENERO,4,CIUDADELA CELAYA GUANAJUATO,AVENIDA TECNOLÓGICO,CON VIOLENCIA,-100.8225311,20.5546439
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,16,CELAYA GUANAJUATO,RIO LERMA DE SANTIAGO,,-100.8392617,20.5592296
OTROS DELITOS,CELAYA,2023,ENERO,16,GUANAJUATO,SAN MIGUEL DE ALLENDE - CELAYA,,-100.8217613,20.5004271
HOMICIDIO DOLOSO,CELAYA,2023,ENERO,16,SANTA TERESITA CELAYA GUANAJUATO,COLIBRÍ,,-100.7932827,20.5333868
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,17,LAS DELICIAS CELAYA GUANAJUATO,TORRES LANDA,,-100.7762523,20.5171325
ROBOS DIVERSOS,CELAYA,2023,ENERO,17,GUANAJUATO,GUANABANA,CON VIOLENCIA,-100.7985043,20.5049357
EXTORSION,CELAYA,2023,ENERO,16,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2023,ENERO,30,SAN MIGUEL CELAYA GUANAJUATO,MUTUALISMO,SIN VIOLENCIA,-100.8234414,20.5191639
ROBOS DIVERSOS,CELAYA,2023,ENERO,31,LA MISION CELAYA GUANAJUATO,MISIÓN DE SANTO DOMINGO,SIN VIOLENCIA,-100.8329292,20.5462817
OTROS DELITOS,CELAYA,2023,ENERO,27,RESURRECCIÓN CELAYA GUANAJUATO,SOSTENES ROCHA,,-100.8107151,20.5178153
ROBO A CASA HABITACIÓN,CELAYA,2023,ENERO,31,ALAMEDA CELAYA GUANAJUATO,GUILLERMO PRIETO,SIN VIOLENCIA,-100.8066357,20.5302507
OTROS DELITOS,CELAYA,2023,ENERO,31,SAN ANTONIO CELAYA GUANAJUATO,SILVANO RAMOS,,-100.815852,20.532599
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,31,SANTA MARIA CELAYA GUANAJUATO,CALLE URIANGATO,,-100.8153538,20.4986948
OTROS DELITOS,CELAYA,2023,ENERO,16,VILLAS DEL BAJIO II CELAYA GUANAJUATO,VILLA DE CARRANZA,,-100.86472,20.5624617
OTROS DELITOS,CELAYA,2023,ENERO,17,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
LESIONES DOLOSAS,CELAYA,2023,ENERO,4,PRIMERA FRACCIÓN DE CRESPO GUANAJUATO,CALLE JOSE BASCONCELOS,,-100.8521266,20.5003521
DAÑOS,CELAYA,2023,ENERO,17,MONTE BLANCO CELAYA GUANAJUATO,EJIDO DEL MOLINO,,-100.8283726,20.5079825
AMENAZAS,CELAYA,2023,ENERO,14,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2023,ENERO,27,LAS FLORES CELAYA GUANAJUATO,DE LA ROSA,,-100.8175465,20.5040459
OTROS DELITOS,CELAYA,2023,ENERO,27,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
AMENAZAS,CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,27,LINDAVISTA CELAYA GUANAJUATO,FRESNO,,-100.8244931,20.5425597
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,27,COLONIA CENTRO CELAYA GUANAJUATO,TIMOTEO TREJO,,-100.817914,20.5185017
OTROS DELITOS,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
DAÑOS,CELAYA,2023,ENERO,31,GUANAJUATO,CARRETERA A SAN MIGUEL OCTOPAN,,-100.7831107,20.563428
VIOLACION,CELAYA,2023,ENERO,31,SAN MARTIN DE CAMARGO CELAYA GUANAJUATO,BENITO JUÁREZ,,-100.8009615,20.5562478
OTROS DELITOS,CELAYA,2023,ENERO,14,CELAYA GUANAJUATO,CERRADA DE LAS GOLONDRINAS,,-100.8541865,20.5269204
OTROS DELITOS,CELAYA,2023,ENERO,12,RINCONADA SAN MIGUEL CELAYA GUANAJUATO,RINCÓN DEL PASEO ORIENTE,,-100.7913452,20.55327
ROBOS DIVERSOS,CELAYA,2023,ENERO,13,GUANAJUATO,ALTAMIRANO,SIN VIOLENCIA,-100.8087374,20.5270078
ROBOS DIVERSOS,CELAYA,2023,ENERO,13,SANTA RITA CELAYA GUANAJUATO,AGUASCALIENTES,CON VIOLENCIA,-100.7865604,20.5517498
OTROS DELITOS,CELAYA,2023,ENERO,13,SAN JUAN DE LA VEGA GUANAJUATO,SAN MIGUEL DE ALLENDE - CELAYA,,-100.7755363,20.7152879
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,12,SANTOS DEGOLLADO CELAYA GUANAJUATO,SOR JUANA INÉS DE LA CRUZ,,-100.846785,20.5477187
LESIONES DOLOSAS,CELAYA,2023,ENERO,14,CELAYA GUANAJUATO,CIRCUITO TLALPAN,,-100.8388163,20.4989403
LESIONES DOLOSAS,CELAYA,2023,ENERO,14,RENACIMIENTO CELAYA GUANAJUATO,MURILLO,,-100.8302474,20.5202777
DAÑOS,CELAYA,2023,ENERO,19,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
DESPOJO,CELAYA,2023,ENERO,25,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBO A TRANSEUNTE,CELAYA,2023,ENERO,26,ZONA DE ORO DEL BAJIO CELAYA GUANAJUATO,MAGNESIO,CON VIOLENCIA,-100.8314408,20.5412529
AMENAZAS,CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
DAÑOS,CELAYA,2023,ENERO,27,EMILIANO ZAPATA CELAYA GUANAJUATO,CALLE GILDARDO MAGAÑA,,-100.8006531,20.539889
CONTRA LA SALUD,CELAYA,2023,ENERO,27,CELAYA GUANAJUATO,PORTALES,,-100.8373795,20.4981015
CONTRA LA SALUD,CELAYA,2023,ENERO,30,10 DE ABRIL CELAYA GUANAJUATO,EL PARAÍSO,,-100.8250268,20.5612947
ROBOS DIVERSOS,CELAYA,2023,ENERO,25,GUANAJUATO,LÁZARO CÁRDENAS,SIN VIOLENCIA,-100.8246893,20.5572602
ROBOS DIVERSOS,CELAYA,2023,ENERO,25,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,PONIENTE 2,SIN VIOLENCIA,-100.8145523,20.5530748
OTROS DELITOS,CELAYA,2023,ENERO,25,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2023,ENERO,24,FRACCIONAMIENTO DE LOS SANTOS CELAYA GUANAJUATO,SAN IGNACIO DE LOYOLA,,-100.791896,20.5501288
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,25,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2023,ENERO,25,EMILIANO ZAPATA CELAYA GUANAJUATO,JESÚS NAVARRO,,-100.8005668,20.5384226
OTROS DELITOS,CELAYA,2023,ENERO,25,LINDAVISTA CELAYA GUANAJUATO,MELCHOR OCAMPO,,-100.8257641,20.5443222
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,19,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2023,ENERO,16,COLONIA CENTRO CELAYA GUANAJUATO,CALLE ALVARO OBREGON,,-100.8134294,20.5246961
DAÑOS,CELAYA,2023,ENERO,25,EMILIANO ZAPATA CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,,-100.7997042,20.5501292
LESIONES DOLOSAS,CELAYA,2023,ENERO,16,SANTA TERESITA CELAYA GUANAJUATO,COLIBRÍ,,-100.7932827,20.5333868
ROBO A TRANSEUNTE,CELAYA,2023,ENERO,17,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,13,CELAYA GUANAJUATO,CIRCUITO TLALPAN,,-100.8388163,20.4989403
ROBOS DIVERSOS,CELAYA,2023,ENERO,31,ESTRADA GUANAJUATO,ALLENDE,CON VIOLENCIA,-100.8808003,20.5124675
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,31,SAN RAFAEL CELAYA GUANAJUATO,AVENIDA SAN RAFAEL,,-100.8354022,20.5023095
OTROS DELITOS,CELAYA,2023,ENERO,27,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,25,SAN JUANICO CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,,-100.8352366,20.5374858
ROBO A NEGOCIO,CELAYA,2023,ENERO,26,VALLE DEL REAL CELAYA GUANAJUATO,CARDENAL,CON VIOLENCIA,-100.8461272,20.5299519
OTROS DELITOS,CELAYA,2023,ENERO,25,CELAYA GUANAJUATO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2023,ENERO,25,GUANAJUATO,PARQUE DEL CIMATARIO,,-100.8605553,20.5539403
ROBOS DIVERSOS,CELAYA,2023,ENERO,25,GUANAJUATO,PASEO CANTERA,SIN VIOLENCIA,-100.8552044,20.5329475
OTROS DELITOS,CELAYA,2023,ENERO,22,SANTOS DEGOLLADO CELAYA GUANAJUATO,BOULEVARD FRIDA KAHLO,,-100.8561889,20.554254
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,26,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2023,ENERO,26,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
ROBOS DIVERSOS,CELAYA,2023,ENERO,26,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA,-100.8212707,20.519439
LESIONES DOLOSAS,CELAYA,2023,ENERO,25,TECNOLOGICO CELAYA GUANAJUATO,MATEMÁTICO,,-100.8068442,20.5425733
ROBOS DIVERSOS,CELAYA,2023,ENERO,23,VILLA LOS ÁLAMOS CELAYA GUANAJUATO,CALLE BONAMPAK,SIN VIOLENCIA,-100.8571725,20.5260734
ROBOS DIVERSOS,CELAYA,2023,ENERO,21,RESURRECCIÓN CELAYA GUANAJUATO,JOSÉ MARÍA PINO SUÁREZ,CON VIOLENCIA,-100.8089975,20.5159426
ROBOS DIVERSOS,CELAYA,2023,ENERO,16,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
HOMICIDIO DOLOSO,CELAYA,2023,ENERO,16,CAPITALES DE EUROPA CELAYA GUANAJUATO,COMBATES DE CELAYA,,-100.811474,20.5118394
ROBOS DIVERSOS,CELAYA,2023,ENERO,17,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,CON VIOLENCIA,-100.8111185,20.5515707
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,25,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
OTROS DELITOS,CELAYA,2023,ENERO,27,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,,-100.815822,20.5027258
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,26,EL PEDREGAL CELAYA GUANAJUATO,CALLE SANTA CLARA,,-100.846013,20.543147
ROBOS DIVERSOS,CELAYA,2023,ENERO,26,LA CRUZ CELAYA GUANAJUATO,LOS ANGELES,CON VIOLENCIA,-100.8483203,20.541613
ROBO A NEGOCIO,CELAYA,2023,ENERO,23,LOS OLIVOS CELAYA GUANAJUATO,PIPANCO,CON VIOLENCIA,-100.7729648,20.546132
LESIONES DOLOSAS,CELAYA,2023,ENERO,22,3RA SECCIÓN DE LOS NARANJOS CELAYA GUANAJUATO,DEL MANANTIAL,,-100.8520173,20.5607428
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,23,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
AMENAZAS,CELAYA,2023,ENERO,24,FOVISSSTE CELAYA GUANAJUATO,AVENIDA IGNACIO BORUNDA,,-100.814455,20.5427115
DAÑOS,CELAYA,2023,ENERO,22,3RA SECCIÓN DE LOS NARANJOS CELAYA GUANAJUATO,DEL MANANTIAL,,-100.8520173,20.5607428
ROBO A NEGOCIO,CELAYA,2023,ENERO,24,LATINOAMERICANA CELAYA GUANAJUATO,AVENIDA MÉXICO,CON VIOLENCIA,-100.835,20.5439986
AMENAZAS,CELAYA,2023,ENERO,18,SANTA MARIA CELAYA GUANAJUATO,AVENIDA LÁZARO CÁRDENAS DEL RÍO,,-100.8121758,20.5006491
LESIONES DOLOSAS,CELAYA,2023,ENERO,18,SANTA MARIA CELAYA GUANAJUATO,AVENIDA LÁZARO CÁRDENAS DEL RÍO,,-100.8121758,20.5006491
OTROS DELITOS,CELAYA,2023,ENERO,16,COLONIA CENTRO CELAYA GUANAJUATO,COLUNGA GUERRERO,,-100.8143905,20.5221879
ROBOS DIVERSOS,CELAYA,2023,ENERO,17,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA,-100.8212707,20.519439
LESIONES DOLOSAS,CELAYA,2023,ENERO,22,OJO SECO GUANAJUATO,HIDALGO,,-100.7971154,20.3864962
VIOLENCIA FAMILIAR,CELAYA,2023,ENERO,27,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
DAÑOS,CELAYA,2023,ENERO,31,10 DE ABRIL CELAYA GUANAJUATO,SAN MIGUEL DE ALLENDE - CELAYA,,-100.8216727,20.5640359
DAÑOS,CELAYA,2023,ENERO,31,NO CATALOGADO,NO CATALOGADO,,-100.8212707,20.519439
